Lagereinheit_ID,Packplatz,Auftragsnummer,Packzeitpunkt,Menge
838,Packplatz 09,4464,18.07.2022 19:52,495
871,Packplatz 05,4450,18.07.2022 21:17,259
538,Packplatz 02,7234,18.07.2022 15:23,138
585,Packplatz 04,3103,18.07.2022 19:33,307
212,Packplatz 03,6114,18.07.2022 20:24,198
155,Packplatz 01,5008,18.07.2022 20:36,44
407,Packplatz 01,8620,18.07.2022 20:10,402
165,Packplatz 02,7251,18.07.2022 18:37,33
869,Packplatz 01,5280,18.07.2022 20:09,335
603,Packplatz 03,2618,18.07.2022 16:46,218
791,Packplatz 03,2264,18.07.2022 17:01,127
346,Packplatz 04,1156,18.07.2022 21:09,216
374,Packplatz 10,6972,18.07.2022 17:54,411
287,Packplatz 09,5062,18.07.2022 19:33,448
279,Packplatz 10,5941,19.07.2022 01:33,188
361,Packplatz 09,5420,18.07.2022 20:54,40
635,Packplatz 09,8124,18.07.2022 16:25,49
612,Packplatz 09,1279,18.07.2022 15:47,327
782,Packplatz 06,6067,18.07.2022 21:25,302
289,Packplatz 10,2116,18.07.2022 22:00,482
257,Packplatz 09,8037,18.07.2022 17:44,261
633,Packplatz 07,3490,18.07.2022 16:06,216
664,Packplatz 06,3744,19.07.2022 02:14,465
757,Packplatz 02,1178,18.07.2022 17:13,53
150,Packplatz 03,4870,18.07.2022 23:04,155
234,Packplatz 09,9286,19.07.2022 00:13,215
253,Packplatz 09,9054,18.07.2022 15:58,68
577,Packplatz 05,4384,18.07.2022 21:26,246
147,Packplatz 01,4456,18.07.2022 20:45,31
823,Packplatz 06,4472,18.07.2022 20:23,236
661,Packplatz 09,2938,18.07.2022 21:31,486
736,Packplatz 06,9270,18.07.2022 21:38,389
995,Packplatz 01,3034,18.07.2022 20:38,347
725,Packplatz 06,7653,18.07.2022 21:21,285
264,Packplatz 09,2845,19.07.2022 00:18,415
810,Packplatz 02,8180,18.07.2022 20:10,173
662,Packplatz 08,6776,18.07.2022 20:24,67
719,Packplatz 06,3904,18.07.2022 19:03,193
172,Packplatz 06,4934,18.07.2022 18:09,372
256,Packplatz 09,4852,18.07.2022 19:21,170
762,Packplatz 06,4102,18.07.2022 21:03,128
834,Packplatz 08,3535,18.07.2022 18:50,266
352,Packplatz 06,5815,18.07.2022 18:29,55
996,Packplatz 05,4654,18.07.2022 20:29,476
639,Packplatz 03,3958,18.07.2022 17:40,453
912,Packplatz 05,9276,18.07.2022 20:07,231
286,Packplatz 02,2705,18.07.2022 18:01,148
310,Packplatz 04,4478,18.07.2022 18:48,267
194,Packplatz 02,6392,18.07.2022 22:10,178
957,Packplatz 07,9922,18.07.2022 19:35,419
956,Packplatz 06,1900,18.07.2022 18:57,207
292,Packplatz 03,3166,18.07.2022 16:21,88
184,Packplatz 01,6212,18.07.2022 18:23,99
942,Packplatz 06,8432,18.07.2022 16:51,208
327,Packplatz 08,4681,18.07.2022 20:56,499
368,Packplatz 08,2782,18.07.2022 17:12,236
532,Packplatz 10,9340,18.07.2022 21:01,82
980,Packplatz 05,6754,18.07.2022 20:11,378
932,Packplatz 02,6039,18.07.2022 19:50,216
458,Packplatz 08,9031,18.07.2022 17:04,461
582,Packplatz 05,1864,18.07.2022 19:15,251
183,Packplatz 01,7534,18.07.2022 20:55,287
448,Packplatz 09,2843,18.07.2022 20:53,270
749,Packplatz 07,5452,18.07.2022 17:47,188
207,Packplatz 09,2995,18.07.2022 21:05,91
568,Packplatz 05,9406,18.07.2022 18:14,492
294,Packplatz 01,4823,18.07.2022 20:06,190
379,Packplatz 10,6464,18.07.2022 19:49,442
267,Packplatz 08,5060,18.07.2022 22:05,451
531,Packplatz 05,3844,18.07.2022 23:35,2
172,Packplatz 09,1831,18.07.2022 22:35,412
742,Packplatz 04,9391,18.07.2022 20:59,11
839,Packplatz 03,4914,18.07.2022 22:38,465
606,Packplatz 05,3802,18.07.2022 19:35,125
961,Packplatz 01,9150,18.07.2022 19:39,38
501,Packplatz 09,5978,18.07.2022 21:15,78
690,Packplatz 07,7368,18.07.2022 21:09,224
742,Packplatz 07,8346,18.07.2022 16:39,53
520,Packplatz 10,5444,18.07.2022 20:47,29
659,Packplatz 10,8175,18.07.2022 18:20,79
679,Packplatz 06,1097,18.07.2022 22:02,150
660,Packplatz 01,9739,18.07.2022 20:00,337
720,Packplatz 10,4214,18.07.2022 18:52,433
625,Packplatz 03,8482,18.07.2022 19:39,410
743,Packplatz 02,7220,18.07.2022 14:35,472
561,Packplatz 10,6876,18.07.2022 19:22,7
199,Packplatz 04,4652,18.07.2022 15:26,136
657,Packplatz 04,6677,18.07.2022 23:45,86
185,Packplatz 08,9338,18.07.2022 22:04,367
598,Packplatz 05,4299,18.07.2022 20:40,362
441,Packplatz 02,1138,18.07.2022 18:08,444
658,Packplatz 01,6064,18.07.2022 19:19,27
679,Packplatz 03,3996,18.07.2022 23:28,483
626,Packplatz 09,7034,18.07.2022 19:59,98
153,Packplatz 09,3711,18.07.2022 20:53,82
453,Packplatz 03,4474,18.07.2022 20:35,449
806,Packplatz 02,4986,18.07.2022 19:09,201
306,Packplatz 10,6949,19.07.2022 00:29,188
108,Packplatz 02,5201,18.07.2022 19:38,368
703,Packplatz 08,3402,18.07.2022 18:12,263
986,Packplatz 07,4094,19.07.2022 01:37,158
592,Packplatz 04,2188,18.07.2022 20:58,398
794,Packplatz 10,2626,18.07.2022 18:50,363
499,Packplatz 05,1799,18.07.2022 20:02,125
398,Packplatz 05,3262,18.07.2022 17:20,361
940,Packplatz 09,8240,18.07.2022 17:55,17
108,Packplatz 09,3094,18.07.2022 19:25,240
471,Packplatz 05,9898,19.07.2022 01:34,230
876,Packplatz 04,3118,18.07.2022 21:31,4
513,Packplatz 06,5083,19.07.2022 00:09,220
448,Packplatz 04,6549,18.07.2022 19:47,12
535,Packplatz 06,8316,18.07.2022 17:27,208
976,Packplatz 05,1126,18.07.2022 17:08,90
836,Packplatz 08,8215,18.07.2022 19:52,138
134,Packplatz 10,6596,18.07.2022 18:38,258
880,Packplatz 05,9730,18.07.2022 17:47,83
316,Packplatz 06,8888,18.07.2022 20:26,192
225,Packplatz 06,9610,18.07.2022 18:32,378
868,Packplatz 08,7960,18.07.2022 22:36,371
165,Packplatz 07,7366,18.07.2022 19:29,347
531,Packplatz 03,5942,18.07.2022 19:32,99
359,Packplatz 07,9523,18.07.2022 22:49,129
473,Packplatz 06,3061,18.07.2022 20:35,289
135,Packplatz 06,5132,18.07.2022 20:57,326
307,Packplatz 09,6216,19.07.2022 00:45,71
346,Packplatz 05,2020,18.07.2022 19:50,48
527,Packplatz 04,8791,18.07.2022 20:32,492
102,Packplatz 06,3492,18.07.2022 20:28,132
172,Packplatz 08,5436,18.07.2022 19:34,53
763,Packplatz 02,5620,18.07.2022 20:44,69
418,Packplatz 10,6793,18.07.2022 18:32,208
117,Packplatz 10,5144,18.07.2022 21:25,88
212,Packplatz 09,5108,18.07.2022 22:45,90
161,Packplatz 02,5371,18.07.2022 17:52,270
770,Packplatz 08,9881,18.07.2022 22:34,445
507,Packplatz 04,3174,18.07.2022 22:01,284
459,Packplatz 07,6040,18.07.2022 18:14,20
983,Packplatz 04,4705,18.07.2022 19:50,281
439,Packplatz 04,1084,18.07.2022 22:55,129
684,Packplatz 09,7004,18.07.2022 20:30,233
977,Packplatz 03,9802,18.07.2022 20:28,480
104,Packplatz 08,2440,18.07.2022 19:05,475
936,Packplatz 07,7855,18.07.2022 16:32,331
973,Packplatz 07,9725,18.07.2022 22:50,137
443,Packplatz 05,4328,18.07.2022 20:23,23
104,Packplatz 03,2924,18.07.2022 21:22,121
864,Packplatz 08,3247,18.07.2022 18:09,204
790,Packplatz 10,2899,18.07.2022 20:30,135
546,Packplatz 01,3096,18.07.2022 21:39,90
487,Packplatz 04,2467,18.07.2022 19:13,87
363,Packplatz 10,7183,18.07.2022 22:27,163
982,Packplatz 03,7832,18.07.2022 17:30,349
329,Packplatz 02,8500,18.07.2022 23:13,21
674,Packplatz 02,6708,18.07.2022 17:02,157
748,Packplatz 06,1308,18.07.2022 17:54,73
568,Packplatz 04,1897,18.07.2022 21:01,445
797,Packplatz 06,2521,18.07.2022 23:34,1
545,Packplatz 02,7408,18.07.2022 18:47,296
923,Packplatz 01,2741,18.07.2022 18:40,281
315,Packplatz 07,6397,18.07.2022 16:50,404
889,Packplatz 02,8138,18.07.2022 20:27,218
825,Packplatz 04,1776,18.07.2022 18:40,269
613,Packplatz 07,6592,18.07.2022 20:37,478
541,Packplatz 08,6750,18.07.2022 17:33,267
454,Packplatz 06,5959,18.07.2022 17:32,56
271,Packplatz 08,7534,18.07.2022 23:31,215
577,Packplatz 09,3748,18.07.2022 20:45,175
540,Packplatz 07,5919,18.07.2022 18:33,434
921,Packplatz 08,9378,18.07.2022 18:53,87
779,Packplatz 03,4606,18.07.2022 21:31,199
463,Packplatz 03,9974,18.07.2022 20:20,452
750,Packplatz 10,7580,18.07.2022 20:50,164
839,Packplatz 08,6478,18.07.2022 20:12,386
441,Packplatz 07,9304,18.07.2022 17:26,350
490,Packplatz 05,5005,18.07.2022 20:05,241
382,Packplatz 01,4407,19.07.2022 00:39,461
577,Packplatz 03,9734,18.07.2022 22:25,326
562,Packplatz 10,1576,18.07.2022 18:23,480
270,Packplatz 03,1070,18.07.2022 21:46,288
182,Packplatz 08,3998,18.07.2022 18:59,321
809,Packplatz 09,9288,18.07.2022 18:48,376
736,Packplatz 07,9667,18.07.2022 21:36,351
540,Packplatz 02,9925,18.07.2022 21:40,282
407,Packplatz 03,3482,18.07.2022 17:20,196
417,Packplatz 07,7111,19.07.2022 00:09,48
804,Packplatz 05,1660,18.07.2022 23:07,343
472,Packplatz 02,4915,18.07.2022 21:10,377
643,Packplatz 05,7546,18.07.2022 17:40,49
862,Packplatz 09,8785,18.07.2022 17:19,214
180,Packplatz 07,8370,18.07.2022 20:19,283
372,Packplatz 03,9091,18.07.2022 19:41,261
640,Packplatz 02,7371,18.07.2022 22:43,332
146,Packplatz 10,6433,18.07.2022 19:44,131
552,Packplatz 04,1340,18.07.2022 17:25,395
747,Packplatz 06,1194,18.07.2022 16:17,216
226,Packplatz 03,5896,18.07.2022 18:38,422
627,Packplatz 08,8896,18.07.2022 21:02,180
737,Packplatz 08,8745,18.07.2022 23:38,283
211,Packplatz 02,3979,18.07.2022 18:53,464
977,Packplatz 07,1065,18.07.2022 20:52,104
835,Packplatz 04,9674,18.07.2022 18:48,169
931,Packplatz 10,6367,18.07.2022 22:04,428
776,Packplatz 01,9034,18.07.2022 21:26,495
855,Packplatz 04,6913,18.07.2022 20:45,42
595,Packplatz 08,3696,18.07.2022 21:58,16
328,Packplatz 05,3712,18.07.2022 19:49,430
452,Packplatz 04,4534,18.07.2022 21:11,444
344,Packplatz 07,8818,18.07.2022 23:24,443
268,Packplatz 01,2230,18.07.2022 23:43,56
235,Packplatz 01,8257,19.07.2022 00:00,492
306,Packplatz 03,7876,18.07.2022 20:58,196
797,Packplatz 08,8404,18.07.2022 20:49,25
951,Packplatz 08,9408,18.07.2022 21:43,367
394,Packplatz 06,2272,18.07.2022 18:57,249
873,Packplatz 07,5390,18.07.2022 17:26,217
127,Packplatz 05,1302,18.07.2022 18:29,105
633,Packplatz 08,2827,18.07.2022 23:24,89
750,Packplatz 10,5106,18.07.2022 21:15,453
543,Packplatz 08,5284,19.07.2022 00:39,264
693,Packplatz 05,1960,18.07.2022 17:16,285
193,Packplatz 04,7585,18.07.2022 18:51,409
255,Packplatz 08,3846,18.07.2022 22:56,193
475,Packplatz 04,5455,18.07.2022 17:58,349
218,Packplatz 09,5854,18.07.2022 19:33,134
377,Packplatz 04,8326,18.07.2022 15:30,496
676,Packplatz 07,7663,19.07.2022 00:15,436
756,Packplatz 03,7873,18.07.2022 22:07,80
977,Packplatz 09,6529,18.07.2022 18:40,262
911,Packplatz 04,7260,18.07.2022 22:02,475
782,Packplatz 06,1362,18.07.2022 22:42,263
163,Packplatz 01,7861,18.07.2022 17:43,426
912,Packplatz 06,8257,18.07.2022 20:14,140
533,Packplatz 08,2218,18.07.2022 18:51,236
767,Packplatz 08,9388,18.07.2022 18:30,423
368,Packplatz 07,5260,18.07.2022 18:43,486
471,Packplatz 05,7934,19.07.2022 01:04,335
758,Packplatz 10,7088,18.07.2022 14:47,262
717,Packplatz 07,1330,18.07.2022 18:36,202
678,Packplatz 02,1983,18.07.2022 22:21,187
212,Packplatz 07,5596,18.07.2022 20:42,160
447,Packplatz 10,5390,19.07.2022 00:41,363
762,Packplatz 05,6446,18.07.2022 20:22,103
735,Packplatz 05,9002,18.07.2022 23:20,362
882,Packplatz 04,3067,18.07.2022 17:51,185
730,Packplatz 06,5584,18.07.2022 20:15,341
179,Packplatz 02,8662,18.07.2022 18:21,484
865,Packplatz 10,9118,18.07.2022 18:05,41
611,Packplatz 07,4546,18.07.2022 21:43,278
422,Packplatz 01,8424,18.07.2022 17:52,66
316,Packplatz 10,1362,18.07.2022 22:09,63
992,Packplatz 04,3968,18.07.2022 19:55,419
550,Packplatz 04,4234,18.07.2022 20:51,184
359,Packplatz 05,2336,18.07.2022 20:22,177
536,Packplatz 07,5171,18.07.2022 23:56,428
170,Packplatz 01,8914,18.07.2022 16:58,35
686,Packplatz 10,8692,18.07.2022 21:28,291
805,Packplatz 02,9253,18.07.2022 19:38,130
287,Packplatz 04,1800,18.07.2022 20:55,289
293,Packplatz 10,8998,18.07.2022 19:20,65
518,Packplatz 06,7450,18.07.2022 20:41,130
983,Packplatz 10,4204,18.07.2022 20:16,255
453,Packplatz 02,8239,18.07.2022 20:40,75
468,Packplatz 08,7976,18.07.2022 19:10,287
282,Packplatz 10,8071,18.07.2022 17:00,385
706,Packplatz 04,4102,18.07.2022 19:30,249
735,Packplatz 01,8504,18.07.2022 19:17,116
867,Packplatz 10,8114,18.07.2022 20:46,254
413,Packplatz 05,6781,18.07.2022 23:59,49
596,Packplatz 04,9271,18.07.2022 22:17,352
175,Packplatz 07,5227,18.07.2022 23:46,204
627,Packplatz 03,5818,18.07.2022 22:43,61
931,Packplatz 03,7482,18.07.2022 21:49,432
731,Packplatz 05,5030,18.07.2022 19:30,204
628,Packplatz 06,7648,18.07.2022 21:44,131
474,Packplatz 09,5617,18.07.2022 21:53,255
999,Packplatz 09,3106,18.07.2022 20:21,311
492,Packplatz 10,1005,18.07.2022 21:08,388
384,Packplatz 06,4096,18.07.2022 21:49,227
934,Packplatz 03,6274,18.07.2022 23:01,142
955,Packplatz 06,4099,18.07.2022 22:37,136
757,Packplatz 03,5167,18.07.2022 19:17,500
256,Packplatz 03,6253,18.07.2022 22:08,181
518,Packplatz 01,1939,18.07.2022 17:32,189
550,Packplatz 08,4720,18.07.2022 20:38,129
575,Packplatz 01,1357,18.07.2022 19:48,379
363,Packplatz 05,2086,18.07.2022 21:16,436
921,Packplatz 08,3271,18.07.2022 20:43,180
162,Packplatz 08,8122,18.07.2022 20:56,410
398,Packplatz 01,5122,18.07.2022 17:47,166
202,Packplatz 05,4774,18.07.2022 18:12,494
684,Packplatz 04,2520,18.07.2022 20:20,18
983,Packplatz 08,5503,18.07.2022 22:30,86
562,Packplatz 03,7051,18.07.2022 16:01,436
117,Packplatz 02,2997,18.07.2022 19:18,479
967,Packplatz 08,7180,18.07.2022 18:31,324
106,Packplatz 05,1423,18.07.2022 19:42,30
966,Packplatz 02,4625,18.07.2022 19:15,461
738,Packplatz 04,8845,18.07.2022 20:09,410
995,Packplatz 08,6770,18.07.2022 18:21,383
998,Packplatz 08,2620,18.07.2022 19:09,481
506,Packplatz 04,8226,18.07.2022 20:29,420
638,Packplatz 06,3698,18.07.2022 20:18,110
741,Packplatz 02,1770,18.07.2022 22:40,134
190,Packplatz 01,4387,18.07.2022 21:35,203
146,Packplatz 08,3748,18.07.2022 20:38,6
423,Packplatz 05,7388,18.07.2022 22:33,408
341,Packplatz 09,3947,18.07.2022 21:31,136
541,Packplatz 09,2706,18.07.2022 18:33,231
273,Packplatz 06,9952,18.07.2022 18:31,234
496,Packplatz 06,4812,19.07.2022 00:20,482
597,Packplatz 04,9772,18.07.2022 15:24,444
778,Packplatz 10,6532,18.07.2022 23:40,232
557,Packplatz 01,3860,18.07.2022 18:35,151
231,Packplatz 10,7190,18.07.2022 20:54,83
830,Packplatz 05,4758,18.07.2022 21:52,375
254,Packplatz 05,6766,18.07.2022 21:35,138
127,Packplatz 07,8752,18.07.2022 23:05,337
801,Packplatz 05,6886,18.07.2022 17:43,182
247,Packplatz 07,7312,18.07.2022 16:37,341
995,Packplatz 03,1930,18.07.2022 22:00,1
200,Packplatz 05,2292,18.07.2022 23:07,403
273,Packplatz 09,7012,18.07.2022 16:30,347
492,Packplatz 04,9307,18.07.2022 18:08,375
342,Packplatz 08,8203,18.07.2022 16:17,186
987,Packplatz 05,1642,18.07.2022 20:56,185
193,Packplatz 09,7886,18.07.2022 23:41,314
428,Packplatz 10,7335,18.07.2022 21:45,447
884,Packplatz 04,8920,19.07.2022 00:02,419
964,Packplatz 07,1786,18.07.2022 18:16,467
538,Packplatz 05,4585,19.07.2022 00:10,375
754,Packplatz 04,4075,18.07.2022 20:28,260
668,Packplatz 07,5738,18.07.2022 20:49,213
460,Packplatz 06,9912,18.07.2022 19:41,54
906,Packplatz 02,6866,18.07.2022 22:05,74
132,Packplatz 08,4828,18.07.2022 21:01,105
764,Packplatz 09,2407,18.07.2022 18:10,130
462,Packplatz 03,9271,18.07.2022 20:59,15
571,Packplatz 07,5486,18.07.2022 20:21,280
798,Packplatz 09,9443,18.07.2022 21:50,415
251,Packplatz 05,9417,18.07.2022 20:50,454
487,Packplatz 08,9268,18.07.2022 18:20,377
838,Packplatz 08,8071,18.07.2022 22:44,248
801,Packplatz 10,5835,18.07.2022 18:57,412
710,Packplatz 01,9004,18.07.2022 18:43,456
538,Packplatz 08,3326,18.07.2022 21:06,8
481,Packplatz 10,6494,18.07.2022 22:03,259
701,Packplatz 06,6250,18.07.2022 19:27,132
896,Packplatz 10,5786,18.07.2022 21:31,327
362,Packplatz 01,5381,18.07.2022 20:07,299
661,Packplatz 04,7658,18.07.2022 20:51,441
648,Packplatz 04,8370,18.07.2022 22:15,64
891,Packplatz 04,2752,18.07.2022 23:53,438
566,Packplatz 07,9865,18.07.2022 18:30,316
929,Packplatz 04,7768,18.07.2022 19:58,295
532,Packplatz 06,8540,18.07.2022 18:08,115
520,Packplatz 01,6844,18.07.2022 16:30,227
512,Packplatz 07,3258,18.07.2022 18:17,133
573,Packplatz 06,7920,18.07.2022 22:03,84
403,Packplatz 07,9892,18.07.2022 22:13,360
859,Packplatz 04,9086,18.07.2022 17:59,429
885,Packplatz 02,1122,18.07.2022 19:55,238
471,Packplatz 08,8746,18.07.2022 23:01,440
686,Packplatz 01,6404,18.07.2022 16:50,409
265,Packplatz 08,1301,18.07.2022 21:08,363
965,Packplatz 10,8283,18.07.2022 19:11,219
896,Packplatz 03,2068,18.07.2022 17:46,63
200,Packplatz 07,6006,18.07.2022 18:05,169
625,Packplatz 03,4220,18.07.2022 18:55,290
345,Packplatz 05,1252,18.07.2022 18:35,180
347,Packplatz 03,4249,18.07.2022 22:47,398
254,Packplatz 07,6710,18.07.2022 22:28,343
227,Packplatz 01,6904,18.07.2022 22:10,127
202,Packplatz 07,2768,18.07.2022 18:43,40
490,Packplatz 09,3645,18.07.2022 18:15,168
269,Packplatz 09,3780,18.07.2022 22:46,145
683,Packplatz 07,1868,18.07.2022 19:46,347
975,Packplatz 08,4135,19.07.2022 00:05,408
246,Packplatz 09,2092,18.07.2022 16:34,215
643,Packplatz 10,2791,19.07.2022 00:03,303
983,Packplatz 03,1687,18.07.2022 17:50,68
212,Packplatz 04,8656,18.07.2022 16:09,358
879,Packplatz 10,9860,18.07.2022 20:54,21
667,Packplatz 03,8503,18.07.2022 19:00,309
433,Packplatz 07,2990,18.07.2022 19:46,209
644,Packplatz 01,1010,18.07.2022 20:49,402
614,Packplatz 01,2731,19.07.2022 00:06,362
886,Packplatz 08,7882,18.07.2022 19:59,245
303,Packplatz 10,1777,18.07.2022 19:28,466
133,Packplatz 09,5098,18.07.2022 17:51,258
444,Packplatz 03,7132,18.07.2022 19:25,322
345,Packplatz 04,7189,18.07.2022 19:02,58
105,Packplatz 08,3271,19.07.2022 01:11,224
990,Packplatz 10,9654,18.07.2022 23:25,77
782,Packplatz 04,7501,18.07.2022 21:03,481
946,Packplatz 01,2506,18.07.2022 20:36,129
853,Packplatz 02,1055,18.07.2022 16:40,254
899,Packplatz 04,5618,18.07.2022 20:04,191
700,Packplatz 09,5389,18.07.2022 17:12,163
112,Packplatz 06,8372,18.07.2022 18:06,325
187,Packplatz 05,4198,18.07.2022 20:19,77
548,Packplatz 03,3052,18.07.2022 22:21,404
805,Packplatz 07,5728,18.07.2022 21:55,225
647,Packplatz 01,5689,18.07.2022 19:01,113
904,Packplatz 02,2600,18.07.2022 16:24,231
613,Packplatz 02,1456,18.07.2022 18:53,1
657,Packplatz 01,2804,18.07.2022 21:43,325
763,Packplatz 06,5945,18.07.2022 19:32,254
290,Packplatz 01,2910,18.07.2022 22:13,329
603,Packplatz 02,9844,18.07.2022 15:21,178
860,Packplatz 09,4146,18.07.2022 19:48,483
894,Packplatz 05,5317,18.07.2022 21:20,41
952,Packplatz 10,5764,18.07.2022 17:54,493
589,Packplatz 02,9199,18.07.2022 21:39,347
414,Packplatz 06,9630,18.07.2022 17:04,215
795,Packplatz 03,1549,18.07.2022 17:43,379
348,Packplatz 01,6103,18.07.2022 17:23,221
370,Packplatz 07,9283,18.07.2022 19:02,284
723,Packplatz 04,3382,18.07.2022 18:18,281
279,Packplatz 03,2890,18.07.2022 18:49,10
642,Packplatz 07,6793,18.07.2022 17:42,123
456,Packplatz 03,3404,18.07.2022 22:35,235
516,Packplatz 09,5263,18.07.2022 20:23,373
882,Packplatz 03,4089,18.07.2022 17:52,346
801,Packplatz 02,1374,18.07.2022 18:19,211
887,Packplatz 08,1812,18.07.2022 17:29,57
442,Packplatz 05,6306,18.07.2022 22:23,417
732,Packplatz 09,6848,18.07.2022 22:31,128
611,Packplatz 06,7608,18.07.2022 20:50,431
986,Packplatz 09,2308,18.07.2022 22:31,145
773,Packplatz 06,7083,18.07.2022 21:21,61
772,Packplatz 08,5358,18.07.2022 22:54,87
307,Packplatz 02,6428,18.07.2022 19:08,144
766,Packplatz 02,4669,19.07.2022 00:02,177
796,Packplatz 10,8455,18.07.2022 18:24,150
890,Packplatz 06,5562,18.07.2022 19:24,171
228,Packplatz 09,5392,18.07.2022 20:33,233
760,Packplatz 04,4930,18.07.2022 19:42,12
906,Packplatz 05,3687,18.07.2022 18:08,111
795,Packplatz 07,7260,18.07.2022 20:45,436
477,Packplatz 10,8512,18.07.2022 21:09,474
649,Packplatz 02,3701,18.07.2022 20:24,468
847,Packplatz 07,6368,18.07.2022 21:30,496
334,Packplatz 03,9004,18.07.2022 22:43,447
378,Packplatz 07,9022,18.07.2022 20:09,474
238,Packplatz 03,1317,18.07.2022 20:40,374
606,Packplatz 06,3791,18.07.2022 20:53,287
983,Packplatz 04,9871,18.07.2022 18:05,33
145,Packplatz 07,5375,18.07.2022 22:15,303
624,Packplatz 08,2872,18.07.2022 16:13,53
798,Packplatz 09,3164,18.07.2022 22:53,162
652,Packplatz 03,3232,18.07.2022 19:07,309
587,Packplatz 04,6712,18.07.2022 19:03,406
165,Packplatz 06,1606,18.07.2022 19:12,169
632,Packplatz 09,6664,18.07.2022 20:35,344
536,Packplatz 08,6524,18.07.2022 21:33,211
782,Packplatz 08,8917,18.07.2022 18:51,464
937,Packplatz 09,5758,18.07.2022 18:45,405
197,Packplatz 10,9787,18.07.2022 22:38,49
968,Packplatz 10,9770,18.07.2022 17:53,277
181,Packplatz 07,9172,18.07.2022 17:15,329
247,Packplatz 08,3307,18.07.2022 20:22,320
468,Packplatz 10,2287,18.07.2022 20:49,437
112,Packplatz 06,5865,18.07.2022 23:11,4
530,Packplatz 05,5473,18.07.2022 22:33,330
921,Packplatz 09,1551,18.07.2022 21:31,32
