Lagereinheit_ID,Lagerort_von,Lagerort_nach,Startzeitpunkt,Endzeitpunkt
825,Wareneingang,Hochregallager,2022-07-18 10:11:00,2022-07-18 14:07:00
711,Hochregallager,Packplatz,2022-07-18 16:13:00,2022-07-18 19:22:00
711,Wareneingang,Hochregallager,2022-07-18 12:29:00,2022-07-18 13:58:00
320,Hochregallager,Packplatz,2022-07-18 07:39:00,2022-07-18 11:24:00
320,Wareneingang,Hochregallager,2022-07-18 11:54:00,2022-07-18 14:23:00
708,Hochregallager,Packplatz,2022-07-18 15:46:00,2022-07-18 16:34:00
708,Wareneingang,Hochregallager,2022-07-18 07:09:00,2022-07-18 10:51:00
471,Hochregallager,Packplatz,2022-07-18 14:35:00,2022-07-18 16:00:00
471,Wareneingang,Hochregallager,2022-07-18 13:26:00,2022-07-18 15:35:00
848,Hochregallager,Packplatz,2022-07-18 17:45:00,2022-07-18 18:54:00
848,Wareneingang,Hochregallager,2022-07-18 00:04:00,2022-07-18 01:27:00
833,Hochregallager,Packplatz,2022-07-18 17:29:00,2022-07-18 17:33:00
833,Wareneingang,Hochregallager,2022-07-18 12:01:00,2022-07-18 12:38:00
129,Hochregallager,Packplatz,2022-07-18 12:17:00,2022-07-18 13:51:00
129,Wareneingang,Hochregallager,2022-07-18 09:46:00,2022-07-18 13:44:00
519,Hochregallager,Packplatz,2022-07-18 18:13:00,2022-07-18 18:55:00
519,Wareneingang,Hochregallager,2022-07-18 11:04:00,2022-07-18 13:33:00
452,Hochregallager,Packplatz,2022-07-18 15:41:00,2022-07-18 16:44:00
452,Wareneingang,Hochregallager,2022-07-17 12:20:00,2022-07-17 12:38:00
342,Hochregallager,Packplatz,2022-07-18 13:29:00,2022-07-18 16:24:00
342,Wareneingang,Hochregallager,2022-07-18 09:35:00,2022-07-18 12:50:00
209,Hochregallager,Packplatz,2022-07-18 12:58:00,2022-07-18 16:21:00
209,Wareneingang,Hochregallager,2022-07-18 17:06:00,2022-07-18 17:17:00
435,Hochregallager,Packplatz,2022-07-18 18:59:00,2022-07-18 22:29:00
435,Wareneingang,Hochregallager,2022-07-18 01:38:00,2022-07-18 02:33:00
516,Hochregallager,Packplatz,2022-07-18 14:24:00,2022-07-18 16:58:00
516,Wareneingang,Hochregallager,2022-07-18 00:40:00,2022-07-18 04:32:00
385,Hochregallager,Packplatz,2022-07-18 11:11:00,2022-07-18 13:10:00
385,Wareneingang,Hochregallager,2022-07-18 12:16:00,2022-07-18 14:34:00
264,Hochregallager,Packplatz,2022-07-18 18:38:00,2022-07-18 20:55:00
264,Wareneingang,Hochregallager,2022-07-17 17:38:00,2022-07-17 19:16:00
106,Hochregallager,Packplatz,2022-07-18 11:36:00,2022-07-18 14:55:00
106,Wareneingang,Hochregallager,2022-07-18 12:37:00,2022-07-18 16:01:00
333,Hochregallager,Packplatz,2022-07-18 18:55:00,2022-07-18 21:03:00
333,Wareneingang,Hochregallager,2022-07-18 10:45:00,2022-07-18 12:26:00
330,Hochregallager,Packplatz,2022-07-18 16:53:00,2022-07-18 19:34:00
330,Wareneingang,Hochregallager,2022-07-18 10:46:00,2022-07-18 13:41:00
729,Hochregallager,Packplatz,2022-07-18 12:11:00,2022-07-18 15:36:00
729,Wareneingang,Hochregallager,2022-07-18 01:53:00,2022-07-18 03:50:00
850,Hochregallager,Packplatz,2022-07-18 14:53:00,2022-07-18 18:43:00
850,Wareneingang,Hochregallager,2022-07-18 15:18:00,2022-07-18 18:46:00
266,Hochregallager,Packplatz,2022-07-18 18:10:00,2022-07-18 21:00:00
266,Wareneingang,Hochregallager,2022-07-17 15:29:00,2022-07-17 18:12:00
935,Hochregallager,Packplatz,2022-07-18 18:55:00,2022-07-18 19:19:00
935,Wareneingang,Hochregallager,2022-07-18 09:02:00,2022-07-18 12:28:00
391,Hochregallager,Packplatz,2022-07-18 16:24:00,2022-07-18 19:22:00
391,Wareneingang,Hochregallager,2022-07-18 08:59:00,2022-07-18 12:47:00
228,Hochregallager,Packplatz,2022-07-18 10:53:00,2022-07-18 12:27:00
228,Wareneingang,Hochregallager,2022-07-18 10:04:00,2022-07-18 12:15:00
956,Hochregallager,Packplatz,2022-07-18 18:40:00,2022-07-18 20:44:00
956,Wareneingang,Hochregallager,2022-07-18 09:17:00,2022-07-18 10:02:00
756,Hochregallager,Packplatz,2022-07-18 16:16:00,2022-07-18 17:51:00
756,Wareneingang,Hochregallager,2022-07-18 09:47:00,2022-07-18 11:20:00
305,Hochregallager,Packplatz,2022-07-18 19:48:00,2022-07-18 21:16:00
305,Wareneingang,Hochregallager,2022-07-18 14:01:00,2022-07-18 16:07:00
339,Hochregallager,Packplatz,2022-07-18 12:02:00,2022-07-18 14:28:00
339,Wareneingang,Hochregallager,2022-07-18 08:14:00,2022-07-18 10:50:00
613,Hochregallager,Packplatz,2022-07-18 18:11:00,2022-07-18 20:12:00
613,Wareneingang,Hochregallager,2022-07-18 11:00:00,2022-07-18 11:41:00
238,Hochregallager,Packplatz,2022-07-18 16:35:00,2022-07-18 19:10:00
238,Wareneingang,Hochregallager,2022-07-18 01:13:00,2022-07-18 01:18:00
978,Hochregallager,Packplatz,2022-07-18 18:40:00,2022-07-18 19:56:00
978,Wareneingang,Hochregallager,2022-07-18 15:30:00,2022-07-18 19:28:00
615,Hochregallager,Packplatz,2022-07-18 17:27:00,2022-07-18 20:52:00
615,Wareneingang,Hochregallager,2022-07-18 13:01:00,2022-07-18 14:39:00
713,Hochregallager,Packplatz,2022-07-18 13:02:00,2022-07-18 13:50:00
713,Wareneingang,Hochregallager,2022-07-18 14:56:00,2022-07-18 15:12:00
586,Hochregallager,Packplatz,2022-07-18 15:34:00,2022-07-18 17:04:00
586,Wareneingang,Hochregallager,2022-07-18 06:21:00,2022-07-18 07:36:00
773,Hochregallager,Packplatz,2022-07-18 12:51:00,2022-07-18 14:48:00
773,Wareneingang,Hochregallager,2022-07-18 14:02:00,2022-07-18 14:39:00
748,Hochregallager,Packplatz,2022-07-18 12:08:00,2022-07-18 13:15:00
748,Wareneingang,Hochregallager,2022-07-18 07:42:00,2022-07-18 10:48:00
506,Hochregallager,Packplatz,2022-07-18 11:28:00,2022-07-18 15:23:00
506,Wareneingang,Hochregallager,2022-07-18 06:24:00,2022-07-18 08:28:00
492,Hochregallager,Packplatz,2022-07-18 19:23:00,2022-07-18 21:20:00
492,Wareneingang,Hochregallager,2022-07-18 11:04:00,2022-07-18 14:40:00
147,Hochregallager,Packplatz,2022-07-18 18:18:00,2022-07-18 19:01:00
147,Wareneingang,Hochregallager,2022-07-17 20:13:00,2022-07-17 20:26:00
959,Hochregallager,Packplatz,2022-07-18 13:38:00,2022-07-18 17:09:00
959,Wareneingang,Hochregallager,2022-07-18 04:18:00,2022-07-18 05:22:00
292,Hochregallager,Packplatz,2022-07-18 21:13:00,2022-07-18 23:09:00
292,Wareneingang,Hochregallager,2022-07-18 05:18:00,2022-07-18 06:32:00
811,Hochregallager,Packplatz,2022-07-18 14:47:00,2022-07-18 15:18:00
811,Wareneingang,Hochregallager,2022-07-18 12:54:00,2022-07-18 13:53:00
714,Hochregallager,Packplatz,2022-07-18 11:08:00,2022-07-18 13:09:00
714,Wareneingang,Hochregallager,2022-07-17 23:30:00,2022-07-18 02:22:00
557,Hochregallager,Packplatz,2022-07-18 19:45:00,2022-07-18 20:13:00
557,Wareneingang,Hochregallager,2022-07-18 07:15:00,2022-07-18 09:20:00
204,Hochregallager,Packplatz,2022-07-18 12:25:00,2022-07-18 16:15:00
204,Wareneingang,Hochregallager,2022-07-18 09:49:00,2022-07-18 10:13:00
571,Hochregallager,Packplatz,2022-07-18 12:30:00,2022-07-18 15:20:00
571,Wareneingang,Hochregallager,2022-07-17 21:46:00,2022-07-17 21:58:00
539,Hochregallager,Packplatz,2022-07-18 19:03:00,2022-07-18 20:58:00
539,Wareneingang,Hochregallager,2022-07-18 13:29:00,2022-07-18 15:46:00
610,Hochregallager,Packplatz,2022-07-18 18:18:00,2022-07-18 20:45:00
610,Wareneingang,Hochregallager,2022-07-18 08:34:00,2022-07-18 11:41:00
724,Hochregallager,Packplatz,2022-07-18 11:41:00,2022-07-18 14:47:00
724,Wareneingang,Hochregallager,2022-07-18 15:12:00,2022-07-18 17:01:00
882,Hochregallager,Packplatz,2022-07-18 12:37:00,2022-07-18 14:51:00
882,Wareneingang,Hochregallager,2022-07-18 02:54:00,2022-07-18 05:48:00
317,Hochregallager,Packplatz,2022-07-18 16:41:00,2022-07-18 19:50:00
317,Wareneingang,Hochregallager,2022-07-17 23:54:00,2022-07-18 01:21:00
114,Hochregallager,Packplatz,2022-07-18 20:54:00,2022-07-18 21:05:00
114,Wareneingang,Hochregallager,2022-07-18 11:47:00,2022-07-18 12:21:00
573,Hochregallager,Packplatz,2022-07-18 17:57:00,2022-07-18 19:15:00
573,Wareneingang,Hochregallager,2022-07-18 09:57:00,2022-07-18 11:03:00
113,Hochregallager,Packplatz,2022-07-18 20:21:00,2022-07-18 21:21:00
113,Wareneingang,Hochregallager,2022-07-18 13:34:00,2022-07-18 13:41:00
906,Hochregallager,Packplatz,2022-07-18 21:29:00,2022-07-18 23:30:00
906,Wareneingang,Hochregallager,2022-07-18 06:07:00,2022-07-18 09:08:00
706,Hochregallager,Packplatz,2022-07-18 15:57:00,2022-07-18 17:04:00
706,Wareneingang,Hochregallager,2022-07-18 11:03:00,2022-07-18 12:16:00
887,Hochregallager,Packplatz,2022-07-18 14:20:00,2022-07-18 15:53:00
887,Wareneingang,Hochregallager,2022-07-17 07:27:00,2022-07-17 08:31:00
964,Hochregallager,Packplatz,2022-07-18 16:36:00,2022-07-18 17:52:00
964,Wareneingang,Hochregallager,2022-07-18 06:19:00,2022-07-18 09:30:00
337,Hochregallager,Packplatz,2022-07-18 18:51:00,2022-07-18 21:21:00
337,Wareneingang,Hochregallager,2022-07-18 04:59:00,2022-07-18 06:38:00
408,Hochregallager,Packplatz,2022-07-18 13:08:00,2022-07-18 16:30:00
408,Wareneingang,Hochregallager,2022-07-18 10:01:00,2022-07-18 12:43:00
371,Hochregallager,Packplatz,2022-07-18 14:26:00,2022-07-18 16:25:00
371,Wareneingang,Hochregallager,2022-07-18 13:00:00,2022-07-18 14:01:00
412,Hochregallager,Packplatz,2022-07-18 13:56:00,2022-07-18 16:38:00
412,Wareneingang,Hochregallager,2022-07-18 12:35:00,2022-07-18 15:17:00
560,Hochregallager,Packplatz,2022-07-18 14:01:00,2022-07-18 17:20:00
560,Wareneingang,Hochregallager,2022-07-18 06:46:00,2022-07-18 08:26:00
672,Hochregallager,Packplatz,2022-07-18 15:10:00,2022-07-18 18:34:00
672,Wareneingang,Hochregallager,2022-07-18 07:26:00,2022-07-18 10:46:00
972,Hochregallager,Packplatz,2022-07-18 15:09:00,2022-07-18 15:39:00
972,Wareneingang,Hochregallager,2022-07-18 10:27:00,2022-07-18 11:41:00
148,Hochregallager,Packplatz,2022-07-18 10:52:00,2022-07-18 13:23:00
148,Wareneingang,Hochregallager,2022-07-18 07:20:00,2022-07-18 07:35:00
156,Hochregallager,Packplatz,2022-07-18 16:34:00,2022-07-18 18:01:00
156,Wareneingang,Hochregallager,2022-07-17 17:34:00,2022-07-17 21:32:00
239,Hochregallager,Packplatz,2022-07-18 16:40:00,2022-07-18 16:43:00
239,Wareneingang,Hochregallager,2022-07-18 14:56:00,2022-07-18 16:04:00
581,Hochregallager,Packplatz,2022-07-18 14:37:00,2022-07-18 17:10:00
581,Wareneingang,Hochregallager,2022-07-18 12:47:00,2022-07-18 13:17:00
413,Hochregallager,Packplatz,2022-07-18 14:37:00,2022-07-18 17:12:00
413,Wareneingang,Hochregallager,2022-07-18 14:30:00,2022-07-18 17:04:00
654,Hochregallager,Packplatz,2022-07-18 14:39:00,2022-07-18 15:34:00
654,Wareneingang,Hochregallager,2022-07-18 04:34:00,2022-07-18 06:24:00
326,Hochregallager,Packplatz,2022-07-18 09:38:00,2022-07-18 11:52:00
326,Wareneingang,Hochregallager,2022-07-18 12:25:00,2022-07-18 15:49:00
921,Hochregallager,Packplatz,2022-07-18 15:42:00,2022-07-18 18:56:00
921,Wareneingang,Hochregallager,2022-07-18 12:58:00,2022-07-18 13:49:00
909,Hochregallager,Packplatz,2022-07-18 17:33:00,2022-07-18 18:36:00
909,Wareneingang,Hochregallager,2022-07-18 06:24:00,2022-07-18 10:08:00
888,Hochregallager,Packplatz,2022-07-18 14:26:00,2022-07-18 16:36:00
888,Wareneingang,Hochregallager,2022-07-18 00:27:00,2022-07-18 00:35:00
272,Hochregallager,Packplatz,2022-07-18 12:52:00,2022-07-18 16:25:00
272,Wareneingang,Hochregallager,2022-07-18 15:20:00,2022-07-18 15:24:00
206,Hochregallager,Packplatz,2022-07-18 19:35:00,2022-07-18 21:57:00
206,Wareneingang,Hochregallager,2022-07-18 04:45:00,2022-07-18 05:55:00
244,Hochregallager,Packplatz,2022-07-18 13:31:00,2022-07-18 14:27:00
244,Wareneingang,Hochregallager,2022-07-18 06:42:00,2022-07-18 08:42:00
410,Hochregallager,Packplatz,2022-07-18 15:55:00,2022-07-18 17:15:00
410,Wareneingang,Hochregallager,2022-07-18 13:20:00,2022-07-18 15:32:00
867,Hochregallager,Packplatz,2022-07-18 10:43:00,2022-07-18 13:58:00
867,Wareneingang,Hochregallager,2022-07-17 16:27:00,2022-07-17 20:01:00
794,Hochregallager,Packplatz,2022-07-18 14:07:00,2022-07-18 16:51:00
794,Wareneingang,Hochregallager,2022-07-18 11:00:00,2022-07-18 12:12:00
165,Hochregallager,Packplatz,2022-07-18 18:28:00,2022-07-18 18:42:00
165,Wareneingang,Hochregallager,2022-07-18 18:11:00,2022-07-18 18:49:00
425,Hochregallager,Packplatz,2022-07-18 16:39:00,2022-07-18 17:36:00
425,Wareneingang,Hochregallager,2022-07-18 07:18:00,2022-07-18 10:01:00
146,Hochregallager,Packplatz,2022-07-18 16:55:00,2022-07-18 18:16:00
146,Wareneingang,Hochregallager,2022-07-18 08:15:00,2022-07-18 11:50:00
295,Hochregallager,Packplatz,2022-07-18 17:29:00,2022-07-18 20:35:00
295,Wareneingang,Hochregallager,2022-07-18 03:04:00,2022-07-18 05:14:00
829,Hochregallager,Packplatz,2022-07-18 19:04:00,2022-07-18 20:11:00
829,Wareneingang,Hochregallager,2022-07-18 12:15:00,2022-07-18 13:16:00
854,Hochregallager,Packplatz,2022-07-18 13:06:00,2022-07-18 16:19:00
854,Wareneingang,Hochregallager,2022-07-17 20:50:00,2022-07-17 21:58:00
448,Hochregallager,Packplatz,2022-07-18 15:53:00,2022-07-18 15:55:00
448,Wareneingang,Hochregallager,2022-07-18 14:14:00,2022-07-18 16:46:00
194,Hochregallager,Packplatz,2022-07-18 16:41:00,2022-07-18 18:59:00
194,Wareneingang,Hochregallager,2022-07-18 06:14:00,2022-07-18 06:44:00
687,Hochregallager,Packplatz,2022-07-18 13:36:00,2022-07-18 15:01:00
687,Wareneingang,Hochregallager,2022-07-18 18:39:00,2022-07-18 19:43:00
111,Hochregallager,Packplatz,2022-07-18 12:40:00,2022-07-18 16:02:00
111,Wareneingang,Hochregallager,2022-07-18 13:11:00,2022-07-18 16:39:00
930,Hochregallager,Packplatz,2022-07-18 17:29:00,2022-07-18 21:19:00
930,Wareneingang,Hochregallager,2022-07-18 12:31:00,2022-07-18 14:46:00
979,Hochregallager,Packplatz,2022-07-18 15:42:00,2022-07-18 17:38:00
979,Wareneingang,Hochregallager,2022-07-18 16:51:00,2022-07-18 19:01:00
250,Hochregallager,Packplatz,2022-07-18 21:59:00,2022-07-18 22:05:00
250,Wareneingang,Hochregallager,2022-07-18 06:10:00,2022-07-18 07:28:00
182,Hochregallager,Packplatz,2022-07-18 19:07:00,2022-07-18 22:01:00
182,Wareneingang,Hochregallager,2022-07-18 13:18:00,2022-07-18 16:46:00
869,Hochregallager,Packplatz,2022-07-18 15:03:00,2022-07-18 16:43:00
869,Wareneingang,Hochregallager,2022-07-18 06:25:00,2022-07-18 07:18:00
710,Hochregallager,Packplatz,2022-07-18 14:35:00,2022-07-18 17:14:00
710,Wareneingang,Hochregallager,2022-07-18 12:25:00,2022-07-18 15:18:00
536,Hochregallager,Packplatz,2022-07-18 14:19:00,2022-07-18 17:52:00
536,Wareneingang,Hochregallager,2022-07-18 01:56:00,2022-07-18 04:28:00
524,Hochregallager,Packplatz,2022-07-18 14:51:00,2022-07-18 17:35:00
524,Wareneingang,Hochregallager,2022-07-18 10:08:00,2022-07-18 11:47:00
404,Hochregallager,Packplatz,2022-07-18 13:12:00,2022-07-18 15:26:00
404,Wareneingang,Hochregallager,2022-07-18 06:27:00,2022-07-18 07:30:00
378,Hochregallager,Packplatz,2022-07-18 17:54:00,2022-07-18 19:36:00
378,Wareneingang,Hochregallager,2022-07-18 09:49:00,2022-07-18 10:20:00
865,Hochregallager,Packplatz,2022-07-18 15:12:00,2022-07-18 18:17:00
865,Wareneingang,Hochregallager,2022-07-18 13:53:00,2022-07-18 15:32:00
406,Hochregallager,Packplatz,2022-07-18 16:17:00,2022-07-18 19:00:00
406,Wareneingang,Hochregallager,2022-07-18 15:45:00,2022-07-18 19:07:00
941,Hochregallager,Packplatz,2022-07-18 18:03:00,2022-07-18 19:30:00
941,Wareneingang,Hochregallager,2022-07-17 22:47:00,2022-07-18 00:55:00
181,Hochregallager,Packplatz,2022-07-18 14:01:00,2022-07-18 17:26:00
181,Wareneingang,Hochregallager,2022-07-18 10:01:00,2022-07-18 12:47:00
839,Hochregallager,Packplatz,2022-07-18 14:34:00,2022-07-18 17:17:00
839,Wareneingang,Hochregallager,2022-07-18 07:09:00,2022-07-18 10:35:00
508,Hochregallager,Packplatz,2022-07-18 15:38:00,2022-07-18 18:42:00
508,Wareneingang,Hochregallager,2022-07-17 13:49:00,2022-07-17 15:20:00
321,Hochregallager,Packplatz,2022-07-18 17:17:00,2022-07-18 20:00:00
321,Wareneingang,Hochregallager,2022-07-18 10:15:00,2022-07-18 11:54:00
788,Hochregallager,Packplatz,2022-07-18 14:20:00,2022-07-18 16:52:00
788,Wareneingang,Hochregallager,2022-07-18 09:32:00,2022-07-18 12:20:00
525,Hochregallager,Packplatz,2022-07-18 18:51:00,2022-07-18 20:52:00
525,Wareneingang,Hochregallager,2022-07-18 06:23:00,2022-07-18 08:39:00
491,Hochregallager,Packplatz,2022-07-18 22:14:00,2022-07-18 23:08:00
491,Wareneingang,Hochregallager,2022-07-18 06:45:00,2022-07-18 10:28:00
866,Hochregallager,Packplatz,2022-07-18 14:26:00,2022-07-18 17:06:00
866,Wareneingang,Hochregallager,2022-07-18 12:27:00,2022-07-18 14:03:00
907,Hochregallager,Packplatz,2022-07-18 14:42:00,2022-07-18 17:09:00
907,Wareneingang,Hochregallager,2022-07-18 08:23:00,2022-07-18 09:48:00
261,Hochregallager,Packplatz,2022-07-18 17:26:00,2022-07-18 20:33:00
261,Wareneingang,Hochregallager,2022-07-18 13:02:00,2022-07-18 15:24:00
973,Hochregallager,Packplatz,2022-07-18 20:16:00,2022-07-18 22:51:00
973,Wareneingang,Hochregallager,2022-07-17 19:39:00,2022-07-17 22:34:00
438,Hochregallager,Packplatz,2022-07-18 20:41:00,2022-07-18 21:10:00
438,Wareneingang,Hochregallager,2022-07-18 12:48:00,2022-07-18 13:06:00
319,Hochregallager,Packplatz,2022-07-18 17:29:00,2022-07-18 19:31:00
319,Wareneingang,Hochregallager,2022-07-18 09:07:00,2022-07-18 12:30:00
299,Hochregallager,Packplatz,2022-07-18 18:03:00,2022-07-18 18:38:00
299,Wareneingang,Hochregallager,2022-07-18 14:48:00,2022-07-18 18:15:00
461,Hochregallager,Packplatz,2022-07-18 20:22:00,2022-07-18 22:41:00
461,Wareneingang,Hochregallager,2022-07-17 12:35:00,2022-07-17 14:26:00
951,Hochregallager,Packplatz,2022-07-18 13:54:00,2022-07-18 17:18:00
951,Wareneingang,Hochregallager,2022-07-18 17:36:00,2022-07-18 19:51:00
961,Hochregallager,Packplatz,2022-07-18 12:55:00,2022-07-18 13:26:00
961,Wareneingang,Hochregallager,2022-07-18 12:37:00,2022-07-18 16:14:00
897,Hochregallager,Packplatz,2022-07-18 12:51:00,2022-07-18 16:40:00
897,Wareneingang,Hochregallager,2022-07-18 05:37:00,2022-07-18 08:44:00
211,Hochregallager,Packplatz,2022-07-18 14:00:00,2022-07-18 16:50:00
211,Wareneingang,Hochregallager,2022-07-18 08:41:00,2022-07-18 09:20:00
569,Hochregallager,Packplatz,2022-07-18 11:58:00,2022-07-18 14:04:00
569,Wareneingang,Hochregallager,2022-07-18 17:14:00,2022-07-18 17:42:00
891,Hochregallager,Packplatz,2022-07-18 11:34:00,2022-07-18 15:27:00
891,Wareneingang,Hochregallager,2022-07-17 22:25:00,2022-07-18 00:59:00
451,Hochregallager,Packplatz,2022-07-18 16:13:00,2022-07-18 18:43:00
451,Wareneingang,Hochregallager,2022-07-18 09:52:00,2022-07-18 11:15:00
543,Hochregallager,Packplatz,2022-07-18 16:56:00,2022-07-18 20:48:00
543,Wareneingang,Hochregallager,2022-07-18 06:13:00,2022-07-18 06:17:00
940,Hochregallager,Packplatz,2022-07-18 14:08:00,2022-07-18 15:46:00
940,Wareneingang,Hochregallager,2022-07-18 16:27:00,2022-07-18 16:43:00
697,Hochregallager,Packplatz,2022-07-18 15:52:00,2022-07-18 19:28:00
697,Wareneingang,Hochregallager,2022-07-18 05:18:00,2022-07-18 06:57:00
698,Hochregallager,Packplatz,2022-07-18 14:51:00,2022-07-18 17:14:00
698,Wareneingang,Hochregallager,2022-07-18 09:05:00,2022-07-18 11:58:00
338,Hochregallager,Packplatz,2022-07-18 14:13:00,2022-07-18 14:46:00
338,Wareneingang,Hochregallager,2022-07-18 09:08:00,2022-07-18 12:02:00
994,Hochregallager,Packplatz,2022-07-18 16:42:00,2022-07-18 18:32:00
994,Wareneingang,Hochregallager,2022-07-18 15:03:00,2022-07-18 18:37:00
423,Hochregallager,Packplatz,2022-07-18 17:46:00,2022-07-18 19:42:00
423,Wareneingang,Hochregallager,2022-07-17 20:13:00,2022-07-17 21:31:00
347,Hochregallager,Packplatz,2022-07-18 11:50:00,2022-07-18 15:17:00
347,Wareneingang,Hochregallager,2022-07-18 13:01:00,2022-07-18 13:22:00
296,Hochregallager,Packplatz,2022-07-18 15:42:00,2022-07-18 19:05:00
296,Wareneingang,Hochregallager,2022-07-18 15:39:00,2022-07-18 16:54:00
214,Hochregallager,Packplatz,2022-07-18 19:52:00,2022-07-18 20:29:00
214,Wareneingang,Hochregallager,2022-07-18 05:56:00,2022-07-18 06:03:00
517,Hochregallager,Packplatz,2022-07-18 17:33:00,2022-07-18 18:18:00
517,Wareneingang,Hochregallager,2022-07-18 08:34:00,2022-07-18 11:24:00
243,Hochregallager,Packplatz,2022-07-18 21:07:00,2022-07-18 22:26:00
243,Wareneingang,Hochregallager,2022-07-18 15:51:00,2022-07-18 16:05:00
664,Hochregallager,Packplatz,2022-07-18 15:12:00,2022-07-18 18:24:00
664,Wareneingang,Hochregallager,2022-07-18 01:32:00,2022-07-18 01:53:00
158,Hochregallager,Packplatz,2022-07-18 17:03:00,2022-07-18 20:33:00
158,Wareneingang,Hochregallager,2022-07-18 09:01:00,2022-07-18 12:45:00
922,Hochregallager,Packplatz,2022-07-18 18:51:00,2022-07-18 19:57:00
922,Wareneingang,Hochregallager,2022-07-18 10:09:00,2022-07-18 10:55:00
758,Hochregallager,Packplatz,2022-07-18 13:34:00,2022-07-18 17:20:00
758,Wareneingang,Hochregallager,2022-07-18 13:32:00,2022-07-18 14:13:00
293,Hochregallager,Packplatz,2022-07-18 12:42:00,2022-07-18 14:58:00
293,Wareneingang,Hochregallager,2022-07-17 20:40:00,2022-07-17 21:29:00
913,Hochregallager,Packplatz,2022-07-18 21:04:00,2022-07-18 22:24:00
913,Wareneingang,Hochregallager,2022-07-18 03:19:00,2022-07-18 05:02:00
218,Hochregallager,Packplatz,2022-07-18 16:36:00,2022-07-18 19:38:00
218,Wareneingang,Hochregallager,2022-07-18 08:35:00,2022-07-18 10:53:00
526,Hochregallager,Packplatz,2022-07-18 19:04:00,2022-07-18 20:37:00
526,Wareneingang,Hochregallager,2022-07-18 14:14:00,2022-07-18 14:37:00
855,Hochregallager,Packplatz,2022-07-18 18:52:00,2022-07-18 22:29:00
855,Wareneingang,Hochregallager,2022-07-18 03:30:00,2022-07-18 04:37:00
591,Hochregallager,Packplatz,2022-07-18 19:16:00,2022-07-18 20:17:00
591,Wareneingang,Hochregallager,2022-07-18 10:36:00,2022-07-18 11:35:00
481,Hochregallager,Packplatz,2022-07-18 14:56:00,2022-07-18 15:40:00
481,Wareneingang,Hochregallager,2022-07-18 12:31:00,2022-07-18 15:26:00
799,Hochregallager,Packplatz,2022-07-18 19:49:00,2022-07-18 21:42:00
799,Wareneingang,Hochregallager,2022-07-17 20:08:00,2022-07-17 22:42:00
894,Hochregallager,Packplatz,2022-07-18 09:35:00,2022-07-18 13:28:00
894,Wareneingang,Hochregallager,2022-07-18 14:07:00,2022-07-18 14:40:00
533,Hochregallager,Packplatz,2022-07-18 18:27:00,2022-07-18 18:36:00
533,Wareneingang,Hochregallager,2022-07-18 08:33:00,2022-07-18 09:26:00
373,Hochregallager,Packplatz,2022-07-18 15:55:00,2022-07-18 18:16:00
373,Wareneingang,Hochregallager,2022-07-18 13:47:00,2022-07-18 14:19:00
420,Hochregallager,Packplatz,2022-07-18 19:36:00,2022-07-18 20:06:00
420,Wareneingang,Hochregallager,2022-07-18 13:14:00,2022-07-18 14:59:00
743,Hochregallager,Packplatz,2022-07-18 15:37:00,2022-07-18 19:21:00
743,Wareneingang,Hochregallager,2022-07-18 09:08:00,2022-07-18 10:34:00
578,Hochregallager,Packplatz,2022-07-18 17:22:00,2022-07-18 19:52:00
578,Wareneingang,Hochregallager,2022-07-18 07:07:00,2022-07-18 07:20:00
656,Hochregallager,Packplatz,2022-07-18 15:37:00,2022-07-18 17:00:00
656,Wareneingang,Hochregallager,2022-07-18 04:03:00,2022-07-18 05:49:00
550,Hochregallager,Packplatz,2022-07-18 11:25:00,2022-07-18 14:45:00
550,Wareneingang,Hochregallager,2022-07-18 15:08:00,2022-07-18 15:32:00
499,Hochregallager,Packplatz,2022-07-18 14:15:00,2022-07-18 16:35:00
499,Wareneingang,Hochregallager,2022-07-18 14:10:00,2022-07-18 16:46:00
142,Hochregallager,Packplatz,2022-07-18 16:28:00,2022-07-18 20:12:00
142,Wareneingang,Hochregallager,2022-07-17 22:10:00,2022-07-17 23:49:00
626,Hochregallager,Packplatz,2022-07-18 19:01:00,2022-07-18 19:14:00
626,Wareneingang,Hochregallager,2022-07-18 14:59:00,2022-07-18 17:04:00
125,Hochregallager,Packplatz,2022-07-18 10:50:00,2022-07-18 14:04:00
125,Wareneingang,Hochregallager,2022-07-18 09:14:00,2022-07-18 12:06:00
847,Hochregallager,Packplatz,2022-07-18 19:21:00,2022-07-18 19:40:00
847,Wareneingang,Hochregallager,2022-07-18 07:44:00,2022-07-18 10:32:00
269,Hochregallager,Packplatz,2022-07-18 17:50:00,2022-07-18 20:22:00
269,Wareneingang,Hochregallager,2022-07-18 09:35:00,2022-07-18 10:45:00
858,Hochregallager,Packplatz,2022-07-18 15:23:00,2022-07-18 17:44:00
858,Wareneingang,Hochregallager,2022-07-18 15:15:00,2022-07-18 15:49:00
805,Hochregallager,Packplatz,2022-07-18 16:12:00,2022-07-18 19:59:00
805,Wareneingang,Hochregallager,2022-07-17 11:43:00,2022-07-17 13:47:00
648,Hochregallager,Packplatz,2022-07-18 19:31:00,2022-07-18 20:29:00
648,Wareneingang,Hochregallager,2022-07-18 05:40:00,2022-07-18 08:40:00
962,Hochregallager,Packplatz,2022-07-18 14:48:00,2022-07-18 18:03:00
