Auftragsnummer,Versand_ID,Verladestart,Verladeende,Versand_SOLL,Lagereinheit_ID,Packplatz,Packzeitpunkt,Menge,Lagerort_von,Lagerort_nach,Startzeitpunkt,Endzeitpunkt
3687,57,18.07.2022 18:44,18.07.2022 21:13,18.07.2022 19:14,906,Packplatz 05,18.07.2022 18:08,111,Hochregallager,Packplatz,2022-07-18 21:29:00,2022-07-18 23:30:00
3694,53,18.07.2022 21:24,18.07.2022 23:37,18.07.2022 21:54,992,Packplatz 03,18.07.2022 21:22,386,Wareneingang,Hochregallager,2022-07-18 08:45:00,2022-07-18 10:12:00
3694,53,18.07.2022 21:24,18.07.2022 23:37,18.07.2022 21:54,992,Packplatz 03,18.07.2022 21:22,386,Hochregallager,Packplatz,2022-07-18 17:46:00,2022-07-18 20:24:00
3696,90,19.07.2022 01:44,19.07.2022 03:53,19.07.2022 02:14,595,Packplatz 08,18.07.2022 21:58,16,Wareneingang,Hochregallager,2022-07-18 01:11:00,2022-07-18 05:01:00
3696,90,19.07.2022 01:44,19.07.2022 03:53,19.07.2022 02:14,595,Packplatz 08,18.07.2022 21:58,16,Hochregallager,Packplatz,2022-07-18 15:49:00,2022-07-18 19:25:00
3698,34,18.07.2022 20:20,18.07.2022 22:41,18.07.2022 20:50,638,Packplatz 06,18.07.2022 20:18,110,Wareneingang,Hochregallager,2022-07-18 07:15:00,2022-07-18 08:59:00
3698,34,18.07.2022 20:20,18.07.2022 22:41,18.07.2022 20:50,638,Packplatz 06,18.07.2022 20:18,110,Hochregallager,Packplatz,2022-07-18 15:51:00,2022-07-18 18:00:00
3701,85,18.07.2022 22:34,18.07.2022 22:48,18.07.2022 23:04,649,Packplatz 02,18.07.2022 20:24,468,Wareneingang,Hochregallager,2022-07-18 01:40:00,2022-07-18 03:22:00
3701,85,18.07.2022 22:34,18.07.2022 22:48,18.07.2022 23:04,649,Packplatz 02,18.07.2022 20:24,468,Hochregallager,Packplatz,2022-07-18 15:50:00,2022-07-18 19:12:00
3711,53,19.07.2022 00:40,19.07.2022 02:18,19.07.2022 01:10,153,Packplatz 09,18.07.2022 20:53,82,Wareneingang,Hochregallager,2022-07-17 02:08:00,2022-07-17 04:49:00
3711,53,19.07.2022 00:40,19.07.2022 02:18,19.07.2022 01:10,153,Packplatz 09,18.07.2022 20:53,82,Hochregallager,Packplatz,2022-07-18 18:21:00,2022-07-18 19:54:00
3712,49,18.07.2022 23:25,19.07.2022 02:24,18.07.2022 23:55,328,Packplatz 05,18.07.2022 19:49,430,Wareneingang,Hochregallager,2022-07-18 11:54:00,2022-07-18 15:25:00
3712,49,18.07.2022 23:25,19.07.2022 02:24,18.07.2022 23:55,328,Packplatz 05,18.07.2022 19:49,430,Hochregallager,Packplatz,2022-07-18 15:44:00,2022-07-18 19:33:00
3720,70,18.07.2022 21:53,18.07.2022 23:20,18.07.2022 22:23,476,Packplatz 04,18.07.2022 18:09,206,Wareneingang,Hochregallager,2022-07-18 03:12:00,2022-07-18 04:36:00
3720,70,18.07.2022 21:53,18.07.2022 23:20,18.07.2022 22:23,476,Packplatz 04,18.07.2022 18:09,206,Hochregallager,Packplatz,2022-07-18 13:40:00,2022-07-18 15:29:00
3725,45,18.07.2022 22:00,18.07.2022 22:53,18.07.2022 22:30,649,Packplatz 05,18.07.2022 18:04,141,Wareneingang,Hochregallager,2022-07-18 01:40:00,2022-07-18 03:22:00
3725,96,18.07.2022 21:34,18.07.2022 23:24,18.07.2022 22:04,649,Packplatz 05,18.07.2022 18:04,141,Wareneingang,Hochregallager,2022-07-18 01:40:00,2022-07-18 03:22:00
3725,45,18.07.2022 22:00,18.07.2022 22:53,18.07.2022 22:30,748,Packplatz 09,18.07.2022 19:29,256,Wareneingang,Hochregallager,2022-07-18 07:42:00,2022-07-18 10:48:00
3725,96,18.07.2022 21:34,18.07.2022 23:24,18.07.2022 22:04,748,Packplatz 09,18.07.2022 19:29,256,Wareneingang,Hochregallager,2022-07-18 07:42:00,2022-07-18 10:48:00
3725,45,18.07.2022 22:00,18.07.2022 22:53,18.07.2022 22:30,748,Packplatz 09,18.07.2022 19:29,256,Hochregallager,Packplatz,2022-07-18 12:08:00,2022-07-18 13:15:00
3725,96,18.07.2022 21:34,18.07.2022 23:24,18.07.2022 22:04,748,Packplatz 09,18.07.2022 19:29,256,Hochregallager,Packplatz,2022-07-18 12:08:00,2022-07-18 13:15:00
3725,45,18.07.2022 22:00,18.07.2022 22:53,18.07.2022 22:30,649,Packplatz 05,18.07.2022 18:04,141,Hochregallager,Packplatz,2022-07-18 15:50:00,2022-07-18 19:12:00
3725,96,18.07.2022 21:34,18.07.2022 23:24,18.07.2022 22:04,649,Packplatz 05,18.07.2022 18:04,141,Hochregallager,Packplatz,2022-07-18 15:50:00,2022-07-18 19:12:00
3728,48,18.07.2022 23:14,18.07.2022 23:55,18.07.2022 23:44,438,Packplatz 08,18.07.2022 21:57,131,Wareneingang,Hochregallager,2022-07-18 12:48:00,2022-07-18 13:06:00
3728,48,18.07.2022 23:14,18.07.2022 23:55,18.07.2022 23:44,438,Packplatz 08,18.07.2022 21:57,131,Hochregallager,Packplatz,2022-07-18 20:41:00,2022-07-18 21:10:00
3744,94,19.07.2022 02:26,19.07.2022 03:54,19.07.2022 02:56,664,Packplatz 06,19.07.2022 02:14,465,Wareneingang,Hochregallager,2022-07-18 01:32:00,2022-07-18 01:53:00
3744,94,19.07.2022 02:26,19.07.2022 03:54,19.07.2022 02:56,664,Packplatz 06,19.07.2022 02:14,465,Hochregallager,Packplatz,2022-07-18 15:12:00,2022-07-18 18:24:00
3748,87,19.07.2022 00:05,19.07.2022 00:50,19.07.2022 00:35,146,Packplatz 08,18.07.2022 20:38,6,Wareneingang,Hochregallager,2022-07-18 08:15:00,2022-07-18 11:50:00
3748,98,18.07.2022 21:38,18.07.2022 23:13,18.07.2022 22:08,146,Packplatz 08,18.07.2022 20:38,6,Wareneingang,Hochregallager,2022-07-18 08:15:00,2022-07-18 11:50:00
3748,87,19.07.2022 00:05,19.07.2022 00:50,19.07.2022 00:35,577,Packplatz 09,18.07.2022 20:45,175,Wareneingang,Hochregallager,2022-07-18 10:02:00,2022-07-18 13:07:00
3748,98,18.07.2022 21:38,18.07.2022 23:13,18.07.2022 22:08,577,Packplatz 09,18.07.2022 20:45,175,Wareneingang,Hochregallager,2022-07-18 10:02:00,2022-07-18 13:07:00
3748,87,19.07.2022 00:05,19.07.2022 00:50,19.07.2022 00:35,146,Packplatz 08,18.07.2022 20:38,6,Hochregallager,Packplatz,2022-07-18 16:55:00,2022-07-18 18:16:00
3748,98,18.07.2022 21:38,18.07.2022 23:13,18.07.2022 22:08,146,Packplatz 08,18.07.2022 20:38,6,Hochregallager,Packplatz,2022-07-18 16:55:00,2022-07-18 18:16:00
3748,87,19.07.2022 00:05,19.07.2022 00:50,19.07.2022 00:35,577,Packplatz 09,18.07.2022 20:45,175,Hochregallager,Packplatz,2022-07-18 17:00:00,2022-07-18 20:01:00
3748,98,18.07.2022 21:38,18.07.2022 23:13,18.07.2022 22:08,577,Packplatz 09,18.07.2022 20:45,175,Hochregallager,Packplatz,2022-07-18 17:00:00,2022-07-18 20:01:00
3755,97,18.07.2022 22:24,18.07.2022 23:20,18.07.2022 22:54,307,Packplatz 07,18.07.2022 18:42,169,Wareneingang,Hochregallager,2022-07-18 01:27:00,2022-07-18 04:56:00
3755,97,18.07.2022 22:24,18.07.2022 23:20,18.07.2022 22:54,307,Packplatz 07,18.07.2022 18:42,169,Hochregallager,Packplatz,2022-07-18 14:52:00,2022-07-18 15:41:00
3769,52,18.07.2022 23:07,19.07.2022 01:16,18.07.2022 23:37,897,Packplatz 01,18.07.2022 20:11,77,Wareneingang,Hochregallager,2022-07-18 05:37:00,2022-07-18 08:44:00
3769,52,18.07.2022 23:07,19.07.2022 01:16,18.07.2022 23:37,897,Packplatz 01,18.07.2022 20:11,77,Hochregallager,Packplatz,2022-07-18 12:51:00,2022-07-18 16:40:00
3773,43,18.07.2022 20:58,19.07.2022 00:18,18.07.2022 21:28,597,Packplatz 10,18.07.2022 20:15,351,Wareneingang,Hochregallager,2022-07-18 16:08:00,2022-07-18 16:54:00
3773,43,18.07.2022 20:58,19.07.2022 00:18,18.07.2022 21:28,597,Packplatz 10,18.07.2022 20:15,351,Hochregallager,Packplatz,2022-07-18 16:11:00,2022-07-18 16:37:00
3780,20,18.07.2022 23:21,19.07.2022 01:03,18.07.2022 23:51,269,Packplatz 09,18.07.2022 22:46,145,Wareneingang,Hochregallager,2022-07-18 09:35:00,2022-07-18 10:45:00
3780,20,18.07.2022 23:21,19.07.2022 01:03,18.07.2022 23:51,269,Packplatz 09,18.07.2022 22:46,145,Hochregallager,Packplatz,2022-07-18 17:50:00,2022-07-18 20:22:00
3786,38,18.07.2022 21:20,18.07.2022 23:01,18.07.2022 21:50,254,Packplatz 03,18.07.2022 18:47,248,Wareneingang,Hochregallager,2022-07-18 11:14:00,2022-07-18 13:37:00
3786,99,18.07.2022 21:04,19.07.2022 00:07,18.07.2022 21:34,254,Packplatz 03,18.07.2022 18:47,248,Wareneingang,Hochregallager,2022-07-18 11:14:00,2022-07-18 13:37:00
3786,38,18.07.2022 21:20,18.07.2022 23:01,18.07.2022 21:50,471,Packplatz 02,18.07.2022 18:24,418,Wareneingang,Hochregallager,2022-07-18 13:26:00,2022-07-18 15:35:00
3786,99,18.07.2022 21:04,19.07.2022 00:07,18.07.2022 21:34,471,Packplatz 02,18.07.2022 18:24,418,Wareneingang,Hochregallager,2022-07-18 13:26:00,2022-07-18 15:35:00
3786,38,18.07.2022 21:20,18.07.2022 23:01,18.07.2022 21:50,471,Packplatz 02,18.07.2022 18:24,418,Hochregallager,Packplatz,2022-07-18 14:35:00,2022-07-18 16:00:00
3786,99,18.07.2022 21:04,19.07.2022 00:07,18.07.2022 21:34,471,Packplatz 02,18.07.2022 18:24,418,Hochregallager,Packplatz,2022-07-18 14:35:00,2022-07-18 16:00:00
3786,38,18.07.2022 21:20,18.07.2022 23:01,18.07.2022 21:50,254,Packplatz 03,18.07.2022 18:47,248,Hochregallager,Packplatz,2022-07-18 16:08:00,2022-07-18 18:37:00
3786,99,18.07.2022 21:04,19.07.2022 00:07,18.07.2022 21:34,254,Packplatz 03,18.07.2022 18:47,248,Hochregallager,Packplatz,2022-07-18 16:08:00,2022-07-18 18:37:00
3791,58,18.07.2022 21:56,18.07.2022 22:01,18.07.2022 22:26,606,Packplatz 06,18.07.2022 20:53,287,Wareneingang,Hochregallager,2022-07-18 14:30:00,2022-07-18 15:17:00
3791,58,18.07.2022 21:56,18.07.2022 22:01,18.07.2022 22:26,606,Packplatz 06,18.07.2022 20:53,287,Hochregallager,Packplatz,2022-07-18 16:46:00,2022-07-18 18:36:00
3797,58,18.07.2022 22:45,18.07.2022 23:07,18.07.2022 23:15,192,Packplatz 06,18.07.2022 20:52,445,Wareneingang,Hochregallager,2022-07-18 09:11:00,2022-07-18 12:45:00
3797,58,18.07.2022 22:45,18.07.2022 23:07,18.07.2022 23:15,192,Packplatz 06,18.07.2022 20:52,445,Hochregallager,Packplatz,2022-07-18 14:24:00,2022-07-18 17:41:00
3800,87,19.07.2022 02:19,19.07.2022 05:07,19.07.2022 02:49,266,Packplatz 07,19.07.2022 00:48,231,Wareneingang,Hochregallager,2022-07-17 15:29:00,2022-07-17 18:12:00
3800,87,19.07.2022 02:19,19.07.2022 05:07,19.07.2022 02:49,266,Packplatz 07,19.07.2022 00:48,231,Hochregallager,Packplatz,2022-07-18 18:10:00,2022-07-18 21:00:00
3802,99,18.07.2022 23:05,19.07.2022 00:47,18.07.2022 23:35,606,Packplatz 05,18.07.2022 19:35,125,Wareneingang,Hochregallager,2022-07-18 14:30:00,2022-07-18 15:17:00
3802,99,18.07.2022 23:05,19.07.2022 00:47,18.07.2022 23:35,606,Packplatz 05,18.07.2022 19:35,125,Hochregallager,Packplatz,2022-07-18 16:46:00,2022-07-18 18:36:00
3844,15,19.07.2022 00:15,19.07.2022 03:56,19.07.2022 00:45,531,Packplatz 05,18.07.2022 23:35,2,Wareneingang,Hochregallager,2022-07-18 05:25:00,2022-07-18 08:29:00
3844,15,19.07.2022 00:15,19.07.2022 03:56,19.07.2022 00:45,531,Packplatz 05,18.07.2022 23:35,2,Hochregallager,Packplatz,2022-07-18 17:33:00,2022-07-18 19:45:00
3846,56,19.07.2022 00:10,19.07.2022 01:12,19.07.2022 00:40,255,Packplatz 08,18.07.2022 22:56,193,Hochregallager,Packplatz,2022-07-18 16:40:00,2022-07-18 19:58:00
3846,56,19.07.2022 00:10,19.07.2022 01:12,19.07.2022 00:40,255,Packplatz 08,18.07.2022 22:56,193,Wareneingang,Hochregallager,2022-07-18 17:56:00,2022-07-18 18:47:00
3860,27,18.07.2022 21:10,18.07.2022 22:01,18.07.2022 21:40,557,Packplatz 01,18.07.2022 18:35,151,Wareneingang,Hochregallager,2022-07-18 07:15:00,2022-07-18 09:20:00
3860,27,18.07.2022 21:10,18.07.2022 22:01,18.07.2022 21:40,557,Packplatz 01,18.07.2022 18:35,151,Hochregallager,Packplatz,2022-07-18 19:45:00,2022-07-18 20:13:00
3904,91,18.07.2022 23:03,18.07.2022 23:40,18.07.2022 23:33,719,Packplatz 06,18.07.2022 19:03,193,Wareneingang,Hochregallager,2022-07-18 03:12:00,2022-07-18 06:25:00
3904,91,18.07.2022 23:03,18.07.2022 23:40,18.07.2022 23:33,719,Packplatz 06,18.07.2022 19:03,193,Hochregallager,Packplatz,2022-07-18 13:49:00,2022-07-18 15:57:00
3934,52,19.07.2022 01:57,19.07.2022 03:15,19.07.2022 02:27,763,Packplatz 04,18.07.2022 21:59,208,Hochregallager,Packplatz,2022-07-18 10:49:00,2022-07-18 14:12:00
3934,52,19.07.2022 01:57,19.07.2022 03:15,19.07.2022 02:27,763,Packplatz 04,18.07.2022 21:59,208,Wareneingang,Hochregallager,2022-07-18 11:35:00,2022-07-18 14:27:00
3947,13,19.07.2022 00:12,19.07.2022 01:38,19.07.2022 00:42,341,Packplatz 09,18.07.2022 21:31,136,Wareneingang,Hochregallager,2022-07-18 07:14:00,2022-07-18 09:13:00
3947,13,19.07.2022 00:12,19.07.2022 01:38,19.07.2022 00:42,341,Packplatz 09,18.07.2022 21:31,136,Hochregallager,Packplatz,2022-07-18 19:59:00,2022-07-18 20:36:00
3958,99,18.07.2022 20:48,18.07.2022 23:17,18.07.2022 21:18,639,Packplatz 03,18.07.2022 17:40,453,Wareneingang,Hochregallager,2022-07-18 07:04:00,2022-07-18 10:53:00
3958,99,18.07.2022 20:48,18.07.2022 23:17,18.07.2022 21:18,639,Packplatz 03,18.07.2022 17:40,453,Hochregallager,Packplatz,2022-07-18 10:31:00,2022-07-18 14:25:00
3968,91,18.07.2022 22:54,18.07.2022 23:56,18.07.2022 23:24,992,Packplatz 04,18.07.2022 19:55,419,Wareneingang,Hochregallager,2022-07-18 08:45:00,2022-07-18 10:12:00
3968,91,18.07.2022 22:54,18.07.2022 23:56,18.07.2022 23:24,992,Packplatz 04,18.07.2022 19:55,419,Hochregallager,Packplatz,2022-07-18 17:46:00,2022-07-18 20:24:00
3973,72,19.07.2022 00:00,19.07.2022 01:46,19.07.2022 00:30,664,Packplatz 10,18.07.2022 20:27,392,Wareneingang,Hochregallager,2022-07-18 01:32:00,2022-07-18 01:53:00
3973,72,19.07.2022 00:00,19.07.2022 01:46,19.07.2022 00:30,664,Packplatz 10,18.07.2022 20:27,392,Hochregallager,Packplatz,2022-07-18 15:12:00,2022-07-18 18:24:00
3979,63,18.07.2022 19:56,18.07.2022 23:50,18.07.2022 20:26,211,Packplatz 02,18.07.2022 18:53,464,Wareneingang,Hochregallager,2022-07-18 08:41:00,2022-07-18 09:20:00
3979,63,18.07.2022 19:56,18.07.2022 23:50,18.07.2022 20:26,211,Packplatz 02,18.07.2022 18:53,464,Hochregallager,Packplatz,2022-07-18 14:00:00,2022-07-18 16:50:00
3996,49,19.07.2022 01:06,19.07.2022 02:56,19.07.2022 01:36,679,Packplatz 03,18.07.2022 23:28,483,Hochregallager,Packplatz,2022-07-18 13:34:00,2022-07-18 16:45:00
3996,49,19.07.2022 01:06,19.07.2022 02:56,19.07.2022 01:36,679,Packplatz 03,18.07.2022 23:28,483,Wareneingang,Hochregallager,2022-07-18 17:25:00,2022-07-18 18:03:00
3998,32,18.07.2022 20:35,18.07.2022 20:48,18.07.2022 21:05,182,Packplatz 08,18.07.2022 18:59,321,Wareneingang,Hochregallager,2022-07-18 13:18:00,2022-07-18 16:46:00
3998,32,18.07.2022 20:35,18.07.2022 20:48,18.07.2022 21:05,182,Packplatz 08,18.07.2022 18:59,321,Hochregallager,Packplatz,2022-07-18 19:07:00,2022-07-18 22:01:00
4029,36,18.07.2022 22:12,19.07.2022 01:58,18.07.2022 22:42,875,Packplatz 10,18.07.2022 18:42,226,Wareneingang,Hochregallager,2022-07-18 02:57:00,2022-07-18 03:36:00
4029,36,18.07.2022 22:12,19.07.2022 01:58,18.07.2022 22:42,875,Packplatz 10,18.07.2022 18:42,226,Hochregallager,Packplatz,2022-07-18 17:59:00,2022-07-18 19:29:00
4033,79,19.07.2022 00:25,19.07.2022 02:01,19.07.2022 00:55,138,Packplatz 09,18.07.2022 22:48,215,Wareneingang,Hochregallager,2022-07-18 02:47:00,2022-07-18 03:13:00
4033,79,19.07.2022 00:25,19.07.2022 02:01,19.07.2022 00:55,138,Packplatz 09,18.07.2022 22:48,215,Hochregallager,Packplatz,2022-07-18 18:21:00,2022-07-18 20:02:00
4034,42,18.07.2022 22:28,18.07.2022 22:41,18.07.2022 22:58,524,Packplatz 09,18.07.2022 19:01,358,Wareneingang,Hochregallager,2022-07-18 10:08:00,2022-07-18 11:47:00
4034,42,18.07.2022 22:28,18.07.2022 22:41,18.07.2022 22:58,524,Packplatz 09,18.07.2022 19:01,358,Hochregallager,Packplatz,2022-07-18 14:51:00,2022-07-18 17:35:00
4037,17,18.07.2022 22:12,19.07.2022 00:03,18.07.2022 22:42,638,Packplatz 09,18.07.2022 20:55,144,Wareneingang,Hochregallager,2022-07-18 07:15:00,2022-07-18 08:59:00
4037,17,18.07.2022 22:12,19.07.2022 00:03,18.07.2022 22:42,638,Packplatz 09,18.07.2022 20:55,144,Hochregallager,Packplatz,2022-07-18 15:51:00,2022-07-18 18:00:00
4052,42,18.07.2022 19:49,18.07.2022 20:46,18.07.2022 20:19,888,Packplatz 10,18.07.2022 17:58,483,Wareneingang,Hochregallager,2022-07-18 00:27:00,2022-07-18 00:35:00
4052,42,18.07.2022 19:49,18.07.2022 20:46,18.07.2022 20:19,888,Packplatz 10,18.07.2022 17:58,483,Hochregallager,Packplatz,2022-07-18 14:26:00,2022-07-18 16:36:00
4063,64,18.07.2022 20:21,18.07.2022 22:56,18.07.2022 20:51,711,Packplatz 01,18.07.2022 19:40,298,Wareneingang,Hochregallager,2022-07-18 12:29:00,2022-07-18 13:58:00
4063,64,18.07.2022 20:21,18.07.2022 22:56,18.07.2022 20:51,711,Packplatz 01,18.07.2022 19:40,298,Hochregallager,Packplatz,2022-07-18 16:13:00,2022-07-18 19:22:00
4075,13,18.07.2022 22:38,19.07.2022 00:13,18.07.2022 23:08,295,Packplatz 06,18.07.2022 21:12,27,Wareneingang,Hochregallager,2022-07-18 03:04:00,2022-07-18 05:14:00
4075,75,18.07.2022 20:21,18.07.2022 23:50,18.07.2022 20:51,295,Packplatz 06,18.07.2022 21:12,27,Wareneingang,Hochregallager,2022-07-18 03:04:00,2022-07-18 05:14:00
4075,44,19.07.2022 00:05,19.07.2022 03:20,19.07.2022 00:35,295,Packplatz 06,18.07.2022 21:12,27,Wareneingang,Hochregallager,2022-07-18 03:04:00,2022-07-18 05:14:00
4075,13,18.07.2022 22:38,19.07.2022 00:13,18.07.2022 23:08,569,Packplatz 04,18.07.2022 17:21,194,Hochregallager,Packplatz,2022-07-18 11:58:00,2022-07-18 14:04:00
4075,75,18.07.2022 20:21,18.07.2022 23:50,18.07.2022 20:51,569,Packplatz 04,18.07.2022 17:21,194,Hochregallager,Packplatz,2022-07-18 11:58:00,2022-07-18 14:04:00
4075,44,19.07.2022 00:05,19.07.2022 03:20,19.07.2022 00:35,569,Packplatz 04,18.07.2022 17:21,194,Hochregallager,Packplatz,2022-07-18 11:58:00,2022-07-18 14:04:00
4075,13,18.07.2022 22:38,19.07.2022 00:13,18.07.2022 23:08,754,Packplatz 04,18.07.2022 20:28,260,Wareneingang,Hochregallager,2022-07-18 13:13:00,2022-07-18 14:29:00
4075,75,18.07.2022 20:21,18.07.2022 23:50,18.07.2022 20:51,754,Packplatz 04,18.07.2022 20:28,260,Wareneingang,Hochregallager,2022-07-18 13:13:00,2022-07-18 14:29:00
4075,44,19.07.2022 00:05,19.07.2022 03:20,19.07.2022 00:35,754,Packplatz 04,18.07.2022 20:28,260,Wareneingang,Hochregallager,2022-07-18 13:13:00,2022-07-18 14:29:00
4075,13,18.07.2022 22:38,19.07.2022 00:13,18.07.2022 23:08,754,Packplatz 04,18.07.2022 20:28,260,Hochregallager,Packplatz,2022-07-18 16:55:00,2022-07-18 19:33:00
4075,75,18.07.2022 20:21,18.07.2022 23:50,18.07.2022 20:51,754,Packplatz 04,18.07.2022 20:28,260,Hochregallager,Packplatz,2022-07-18 16:55:00,2022-07-18 19:33:00
4075,44,19.07.2022 00:05,19.07.2022 03:20,19.07.2022 00:35,754,Packplatz 04,18.07.2022 20:28,260,Hochregallager,Packplatz,2022-07-18 16:55:00,2022-07-18 19:33:00
4075,13,18.07.2022 22:38,19.07.2022 00:13,18.07.2022 23:08,569,Packplatz 04,18.07.2022 17:21,194,Wareneingang,Hochregallager,2022-07-18 17:14:00,2022-07-18 17:42:00
4075,75,18.07.2022 20:21,18.07.2022 23:50,18.07.2022 20:51,569,Packplatz 04,18.07.2022 17:21,194,Wareneingang,Hochregallager,2022-07-18 17:14:00,2022-07-18 17:42:00
4075,44,19.07.2022 00:05,19.07.2022 03:20,19.07.2022 00:35,569,Packplatz 04,18.07.2022 17:21,194,Wareneingang,Hochregallager,2022-07-18 17:14:00,2022-07-18 17:42:00
4075,13,18.07.2022 22:38,19.07.2022 00:13,18.07.2022 23:08,295,Packplatz 06,18.07.2022 21:12,27,Hochregallager,Packplatz,2022-07-18 17:29:00,2022-07-18 20:35:00
4075,75,18.07.2022 20:21,18.07.2022 23:50,18.07.2022 20:51,295,Packplatz 06,18.07.2022 21:12,27,Hochregallager,Packplatz,2022-07-18 17:29:00,2022-07-18 20:35:00
4075,44,19.07.2022 00:05,19.07.2022 03:20,19.07.2022 00:35,295,Packplatz 06,18.07.2022 21:12,27,Hochregallager,Packplatz,2022-07-18 17:29:00,2022-07-18 20:35:00
4089,39,18.07.2022 21:26,19.07.2022 00:16,18.07.2022 21:56,882,Packplatz 03,18.07.2022 17:52,346,Wareneingang,Hochregallager,2022-07-18 02:54:00,2022-07-18 05:48:00
4089,39,18.07.2022 21:26,19.07.2022 00:16,18.07.2022 21:56,882,Packplatz 03,18.07.2022 17:52,346,Hochregallager,Packplatz,2022-07-18 12:37:00,2022-07-18 14:51:00
4094,98,19.07.2022 01:56,19.07.2022 03:45,19.07.2022 02:26,986,Packplatz 07,19.07.2022 01:37,158,Wareneingang,Hochregallager,2022-07-18 07:39:00,2022-07-18 09:20:00
4094,98,19.07.2022 01:56,19.07.2022 03:45,19.07.2022 02:26,986,Packplatz 07,19.07.2022 01:37,158,Hochregallager,Packplatz,2022-07-18 15:55:00,2022-07-18 19:33:00
4096,33,18.07.2022 22:56,19.07.2022 02:48,18.07.2022 23:26,384,Packplatz 06,18.07.2022 21:49,227,Wareneingang,Hochregallager,2022-07-18 14:47:00,2022-07-18 18:16:00
4096,33,18.07.2022 22:56,19.07.2022 02:48,18.07.2022 23:26,384,Packplatz 06,18.07.2022 21:49,227,Hochregallager,Packplatz,2022-07-18 17:05:00,2022-07-18 18:06:00
4099,45,18.07.2022 23:47,19.07.2022 03:26,19.07.2022 00:17,955,Packplatz 06,18.07.2022 22:37,136,Wareneingang,Hochregallager,2022-07-18 11:44:00,2022-07-18 12:42:00
4099,45,18.07.2022 23:47,19.07.2022 03:26,19.07.2022 00:17,955,Packplatz 06,18.07.2022 22:37,136,Hochregallager,Packplatz,2022-07-18 15:47:00,2022-07-18 18:37:00
4102,70,18.07.2022 23:16,19.07.2022 00:12,18.07.2022 23:46,762,Packplatz 06,18.07.2022 21:03,128,Wareneingang,Hochregallager,2022-07-17 15:00:00,2022-07-17 15:58:00
4102,90,18.07.2022 22:41,18.07.2022 23:18,18.07.2022 23:11,762,Packplatz 06,18.07.2022 21:03,128,Wareneingang,Hochregallager,2022-07-17 15:00:00,2022-07-17 15:58:00
4102,70,18.07.2022 23:16,19.07.2022 00:12,18.07.2022 23:46,706,Packplatz 04,18.07.2022 19:30,249,Wareneingang,Hochregallager,2022-07-18 11:03:00,2022-07-18 12:16:00
4102,90,18.07.2022 22:41,18.07.2022 23:18,18.07.2022 23:11,706,Packplatz 04,18.07.2022 19:30,249,Wareneingang,Hochregallager,2022-07-18 11:03:00,2022-07-18 12:16:00
4102,70,18.07.2022 23:16,19.07.2022 00:12,18.07.2022 23:46,762,Packplatz 06,18.07.2022 21:03,128,Hochregallager,Packplatz,2022-07-18 13:58:00,2022-07-18 17:56:00
4102,90,18.07.2022 22:41,18.07.2022 23:18,18.07.2022 23:11,762,Packplatz 06,18.07.2022 21:03,128,Hochregallager,Packplatz,2022-07-18 13:58:00,2022-07-18 17:56:00
4102,70,18.07.2022 23:16,19.07.2022 00:12,18.07.2022 23:46,706,Packplatz 04,18.07.2022 19:30,249,Hochregallager,Packplatz,2022-07-18 15:57:00,2022-07-18 17:04:00
4102,90,18.07.2022 22:41,18.07.2022 23:18,18.07.2022 23:11,706,Packplatz 04,18.07.2022 19:30,249,Hochregallager,Packplatz,2022-07-18 15:57:00,2022-07-18 17:04:00
4107,46,19.07.2022 00:52,19.07.2022 01:34,19.07.2022 01:22,610,Packplatz 09,18.07.2022 21:09,158,Wareneingang,Hochregallager,2022-07-18 08:34:00,2022-07-18 11:41:00
4107,46,19.07.2022 00:52,19.07.2022 01:34,19.07.2022 01:22,610,Packplatz 09,18.07.2022 21:09,158,Hochregallager,Packplatz,2022-07-18 18:18:00,2022-07-18 20:45:00
4128,16,18.07.2022 20:54,19.07.2022 00:36,18.07.2022 21:24,494,Packplatz 09,18.07.2022 18:12,330,Wareneingang,Hochregallager,2022-07-18 09:34:00,2022-07-18 11:48:00
4128,16,18.07.2022 20:54,19.07.2022 00:36,18.07.2022 21:24,494,Packplatz 09,18.07.2022 18:12,330,Hochregallager,Packplatz,2022-07-18 13:58:00,2022-07-18 16:15:00
4129,34,18.07.2022 23:39,19.07.2022 03:27,19.07.2022 00:09,391,Packplatz 08,18.07.2022 20:44,457,Wareneingang,Hochregallager,2022-07-18 08:59:00,2022-07-18 12:47:00
4129,34,18.07.2022 23:39,19.07.2022 03:27,19.07.2022 00:09,391,Packplatz 08,18.07.2022 20:44,457,Hochregallager,Packplatz,2022-07-18 16:24:00,2022-07-18 19:22:00
4130,81,18.07.2022 21:53,18.07.2022 22:48,18.07.2022 22:23,796,Packplatz 01,18.07.2022 18:02,187,Wareneingang,Hochregallager,2022-07-18 06:37:00,2022-07-18 08:30:00
4130,81,18.07.2022 21:53,18.07.2022 22:48,18.07.2022 22:23,796,Packplatz 01,18.07.2022 18:02,187,Hochregallager,Packplatz,2022-07-18 13:00:00,2022-07-18 14:59:00
4135,26,19.07.2022 00:11,19.07.2022 02:02,19.07.2022 00:41,975,Packplatz 08,19.07.2022 00:05,408,Wareneingang,Hochregallager,2022-07-18 01:15:00,2022-07-18 02:38:00
