case_id,process_activity,Auftragsnummer,Versand_ID,Verladestart,Verladeende,Versand_SOLL,Lagereinheit_ID,Packplatz,Packzeitpunkt,Menge,Lagerort_von,Lagerort_nach,Startzeitpunkt,Endzeitpunkt,Verspaetung,Lagerort
2953_411_86,Waren lagern,2953,86,26.04.2022 15:38,26.04.2022 19:15,26.04.2022 16:08,411,Packplatz 07,26.04.2022 12:21,499,Hochregallager,Hochregallager,2022-04-26 15:50:00,2022-04-26 09:39:00,True,Hochregallager
2953_411_86,Waren kommissionieren,2953,86,26.04.2022 15:38,26.04.2022 19:15,26.04.2022 16:08,411,Packplatz 07,26.04.2022 12:21,499,Hochregallager,Packplatz,2022-04-26 12:08:00,???,True,Packplatz
2995_611_36,Ware vereinnahmen,2995,36,26.04.2022 18:19,26.04.2022 18:27,26.04.2022 18:49,611,Packplatz 03,26.04.2022 16:39,230,Wareneingang,Hochregallager,??? ,2022-04-26 01:55:00,False,Wareneingang
2995_611_36,Waren lagern,2995,36,26.04.2022 18:19,26.04.2022 18:27,26.04.2022 18:49,611,Packplatz 03,26.04.2022 16:39,230,Hochregallager,Hochregallager,2022-04-26 03:04:00,2022-04-26 09:46:00,False,Hochregallager
2995_611_36,Waren kommissionieren,2995,36,26.04.2022 18:19,26.04.2022 18:27,26.04.2022 18:49,611,Packplatz 03,26.04.2022 16:39,230,Hochregallager,Packplatz,2022-04-26 13:41:00,???,False,Packplatz
3031_225_48,Ware vereinnahmen,3031,48,26.04.2022 16:40,26.04.2022 18:25,26.04.2022 17:10,225,Packplatz 08,26.04.2022 12:58,364,Wareneingang,Hochregallager,??? ,2022-04-26 04:14:00,True,Wareneingang
3031_225_48,Waren lagern,3031,48,26.04.2022 16:40,26.04.2022 18:25,26.04.2022 17:10,225,Packplatz 08,26.04.2022 12:58,364,Hochregallager,Hochregallager,2022-04-26 07:34:00,2022-04-26 10:57:00,True,Hochregallager
3031_225_48,Waren kommissionieren,3031,48,26.04.2022 16:40,26.04.2022 18:25,26.04.2022 17:10,225,Packplatz 08,26.04.2022 12:58,364,Hochregallager,Packplatz,2022-04-26 13:10:00,???,True,Packplatz
3034_258_22,Ware vereinnahmen,3034,22,26.04.2022 18:22,26.04.2022 20:36,26.04.2022 18:52,258,Packplatz 07,26.04.2022 16:17,424,Wareneingang,Hochregallager,??? ,2022-04-26 06:53:00,True,Wareneingang
3034_258_22,Waren lagern,3034,22,26.04.2022 18:22,26.04.2022 20:36,26.04.2022 18:52,258,Packplatz 07,26.04.2022 16:17,424,Hochregallager,Hochregallager,2022-04-26 07:42:00,2022-04-26 13:03:00,True,Hochregallager
3034_258_22,Waren kommissionieren,3034,22,26.04.2022 18:22,26.04.2022 20:36,26.04.2022 18:52,258,Packplatz 07,26.04.2022 16:17,424,Hochregallager,Packplatz,2022-04-26 13:18:00,???,True,Packplatz
3038_458_33,Ware vereinnahmen,3038,33,26.04.2022 18:37,26.04.2022 19:10,26.04.2022 19:07,458,Packplatz 10,26.04.2022 16:19,193,Wareneingang,Hochregallager,??? ,2022-04-25 22:41:00,True,Wareneingang
3038_458_33,Waren lagern,3038,33,26.04.2022 18:37,26.04.2022 19:10,26.04.2022 19:07,458,Packplatz 10,26.04.2022 16:19,193,Hochregallager,Hochregallager,2022-04-26 01:48:00,2022-04-26 11:18:00,True,Hochregallager
3038_458_33,Waren kommissionieren,3038,33,26.04.2022 18:37,26.04.2022 19:10,26.04.2022 19:07,458,Packplatz 10,26.04.2022 16:19,193,Hochregallager,Packplatz,2022-04-26 12:47:00,???,True,Packplatz
3054_763_13,Ware vereinnahmen,3054,13,26.04.2022 18:44,26.04.2022 22:26,26.04.2022 19:14,763,Packplatz 10,26.04.2022 16:11,170,Wareneingang,Hochregallager,??? ,2022-04-26 11:01:00,True,Wareneingang
3054_763_13,Waren lagern,3054,13,26.04.2022 18:44,26.04.2022 22:26,26.04.2022 19:14,763,Packplatz 10,26.04.2022 16:11,170,Hochregallager,Hochregallager,2022-04-26 11:38:00,2022-04-26 12:53:00,True,Hochregallager
3054_763_13,Waren kommissionieren,3054,13,26.04.2022 18:44,26.04.2022 22:26,26.04.2022 19:14,763,Packplatz 10,26.04.2022 16:11,170,Hochregallager,Packplatz,2022-04-26 15:07:00,???,True,Packplatz
3055_763_58,Ware vereinnahmen,3055,58,26.04.2022 17:26,26.04.2022 20:43,26.04.2022 17:56,763,Packplatz 07,26.04.2022 15:50,367,Wareneingang,Hochregallager,??? ,2022-04-26 11:01:00,True,Wareneingang
3055_763_58,Waren lagern,3055,58,26.04.2022 17:26,26.04.2022 20:43,26.04.2022 17:56,763,Packplatz 07,26.04.2022 15:50,367,Hochregallager,Hochregallager,2022-04-26 11:38:00,2022-04-26 12:53:00,True,Hochregallager
3055_763_58,Waren kommissionieren,3055,58,26.04.2022 17:26,26.04.2022 20:43,26.04.2022 17:56,763,Packplatz 07,26.04.2022 15:50,367,Hochregallager,Packplatz,2022-04-26 15:07:00,???,True,Packplatz
3069_464_14,Ware vereinnahmen,3069,14,26.04.2022 20:04,26.04.2022 21:16,26.04.2022 20:34,464,Packplatz 04,26.04.2022 18:44,146,Wareneingang,Hochregallager,??? ,2022-04-26 09:08:00,True,Wareneingang
3069_464_14,Waren lagern,3069,14,26.04.2022 20:04,26.04.2022 21:16,26.04.2022 20:34,464,Packplatz 04,26.04.2022 18:44,146,Hochregallager,Hochregallager,2022-04-26 11:55:00,2022-04-26 12:09:00,True,Hochregallager
3069_464_14,Waren kommissionieren,3069,14,26.04.2022 20:04,26.04.2022 21:16,26.04.2022 20:34,464,Packplatz 04,26.04.2022 18:44,146,Hochregallager,Packplatz,2022-04-26 14:21:00,???,True,Packplatz
3079_867_67,Ware vereinnahmen,3079,67,26.04.2022 20:32,26.04.2022 23:33,26.04.2022 21:02,867,Packplatz 07,26.04.2022 16:48,449,Wareneingang,Hochregallager,??? ,2022-04-24 23:33:00,True,Wareneingang
3079_867_67,Waren lagern,3079,67,26.04.2022 20:32,26.04.2022 23:33,26.04.2022 21:02,867,Packplatz 07,26.04.2022 16:48,449,Hochregallager,Hochregallager,2022-04-25 02:31:00,2022-04-26 12:43:00,True,Hochregallager
3079_867_67,Waren kommissionieren,3079,67,26.04.2022 20:32,26.04.2022 23:33,26.04.2022 21:02,867,Packplatz 07,26.04.2022 16:48,449,Hochregallager,Packplatz,2022-04-26 14:48:00,???,True,Packplatz
3098_626_29,Ware vereinnahmen,3098,29,26.04.2022 19:36,26.04.2022 20:08,26.04.2022 20:06,626,Packplatz 10,26.04.2022 17:57,262,Wareneingang,Hochregallager,??? ,2022-04-26 13:24:00,True,Wareneingang
3098_626_29,Waren lagern,3098,29,26.04.2022 19:36,26.04.2022 20:08,26.04.2022 20:06,626,Packplatz 10,26.04.2022 17:57,262,Hochregallager,Hochregallager,2022-04-26 13:58:00,2022-04-26 10:54:00,True,Hochregallager
3098_626_29,Waren kommissionieren,3098,29,26.04.2022 19:36,26.04.2022 20:08,26.04.2022 20:06,626,Packplatz 10,26.04.2022 17:57,262,Hochregallager,Packplatz,2022-04-26 14:39:00,???,True,Packplatz
3100_298_79,Ware vereinnahmen,3100,79,26.04.2022 19:53,26.04.2022 20:05,26.04.2022 20:23,298,Packplatz 08,26.04.2022 15:25,32,Wareneingang,Hochregallager,??? ,2022-04-26 01:55:00,False,Wareneingang
3100_298_79,Waren lagern,3100,79,26.04.2022 19:53,26.04.2022 20:05,26.04.2022 20:23,298,Packplatz 08,26.04.2022 15:25,32,Hochregallager,Hochregallager,2022-04-26 03:16:00,2022-04-26 06:52:00,False,Hochregallager
3100_298_79,Waren kommissionieren,3100,79,26.04.2022 19:53,26.04.2022 20:05,26.04.2022 20:23,298,Packplatz 08,26.04.2022 15:25,32,Hochregallager,Packplatz,2022-04-26 08:15:00,???,False,Packplatz
3100_298_97,Ware vereinnahmen,3100,97,26.04.2022 18:00,26.04.2022 19:48,26.04.2022 18:30,298,Packplatz 08,26.04.2022 15:25,32,Wareneingang,Hochregallager,??? ,2022-04-26 01:55:00,True,Wareneingang
3100_298_97,Waren lagern,3100,97,26.04.2022 18:00,26.04.2022 19:48,26.04.2022 18:30,298,Packplatz 08,26.04.2022 15:25,32,Hochregallager,Hochregallager,2022-04-26 03:16:00,2022-04-26 06:52:00,True,Hochregallager
3100_298_97,Waren kommissionieren,3100,97,26.04.2022 18:00,26.04.2022 19:48,26.04.2022 18:30,298,Packplatz 08,26.04.2022 15:25,32,Hochregallager,Packplatz,2022-04-26 08:15:00,???,True,Packplatz
3100_892_79,Ware vereinnahmen,3100,79,26.04.2022 19:53,26.04.2022 20:05,26.04.2022 20:23,892,Packplatz 06,26.04.2022 17:51,415,Wareneingang,Hochregallager,??? ,2022-04-26 08:58:00,False,Wareneingang
3100_892_79,Waren lagern,3100,79,26.04.2022 19:53,26.04.2022 20:05,26.04.2022 20:23,892,Packplatz 06,26.04.2022 17:51,415,Hochregallager,Hochregallager,2022-04-26 12:50:00,2022-04-26 13:27:00,False,Hochregallager
3100_892_79,Waren kommissionieren,3100,79,26.04.2022 19:53,26.04.2022 20:05,26.04.2022 20:23,892,Packplatz 06,26.04.2022 17:51,415,Hochregallager,Packplatz,2022-04-26 16:31:00,???,False,Packplatz
3100_892_97,Ware vereinnahmen,3100,97,26.04.2022 18:00,26.04.2022 19:48,26.04.2022 18:30,892,Packplatz 06,26.04.2022 17:51,415,Wareneingang,Hochregallager,??? ,2022-04-26 08:58:00,True,Wareneingang
3100_892_97,Waren lagern,3100,97,26.04.2022 18:00,26.04.2022 19:48,26.04.2022 18:30,892,Packplatz 06,26.04.2022 17:51,415,Hochregallager,Hochregallager,2022-04-26 12:50:00,2022-04-26 13:27:00,True,Hochregallager
3100_892_97,Waren kommissionieren,3100,97,26.04.2022 18:00,26.04.2022 19:48,26.04.2022 18:30,892,Packplatz 06,26.04.2022 17:51,415,Hochregallager,Packplatz,2022-04-26 16:31:00,???,True,Packplatz
3103_351_80,Ware vereinnahmen,3103,80,26.04.2022 13:58,26.04.2022 16:13,26.04.2022 14:28,351,Packplatz 08,26.04.2022 13:30,385,Wareneingang,Hochregallager,??? ,2022-04-26 03:06:00,True,Wareneingang
3103_351_80,Waren lagern,3103,80,26.04.2022 13:58,26.04.2022 16:13,26.04.2022 14:28,351,Packplatz 08,26.04.2022 13:30,385,Hochregallager,Hochregallager,2022-04-26 05:25:00,2022-04-26 13:16:00,True,Hochregallager
3103_351_80,Waren kommissionieren,3103,80,26.04.2022 13:58,26.04.2022 16:13,26.04.2022 14:28,351,Packplatz 08,26.04.2022 13:30,385,Hochregallager,Packplatz,2022-04-26 17:10:00,???,True,Packplatz
3106_177_47,Ware vereinnahmen,3106,47,26.04.2022 15:22,26.04.2022 18:02,26.04.2022 15:52,177,Packplatz 10,26.04.2022 14:26,130,Wareneingang,Hochregallager,??? ,2022-04-26 08:33:00,True,Wareneingang
3106_177_47,Waren lagern,3106,47,26.04.2022 15:22,26.04.2022 18:02,26.04.2022 15:52,177,Packplatz 10,26.04.2022 14:26,130,Hochregallager,Hochregallager,2022-04-26 11:30:00,2022-04-26 09:21:00,True,Hochregallager
3106_177_47,Waren kommissionieren,3106,47,26.04.2022 15:22,26.04.2022 18:02,26.04.2022 15:52,177,Packplatz 10,26.04.2022 14:26,130,Hochregallager,Packplatz,2022-04-26 11:33:00,???,True,Packplatz
3106_177_48,Ware vereinnahmen,3106,48,26.04.2022 18:44,26.04.2022 20:00,26.04.2022 19:14,177,Packplatz 10,26.04.2022 14:26,130,Wareneingang,Hochregallager,??? ,2022-04-26 08:33:00,True,Wareneingang
3106_177_48,Waren lagern,3106,48,26.04.2022 18:44,26.04.2022 20:00,26.04.2022 19:14,177,Packplatz 10,26.04.2022 14:26,130,Hochregallager,Hochregallager,2022-04-26 11:30:00,2022-04-26 09:21:00,True,Hochregallager
3106_177_48,Waren kommissionieren,3106,48,26.04.2022 18:44,26.04.2022 20:00,26.04.2022 19:14,177,Packplatz 10,26.04.2022 14:26,130,Hochregallager,Packplatz,2022-04-26 11:33:00,???,True,Packplatz
3106_952_47,Ware vereinnahmen,3106,47,26.04.2022 15:22,26.04.2022 18:02,26.04.2022 15:52,952,Packplatz 08,26.04.2022 16:26,251,Wareneingang,Hochregallager,??? ,2022-04-26 10:45:00,True,Wareneingang
3106_952_47,Waren lagern,3106,47,26.04.2022 15:22,26.04.2022 18:02,26.04.2022 15:52,952,Packplatz 08,26.04.2022 16:26,251,Hochregallager,Hochregallager,2022-04-26 13:08:00,2022-04-26 15:33:00,True,Hochregallager
3106_952_47,Waren kommissionieren,3106,47,26.04.2022 15:22,26.04.2022 18:02,26.04.2022 15:52,952,Packplatz 08,26.04.2022 16:26,251,Hochregallager,Packplatz,2022-04-26 18:17:00,???,True,Packplatz
3106_952_48,Ware vereinnahmen,3106,48,26.04.2022 18:44,26.04.2022 20:00,26.04.2022 19:14,952,Packplatz 08,26.04.2022 16:26,251,Wareneingang,Hochregallager,??? ,2022-04-26 10:45:00,True,Wareneingang
3106_952_48,Waren lagern,3106,48,26.04.2022 18:44,26.04.2022 20:00,26.04.2022 19:14,952,Packplatz 08,26.04.2022 16:26,251,Hochregallager,Hochregallager,2022-04-26 13:08:00,2022-04-26 15:33:00,True,Hochregallager
3106_952_48,Waren kommissionieren,3106,48,26.04.2022 18:44,26.04.2022 20:00,26.04.2022 19:14,952,Packplatz 08,26.04.2022 16:26,251,Hochregallager,Packplatz,2022-04-26 18:17:00,???,True,Packplatz
3117_361_19,Ware vereinnahmen,3117,19,26.04.2022 20:30,26.04.2022 23:33,26.04.2022 21:00,361,Packplatz 10,26.04.2022 18:48,201,Wareneingang,Hochregallager,??? ,2022-04-26 09:27:00,True,Wareneingang
3117_361_19,Waren lagern,3117,19,26.04.2022 20:30,26.04.2022 23:33,26.04.2022 21:00,361,Packplatz 10,26.04.2022 18:48,201,Hochregallager,Hochregallager,2022-04-26 11:08:00,2022-04-26 17:23:00,True,Hochregallager
3117_361_19,Waren kommissionieren,3117,19,26.04.2022 20:30,26.04.2022 23:33,26.04.2022 21:00,361,Packplatz 10,26.04.2022 18:48,201,Hochregallager,Packplatz,2022-04-26 17:27:00,???,True,Packplatz
3146_415_78,Ware vereinnahmen,3146,78,26.04.2022 22:08,27.04.2022 01:44,26.04.2022 22:38,415,Packplatz 02,26.04.2022 18:59,487,Wareneingang,Hochregallager,??? ,2022-04-26 03:32:00,True,Wareneingang
3146_415_78,Waren lagern,3146,78,26.04.2022 22:08,27.04.2022 01:44,26.04.2022 22:38,415,Packplatz 02,26.04.2022 18:59,487,Hochregallager,Hochregallager,2022-04-26 06:28:00,2022-04-26 14:08:00,True,Hochregallager
3146_415_78,Waren kommissionieren,3146,78,26.04.2022 22:08,27.04.2022 01:44,26.04.2022 22:38,415,Packplatz 02,26.04.2022 18:59,487,Hochregallager,Packplatz,2022-04-26 16:36:00,???,True,Packplatz
3160_358_64,Ware vereinnahmen,3160,64,26.04.2022 14:46,26.04.2022 18:30,26.04.2022 15:16,358,Packplatz 01,26.04.2022 17:29,111,Wareneingang,Hochregallager,??? ,2022-04-25 23:31:00,True,Wareneingang
3160_358_64,Waren lagern,3160,64,26.04.2022 14:46,26.04.2022 18:30,26.04.2022 15:16,358,Packplatz 01,26.04.2022 17:29,111,Hochregallager,Hochregallager,2022-04-26 02:00:00,2022-04-26 10:01:00,True,Hochregallager
3160_358_64,Waren kommissionieren,3160,64,26.04.2022 14:46,26.04.2022 18:30,26.04.2022 15:16,358,Packplatz 01,26.04.2022 17:29,111,Hochregallager,Packplatz,2022-04-26 10:17:00,???,True,Packplatz
3160_358_65,Ware vereinnahmen,3160,65,26.04.2022 19:00,26.04.2022 20:20,26.04.2022 19:30,358,Packplatz 01,26.04.2022 17:29,111,Wareneingang,Hochregallager,??? ,2022-04-25 23:31:00,True,Wareneingang
3160_358_65,Waren lagern,3160,65,26.04.2022 19:00,26.04.2022 20:20,26.04.2022 19:30,358,Packplatz 01,26.04.2022 17:29,111,Hochregallager,Hochregallager,2022-04-26 02:00:00,2022-04-26 10:01:00,True,Hochregallager
3160_358_65,Waren kommissionieren,3160,65,26.04.2022 19:00,26.04.2022 20:20,26.04.2022 19:30,358,Packplatz 01,26.04.2022 17:29,111,Hochregallager,Packplatz,2022-04-26 10:17:00,???,True,Packplatz
3160_674_64,Ware vereinnahmen,3160,64,26.04.2022 14:46,26.04.2022 18:30,26.04.2022 15:16,674,Packplatz 07,26.04.2022 13:53,325,Wareneingang,Hochregallager,??? ,2022-04-26 00:22:00,True,Wareneingang
3160_674_64,Waren lagern,3160,64,26.04.2022 14:46,26.04.2022 18:30,26.04.2022 15:16,674,Packplatz 07,26.04.2022 13:53,325,Hochregallager,Hochregallager,2022-04-26 01:55:00,2022-04-26 08:11:00,True,Hochregallager
3160_674_64,Waren kommissionieren,3160,64,26.04.2022 14:46,26.04.2022 18:30,26.04.2022 15:16,674,Packplatz 07,26.04.2022 13:53,325,Hochregallager,Packplatz,2022-04-26 12:10:00,???,True,Packplatz
3160_674_65,Ware vereinnahmen,3160,65,26.04.2022 19:00,26.04.2022 20:20,26.04.2022 19:30,674,Packplatz 07,26.04.2022 13:53,325,Wareneingang,Hochregallager,??? ,2022-04-26 00:22:00,True,Wareneingang
3160_674_65,Waren lagern,3160,65,26.04.2022 19:00,26.04.2022 20:20,26.04.2022 19:30,674,Packplatz 07,26.04.2022 13:53,325,Hochregallager,Hochregallager,2022-04-26 01:55:00,2022-04-26 08:11:00,True,Hochregallager
3160_674_65,Waren kommissionieren,3160,65,26.04.2022 19:00,26.04.2022 20:20,26.04.2022 19:30,674,Packplatz 07,26.04.2022 13:53,325,Hochregallager,Packplatz,2022-04-26 12:10:00,???,True,Packplatz
3172_836_41,Ware vereinnahmen,3172,41,26.04.2022 22:18,27.04.2022 00:19,26.04.2022 22:48,836,Packplatz 09,26.04.2022 19:31,213,Wareneingang,Hochregallager,??? ,2022-04-25 04:50:00,True,Wareneingang
3172_836_41,Waren lagern,3172,41,26.04.2022 22:18,27.04.2022 00:19,26.04.2022 22:48,836,Packplatz 09,26.04.2022 19:31,213,Hochregallager,Hochregallager,2022-04-25 05:25:00,2022-04-26 13:55:00,True,Hochregallager
3172_836_41,Waren kommissionieren,3172,41,26.04.2022 22:18,27.04.2022 00:19,26.04.2022 22:48,836,Packplatz 09,26.04.2022 19:31,213,Hochregallager,Packplatz,2022-04-26 17:12:00,???,True,Packplatz
3181_463_30,Ware vereinnahmen,3181,30,26.04.2022 18:41,26.04.2022 21:19,26.04.2022 19:11,463,Packplatz 02,26.04.2022 16:41,62,Wareneingang,Hochregallager,??? ,2022-04-25 21:23:00,True,Wareneingang
3181_463_30,Waren lagern,3181,30,26.04.2022 18:41,26.04.2022 21:19,26.04.2022 19:11,463,Packplatz 02,26.04.2022 16:41,62,Hochregallager,Hochregallager,2022-04-25 22:56:00,2022-04-26 13:12:00,True,Hochregallager
3181_463_30,Waren kommissionieren,3181,30,26.04.2022 18:41,26.04.2022 21:19,26.04.2022 19:11,463,Packplatz 02,26.04.2022 16:41,62,Hochregallager,Packplatz,2022-04-26 15:05:00,???,True,Packplatz
3181_463_75,Ware vereinnahmen,3181,75,26.04.2022 17:24,26.04.2022 19:51,26.04.2022 17:54,463,Packplatz 02,26.04.2022 16:41,62,Wareneingang,Hochregallager,??? ,2022-04-25 21:23:00,True,Wareneingang
3181_463_75,Waren lagern,3181,75,26.04.2022 17:24,26.04.2022 19:51,26.04.2022 17:54,463,Packplatz 02,26.04.2022 16:41,62,Hochregallager,Hochregallager,2022-04-25 22:56:00,2022-04-26 13:12:00,True,Hochregallager
3181_463_75,Waren kommissionieren,3181,75,26.04.2022 17:24,26.04.2022 19:51,26.04.2022 17:54,463,Packplatz 02,26.04.2022 16:41,62,Hochregallager,Packplatz,2022-04-26 15:05:00,???,True,Packplatz
3181_567_30,Ware vereinnahmen,3181,30,26.04.2022 18:41,26.04.2022 21:19,26.04.2022 19:11,567,Packplatz 08,26.04.2022 15:54,436,Wareneingang,Hochregallager,??? ,2022-04-26 06:29:00,True,Wareneingang
3181_567_30,Waren lagern,3181,30,26.04.2022 18:41,26.04.2022 21:19,26.04.2022 19:11,567,Packplatz 08,26.04.2022 15:54,436,Hochregallager,Hochregallager,2022-04-26 08:55:00,2022-04-26 11:41:00,True,Hochregallager
3181_567_30,Waren kommissionieren,3181,30,26.04.2022 18:41,26.04.2022 21:19,26.04.2022 19:11,567,Packplatz 08,26.04.2022 15:54,436,Hochregallager,Packplatz,2022-04-26 12:49:00,???,True,Packplatz
3181_567_75,Ware vereinnahmen,3181,75,26.04.2022 17:24,26.04.2022 19:51,26.04.2022 17:54,567,Packplatz 08,26.04.2022 15:54,436,Wareneingang,Hochregallager,??? ,2022-04-26 06:29:00,True,Wareneingang
3181_567_75,Waren lagern,3181,75,26.04.2022 17:24,26.04.2022 19:51,26.04.2022 17:54,567,Packplatz 08,26.04.2022 15:54,436,Hochregallager,Hochregallager,2022-04-26 08:55:00,2022-04-26 11:41:00,True,Hochregallager
3181_567_75,Waren kommissionieren,3181,75,26.04.2022 17:24,26.04.2022 19:51,26.04.2022 17:54,567,Packplatz 08,26.04.2022 15:54,436,Hochregallager,Packplatz,2022-04-26 12:49:00,???,True,Packplatz
3188_767_25,Ware vereinnahmen,3188,25,26.04.2022 18:09,26.04.2022 21:30,26.04.2022 18:39,767,Packplatz 01,26.04.2022 17:24,98,Wareneingang,Hochregallager,??? ,2022-04-26 11:37:00,True,Wareneingang
3188_767_25,Waren lagern,3188,25,26.04.2022 18:09,26.04.2022 21:30,26.04.2022 18:39,767,Packplatz 01,26.04.2022 17:24,98,Hochregallager,Hochregallager,2022-04-26 13:14:00,2022-04-26 12:30:00,True,Hochregallager
3188_767_25,Waren kommissionieren,3188,25,26.04.2022 18:09,26.04.2022 21:30,26.04.2022 18:39,767,Packplatz 01,26.04.2022 17:24,98,Hochregallager,Packplatz,2022-04-26 14:42:00,???,True,Packplatz
3193_563_97,Ware vereinnahmen,3193,97,26.04.2022 17:57,26.04.2022 18:59,26.04.2022 18:27,563,Packplatz 08,26.04.2022 17:41,371,Wareneingang,Hochregallager,??? ,2022-04-26 03:14:00,True,Wareneingang
3193_563_97,Waren lagern,3193,97,26.04.2022 17:57,26.04.2022 18:59,26.04.2022 18:27,563,Packplatz 08,26.04.2022 17:41,371,Hochregallager,Hochregallager,2022-04-26 07:13:00,2022-04-26 15:04:00,True,Hochregallager
3193_563_97,Waren kommissionieren,3193,97,26.04.2022 17:57,26.04.2022 18:59,26.04.2022 18:27,563,Packplatz 08,26.04.2022 17:41,371,Hochregallager,Packplatz,2022-04-26 15:34:00,???,True,Packplatz
3194_473_71,Ware vereinnahmen,3194,71,26.04.2022 17:33,26.04.2022 18:35,26.04.2022 18:03,473,Packplatz 04,26.04.2022 14:59,476,Wareneingang,Hochregallager,??? ,2022-04-26 04:31:00,True,Wareneingang
3194_473_71,Waren lagern,3194,71,26.04.2022 17:33,26.04.2022 18:35,26.04.2022 18:03,473,Packplatz 04,26.04.2022 14:59,476,Hochregallager,Hochregallager,2022-04-26 07:56:00,2022-04-26 11:33:00,True,Hochregallager
3194_473_71,Waren kommissionieren,3194,71,26.04.2022 17:33,26.04.2022 18:35,26.04.2022 18:03,473,Packplatz 04,26.04.2022 14:59,476,Hochregallager,Packplatz,2022-04-26 11:48:00,???,True,Packplatz
3196_303_32,Ware vereinnahmen,3196,32,26.04.2022 17:41,26.04.2022 18:16,26.04.2022 18:11,303,Packplatz 08,26.04.2022 16:10,159,Wareneingang,Hochregallager,??? ,2022-04-26 08:06:00,True,Wareneingang
3196_303_32,Waren lagern,3196,32,26.04.2022 17:41,26.04.2022 18:16,26.04.2022 18:11,303,Packplatz 08,26.04.2022 16:10,159,Hochregallager,Hochregallager,2022-04-26 09:12:00,2022-04-26 16:44:00,True,Hochregallager
3196_303_32,Waren kommissionieren,3196,32,26.04.2022 17:41,26.04.2022 18:16,26.04.2022 18:11,303,Packplatz 08,26.04.2022 16:10,159,Hochregallager,Packplatz,2022-04-26 17:04:00,???,True,Packplatz
3199_719_60,Ware vereinnahmen,3199,60,26.04.2022 16:20,26.04.2022 16:48,26.04.2022 16:50,719,Packplatz 03,26.04.2022 14:04,232,Wareneingang,Hochregallager,??? ,2022-04-26 08:52:00,False,Wareneingang
3199_719_60,Waren lagern,3199,60,26.04.2022 16:20,26.04.2022 16:48,26.04.2022 16:50,719,Packplatz 03,26.04.2022 14:04,232,Hochregallager,Hochregallager,2022-04-26 11:41:00,2022-04-26 07:52:00,False,Hochregallager
3199_719_60,Waren kommissionieren,3199,60,26.04.2022 16:20,26.04.2022 16:48,26.04.2022 16:50,719,Packplatz 03,26.04.2022 14:04,232,Hochregallager,Packplatz,2022-04-26 10:48:00,???,False,Packplatz
3204_976_59,Ware vereinnahmen,3204,59,26.04.2022 16:42,26.04.2022 19:37,26.04.2022 17:12,976,Packplatz 03,26.04.2022 16:04,358,Wareneingang,Hochregallager,??? ,2022-04-26 05:11:00,True,Wareneingang
3204_976_59,Waren lagern,3204,59,26.04.2022 16:42,26.04.2022 19:37,26.04.2022 17:12,976,Packplatz 03,26.04.2022 16:04,358,Hochregallager,Hochregallager,2022-04-26 07:13:00,2022-04-26 11:48:00,True,Hochregallager
3204_976_59,Waren kommissionieren,3204,59,26.04.2022 16:42,26.04.2022 19:37,26.04.2022 17:12,976,Packplatz 03,26.04.2022 16:04,358,Hochregallager,Packplatz,2022-04-26 12:24:00,???,True,Packplatz
3204_976_39,Ware vereinnahmen,3204,39,26.04.2022 16:57,26.04.2022 18:11,26.04.2022 17:27,976,Packplatz 03,26.04.2022 16:04,358,Wareneingang,Hochregallager,??? ,2022-04-26 05:11:00,True,Wareneingang
3204_976_39,Waren lagern,3204,39,26.04.2022 16:57,26.04.2022 18:11,26.04.2022 17:27,976,Packplatz 03,26.04.2022 16:04,358,Hochregallager,Hochregallager,2022-04-26 07:13:00,2022-04-26 11:48:00,True,Hochregallager
3204_976_39,Waren kommissionieren,3204,39,26.04.2022 16:57,26.04.2022 18:11,26.04.2022 17:27,976,Packplatz 03,26.04.2022 16:04,358,Hochregallager,Packplatz,2022-04-26 12:24:00,???,True,Packplatz
3204_306_59,Ware vereinnahmen,3204,59,26.04.2022 16:42,26.04.2022 19:37,26.04.2022 17:12,306,Packplatz 08,26.04.2022 13:21,317,Wareneingang,Hochregallager,??? ,2022-04-26 06:51:00,True,Wareneingang
3204_306_59,Waren lagern,3204,59,26.04.2022 16:42,26.04.2022 19:37,26.04.2022 17:12,306,Packplatz 08,26.04.2022 13:21,317,Hochregallager,Hochregallager,2022-04-26 07:00:00,2022-04-26 10:17:00,True,Hochregallager
3204_306_59,Waren kommissionieren,3204,59,26.04.2022 16:42,26.04.2022 19:37,26.04.2022 17:12,306,Packplatz 08,26.04.2022 13:21,317,Hochregallager,Packplatz,2022-04-26 11:06:00,???,True,Packplatz
3204_306_39,Ware vereinnahmen,3204,39,26.04.2022 16:57,26.04.2022 18:11,26.04.2022 17:27,306,Packplatz 08,26.04.2022 13:21,317,Wareneingang,Hochregallager,??? ,2022-04-26 06:51:00,True,Wareneingang
3204_306_39,Waren lagern,3204,39,26.04.2022 16:57,26.04.2022 18:11,26.04.2022 17:27,306,Packplatz 08,26.04.2022 13:21,317,Hochregallager,Hochregallager,2022-04-26 07:00:00,2022-04-26 10:17:00,True,Hochregallager
3204_306_39,Waren kommissionieren,3204,39,26.04.2022 16:57,26.04.2022 18:11,26.04.2022 17:27,306,Packplatz 08,26.04.2022 13:21,317,Hochregallager,Packplatz,2022-04-26 11:06:00,???,True,Packplatz
