Lagereinheit_ID,Lagerort_von,Lagerort_nach,Startzeitpunkt,Endzeitpunkt
541,Wareneingang,Hochregallager,2022-04-25 20:57:00,2022-04-26 00:12:00
385,Hochregallager,Packplatz,2022-04-26 15:02:00,2022-04-26 16:52:00
385,Wareneingang,Hochregallager,2022-04-26 05:38:00,2022-04-26 06:30:00
244,Hochregallager,Packplatz,2022-04-26 09:50:00,2022-04-26 13:13:00
244,Wareneingang,Hochregallager,2022-04-26 04:30:00,2022-04-26 06:33:00
878,Hochregallager,Packplatz,2022-04-26 14:34:00,2022-04-26 17:01:00
878,Wareneingang,Hochregallager,2022-04-26 07:45:00,2022-04-26 08:34:00
474,Hochregallager,Packplatz,2022-04-26 06:32:00,2022-04-26 10:20:00
474,Wareneingang,Hochregallager,2022-04-26 05:15:00,2022-04-26 07:59:00
315,Hochregallager,Packplatz,2022-04-26 12:36:00,2022-04-26 16:11:00
315,Wareneingang,Hochregallager,2022-04-25 10:29:00,2022-04-25 12:00:00
500,Hochregallager,Packplatz,2022-04-26 12:27:00,2022-04-26 16:17:00
500,Wareneingang,Hochregallager,2022-04-26 07:21:00,2022-04-26 10:10:00
969,Hochregallager,Packplatz,2022-04-26 09:39:00,2022-04-26 09:44:00
969,Wareneingang,Hochregallager,2022-04-26 03:47:00,2022-04-26 06:00:00
535,Hochregallager,Packplatz,2022-04-26 12:21:00,2022-04-26 14:18:00
535,Wareneingang,Hochregallager,2022-04-26 09:32:00,2022-04-26 12:55:00
332,Hochregallager,Packplatz,2022-04-26 12:43:00,2022-04-26 14:16:00
332,Wareneingang,Hochregallager,2022-04-26 01:04:00,2022-04-26 02:27:00
985,Hochregallager,Packplatz,2022-04-26 10:12:00,2022-04-26 12:44:00
985,Wareneingang,Hochregallager,2022-04-26 12:41:00,2022-04-26 14:03:00
429,Hochregallager,Packplatz,2022-04-26 14:12:00,2022-04-26 14:46:00
429,Wareneingang,Hochregallager,2022-04-26 03:26:00,2022-04-26 04:16:00
956,Hochregallager,Packplatz,2022-04-26 08:02:00,2022-04-26 12:02:00
956,Wareneingang,Hochregallager,2022-04-25 17:54:00,2022-04-25 20:53:00
167,Hochregallager,Packplatz,2022-04-26 13:27:00,2022-04-26 14:07:00
167,Wareneingang,Hochregallager,2022-04-26 11:15:00,2022-04-26 14:37:00
215,Hochregallager,Packplatz,2022-04-26 06:51:00,2022-04-26 09:47:00
215,Wareneingang,Hochregallager,2022-04-26 08:08:00,2022-04-26 08:53:00
859,Hochregallager,Packplatz,2022-04-26 09:33:00,2022-04-26 09:39:00
859,Wareneingang,Hochregallager,2022-04-25 21:33:00,2022-04-26 01:18:00
555,Hochregallager,Packplatz,2022-04-26 08:56:00,2022-04-26 12:19:00
555,Wareneingang,Hochregallager,2022-04-26 07:10:00,2022-04-26 09:01:00
742,Hochregallager,Packplatz,2022-04-26 17:29:00,2022-04-26 19:04:00
742,Wareneingang,Hochregallager,2022-04-25 10:12:00,2022-04-25 12:41:00
333,Hochregallager,Packplatz,2022-04-26 15:50:00,2022-04-26 17:22:00
333,Wareneingang,Hochregallager,2022-04-26 06:13:00,2022-04-26 06:50:00
660,Hochregallager,Packplatz,2022-04-26 11:08:00,2022-04-26 14:19:00
660,Wareneingang,Hochregallager,2022-04-26 10:51:00,2022-04-26 12:54:00
203,Hochregallager,Packplatz,2022-04-26 15:35:00,2022-04-26 16:16:00
203,Wareneingang,Hochregallager,2022-04-26 01:28:00,2022-04-26 02:02:00
287,Hochregallager,Packplatz,2022-04-26 13:07:00,2022-04-26 16:38:00
287,Wareneingang,Hochregallager,2022-04-26 06:37:00,2022-04-26 10:28:00
967,Hochregallager,Packplatz,2022-04-26 09:30:00,2022-04-26 12:01:00
967,Wareneingang,Hochregallager,2022-04-26 06:13:00,2022-04-26 07:59:00
790,Hochregallager,Packplatz,2022-04-26 14:20:00,2022-04-26 15:00:00
790,Wareneingang,Hochregallager,2022-04-25 15:48:00,2022-04-25 17:34:00
133,Hochregallager,Packplatz,2022-04-26 12:26:00,2022-04-26 13:41:00
133,Wareneingang,Hochregallager,2022-04-26 08:44:00,2022-04-26 10:31:00
465,Hochregallager,Packplatz,2022-04-26 14:22:00,2022-04-26 15:17:00
465,Wareneingang,Hochregallager,2022-04-26 03:43:00,2022-04-26 07:33:00
573,Hochregallager,Packplatz,2022-04-26 14:09:00,2022-04-26 16:48:00
573,Wareneingang,Hochregallager,2022-04-26 07:18:00,2022-04-26 10:57:00
384,Hochregallager,Packplatz,2022-04-26 13:48:00,2022-04-26 14:59:00
384,Wareneingang,Hochregallager,2022-04-26 01:04:00,2022-04-26 03:30:00
720,Hochregallager,Packplatz,2022-04-26 11:05:00,2022-04-26 15:03:00
720,Wareneingang,Hochregallager,2022-04-26 12:27:00,2022-04-26 13:28:00
200,Hochregallager,Packplatz,2022-04-26 12:42:00,2022-04-26 15:58:00
200,Wareneingang,Hochregallager,2022-04-26 05:12:00,2022-04-26 06:41:00
273,Hochregallager,Packplatz,2022-04-26 16:46:00,2022-04-26 17:07:00
273,Wareneingang,Hochregallager,2022-04-25 14:15:00,2022-04-25 15:53:00
433,Hochregallager,Packplatz,2022-04-26 08:42:00,2022-04-26 10:04:00
433,Wareneingang,Hochregallager,2022-04-26 04:53:00,2022-04-26 08:05:00
306,Hochregallager,Packplatz,2022-04-26 10:17:00,2022-04-26 11:06:00
306,Wareneingang,Hochregallager,2022-04-26 06:51:00,2022-04-26 07:00:00
436,Hochregallager,Packplatz,2022-04-26 13:59:00,2022-04-26 14:15:00
436,Wareneingang,Hochregallager,2022-04-25 17:08:00,2022-04-25 18:47:00
137,Hochregallager,Packplatz,2022-04-26 09:33:00,2022-04-26 10:36:00
137,Wareneingang,Hochregallager,2022-04-26 07:43:00,2022-04-26 11:33:00
119,Hochregallager,Packplatz,2022-04-26 10:57:00,2022-04-26 13:19:00
119,Wareneingang,Hochregallager,2022-04-26 01:02:00,2022-04-26 02:20:00
976,Hochregallager,Packplatz,2022-04-26 11:48:00,2022-04-26 12:24:00
976,Wareneingang,Hochregallager,2022-04-26 05:11:00,2022-04-26 07:13:00
107,Hochregallager,Packplatz,2022-04-26 06:33:00,2022-04-26 09:21:00
107,Wareneingang,Hochregallager,2022-04-25 16:39:00,2022-04-25 20:35:00
446,Hochregallager,Packplatz,2022-04-26 14:47:00,2022-04-26 15:14:00
446,Wareneingang,Hochregallager,2022-04-26 05:27:00,2022-04-26 08:45:00
757,Hochregallager,Packplatz,2022-04-26 15:41:00,2022-04-26 16:31:00
757,Wareneingang,Hochregallager,2022-04-26 06:15:00,2022-04-26 07:43:00
371,Hochregallager,Packplatz,2022-04-26 17:58:00,2022-04-26 18:21:00
371,Wareneingang,Hochregallager,2022-04-26 02:42:00,2022-04-26 03:35:00
270,Hochregallager,Packplatz,2022-04-26 11:16:00,2022-04-26 14:03:00
270,Wareneingang,Hochregallager,2022-04-26 02:44:00,2022-04-26 05:29:00
603,Hochregallager,Packplatz,2022-04-26 13:47:00,2022-04-26 14:53:00
603,Wareneingang,Hochregallager,2022-04-26 03:52:00,2022-04-26 06:50:00
845,Hochregallager,Packplatz,2022-04-26 14:23:00,2022-04-26 17:15:00
845,Wareneingang,Hochregallager,2022-04-25 19:39:00,2022-04-25 21:06:00
389,Hochregallager,Packplatz,2022-04-26 11:44:00,2022-04-26 14:12:00
389,Wareneingang,Hochregallager,2022-04-26 04:28:00,2022-04-26 07:29:00
689,Hochregallager,Packplatz,2022-04-26 15:57:00,2022-04-26 19:03:00
689,Wareneingang,Hochregallager,2022-04-26 03:29:00,2022-04-26 06:09:00
314,Hochregallager,Packplatz,2022-04-26 07:52:00,2022-04-26 10:56:00
314,Wareneingang,Hochregallager,2022-04-26 08:04:00,2022-04-26 11:02:00
240,Hochregallager,Packplatz,2022-04-26 14:00:00,2022-04-26 16:37:00
240,Wareneingang,Hochregallager,2022-04-25 23:30:00,2022-04-26 01:08:00
848,Hochregallager,Packplatz,2022-04-26 11:33:00,2022-04-26 13:30:00
848,Wareneingang,Hochregallager,2022-04-26 08:49:00,2022-04-26 11:19:00
206,Hochregallager,Packplatz,2022-04-26 14:55:00,2022-04-26 16:06:00
206,Wareneingang,Hochregallager,2022-04-26 06:44:00,2022-04-26 08:53:00
903,Hochregallager,Packplatz,2022-04-26 16:08:00,2022-04-26 16:59:00
903,Wareneingang,Hochregallager,2022-04-26 04:01:00,2022-04-26 07:49:00
260,Hochregallager,Packplatz,2022-04-26 08:55:00,2022-04-26 11:09:00
260,Wareneingang,Hochregallager,2022-04-25 22:10:00,2022-04-26 00:27:00
882,Hochregallager,Packplatz,2022-04-26 13:26:00,2022-04-26 16:46:00
882,Wareneingang,Hochregallager,2022-04-26 05:31:00,2022-04-26 08:51:00
316,Hochregallager,Packplatz,2022-04-26 15:57:00,2022-04-26 16:22:00
316,Wareneingang,Hochregallager,2022-04-25 21:04:00,2022-04-26 00:57:00
217,Hochregallager,Packplatz,2022-04-26 08:47:00,2022-04-26 12:15:00
217,Wareneingang,Hochregallager,2022-04-26 04:54:00,2022-04-26 07:57:00
712,Hochregallager,Packplatz,2022-04-26 08:45:00,2022-04-26 10:36:00
712,Wareneingang,Hochregallager,2022-04-26 08:36:00,2022-04-26 09:45:00
161,Hochregallager,Packplatz,2022-04-26 12:08:00,2022-04-26 13:04:00
161,Wareneingang,Hochregallager,2022-04-25 03:10:00,2022-04-25 03:38:00
854,Hochregallager,Packplatz,2022-04-26 19:54:00,2022-04-26 21:27:00
854,Wareneingang,Hochregallager,2022-04-26 04:55:00,2022-04-26 08:23:00
435,Hochregallager,Packplatz,2022-04-26 14:45:00,2022-04-26 15:26:00
435,Wareneingang,Hochregallager,2022-04-26 01:00:00,2022-04-26 03:31:00
561,Hochregallager,Packplatz,2022-04-26 11:19:00,2022-04-26 12:24:00
561,Wareneingang,Hochregallager,2022-04-26 14:26:00,2022-04-26 16:38:00
109,Hochregallager,Packplatz,2022-04-26 10:24:00,2022-04-26 14:09:00
109,Wareneingang,Hochregallager,2022-04-25 22:35:00,2022-04-26 00:21:00
898,Hochregallager,Packplatz,2022-04-26 13:12:00,2022-04-26 13:19:00
898,Wareneingang,Hochregallager,2022-04-26 08:48:00,2022-04-26 11:33:00
943,Hochregallager,Packplatz,2022-04-26 08:43:00,2022-04-26 11:52:00
943,Wareneingang,Hochregallager,2022-04-26 07:04:00,2022-04-26 09:43:00
508,Hochregallager,Packplatz,2022-04-26 13:53:00,2022-04-26 14:45:00
508,Wareneingang,Hochregallager,2022-04-26 06:44:00,2022-04-26 08:20:00
459,Hochregallager,Packplatz,2022-04-26 14:10:00,2022-04-26 16:15:00
459,Wareneingang,Hochregallager,2022-04-26 00:50:00,2022-04-26 03:46:00
437,Hochregallager,Packplatz,2022-04-26 08:50:00,2022-04-26 12:47:00
437,Wareneingang,Hochregallager,2022-04-26 06:10:00,2022-04-26 07:37:00
502,Hochregallager,Packplatz,2022-04-26 13:40:00,2022-04-26 17:24:00
502,Wareneingang,Hochregallager,2022-04-26 03:49:00,2022-04-26 05:56:00
986,Hochregallager,Packplatz,2022-04-26 12:47:00,2022-04-26 14:04:00
986,Wareneingang,Hochregallager,2022-04-26 10:07:00,2022-04-26 12:24:00
692,Hochregallager,Packplatz,2022-04-26 12:13:00,2022-04-26 15:29:00
692,Wareneingang,Hochregallager,2022-04-26 00:39:00,2022-04-26 01:32:00
228,Hochregallager,Packplatz,2022-04-26 14:26:00,2022-04-26 16:38:00
228,Wareneingang,Hochregallager,2022-04-26 06:50:00,2022-04-26 08:35:00
832,Hochregallager,Packplatz,2022-04-26 17:58:00,2022-04-26 19:28:00
832,Wareneingang,Hochregallager,2022-04-26 10:40:00,2022-04-26 13:01:00
346,Hochregallager,Packplatz,2022-04-26 15:21:00,2022-04-26 15:55:00
346,Wareneingang,Hochregallager,2022-04-26 06:55:00,2022-04-26 07:59:00
891,Hochregallager,Packplatz,2022-04-26 14:14:00,2022-04-26 15:19:00
891,Wareneingang,Hochregallager,2022-04-25 22:25:00,2022-04-25 23:57:00
113,Hochregallager,Packplatz,2022-04-26 15:17:00,2022-04-26 17:26:00
113,Wareneingang,Hochregallager,2022-04-26 10:20:00,2022-04-26 11:06:00
596,Hochregallager,Packplatz,2022-04-26 12:57:00,2022-04-26 14:33:00
596,Wareneingang,Hochregallager,2022-04-26 06:11:00,2022-04-26 08:06:00
606,Hochregallager,Packplatz,2022-04-26 14:41:00,2022-04-26 14:44:00
606,Wareneingang,Hochregallager,2022-04-25 18:47:00,2022-04-25 20:40:00
212,Hochregallager,Packplatz,2022-04-26 20:19:00,2022-04-26 20:45:00
212,Wareneingang,Hochregallager,2022-04-26 04:20:00,2022-04-26 05:36:00
310,Hochregallager,Packplatz,2022-04-26 17:33:00,2022-04-26 18:33:00
310,Wareneingang,Hochregallager,2022-04-26 06:13:00,2022-04-26 08:24:00
471,Hochregallager,Packplatz,2022-04-26 13:58:00,2022-04-26 16:25:00
471,Wareneingang,Hochregallager,2022-04-26 03:41:00,2022-04-26 07:40:00
138,Hochregallager,Packplatz,2022-04-26 08:12:00,2022-04-26 08:26:00
138,Wareneingang,Hochregallager,2022-04-25 23:41:00,2022-04-26 02:13:00
353,Hochregallager,Packplatz,2022-04-26 14:34:00,2022-04-26 14:52:00
353,Wareneingang,Hochregallager,2022-04-26 04:52:00,2022-04-26 08:09:00
753,Hochregallager,Packplatz,2022-04-26 15:28:00,2022-04-26 16:20:00
753,Wareneingang,Hochregallager,2022-04-26 10:32:00,2022-04-26 13:16:00
773,Hochregallager,Packplatz,2022-04-26 16:15:00,2022-04-26 17:50:00
773,Wareneingang,Hochregallager,2022-04-25 07:54:00,2022-04-25 11:05:00
929,Hochregallager,Packplatz,2022-04-26 14:59:00,2022-04-26 15:50:00
929,Wareneingang,Hochregallager,2022-04-26 12:20:00,2022-04-26 12:35:00
831,Hochregallager,Packplatz,2022-04-26 10:25:00,2022-04-26 13:57:00
831,Wareneingang,Hochregallager,2022-04-25 22:03:00,2022-04-26 00:01:00
708,Hochregallager,Packplatz,2022-04-26 09:48:00,2022-04-26 12:41:00
708,Wareneingang,Hochregallager,2022-04-26 19:46:00,2022-04-26 19:48:00
954,Hochregallager,Packplatz,2022-04-26 08:55:00,2022-04-26 10:36:00
954,Wareneingang,Hochregallager,2022-04-26 05:16:00,2022-04-26 07:04:00
589,Hochregallager,Packplatz,2022-04-26 16:40:00,2022-04-26 17:28:00
589,Wareneingang,Hochregallager,2022-04-26 06:38:00,2022-04-26 10:36:00
343,Hochregallager,Packplatz,2022-04-26 14:25:00,2022-04-26 17:05:00
343,Wareneingang,Hochregallager,2022-04-25 22:49:00,2022-04-26 01:42:00
592,Hochregallager,Packplatz,2022-04-26 10:29:00,2022-04-26 14:19:00
592,Wareneingang,Hochregallager,2022-04-26 04:55:00,2022-04-26 06:30:00
454,Hochregallager,Packplatz,2022-04-26 16:25:00,2022-04-26 16:38:00
454,Wareneingang,Hochregallager,2022-04-25 19:17:00,2022-04-25 21:02:00
170,Hochregallager,Packplatz,2022-04-26 16:30:00,2022-04-26 17:21:00
170,Wareneingang,Hochregallager,2022-04-26 05:18:00,2022-04-26 06:36:00
551,Hochregallager,Packplatz,2022-04-26 10:57:00,2022-04-26 12:52:00
551,Wareneingang,Hochregallager,2022-04-26 10:56:00,2022-04-26 12:32:00
142,Hochregallager,Packplatz,2022-04-26 11:21:00,2022-04-26 14:41:00
142,Wareneingang,Hochregallager,2022-04-25 16:38:00,2022-04-25 16:47:00
549,Hochregallager,Packplatz,2022-04-26 15:05:00,2022-04-26 16:16:00
549,Wareneingang,Hochregallager,2022-04-26 09:19:00,2022-04-26 12:18:00
388,Hochregallager,Packplatz,2022-04-26 13:47:00,2022-04-26 16:34:00
388,Wareneingang,Hochregallager,2022-04-26 06:59:00,2022-04-26 08:47:00
345,Hochregallager,Packplatz,2022-04-26 12:38:00,2022-04-26 15:23:00
345,Wareneingang,Hochregallager,2022-04-26 10:59:00,2022-04-26 11:45:00
632,Hochregallager,Packplatz,2022-04-26 10:17:00,2022-04-26 11:22:00
632,Wareneingang,Hochregallager,2022-04-25 17:20:00,2022-04-25 17:41:00
762,Hochregallager,Packplatz,2022-04-26 15:36:00,2022-04-26 16:58:00
762,Wareneingang,Hochregallager,2022-04-26 06:03:00,2022-04-26 08:14:00
892,Hochregallager,Packplatz,2022-04-26 13:27:00,2022-04-26 16:31:00
892,Wareneingang,Hochregallager,2022-04-26 08:58:00,2022-04-26 12:50:00
101,Hochregallager,Packplatz,2022-04-26 15:09:00,2022-04-26 18:05:00
101,Wareneingang,Hochregallager,2022-04-26 13:18:00,2022-04-26 13:49:00
491,Hochregallager,Packplatz,2022-04-26 10:55:00,2022-04-26 12:51:00
491,Wareneingang,Hochregallager,2022-04-26 10:06:00,2022-04-26 10:08:00
748,Hochregallager,Packplatz,2022-04-26 14:38:00,2022-04-26 15:07:00
748,Wareneingang,Hochregallager,2022-04-26 03:06:00,2022-04-26 06:04:00
951,Hochregallager,Packplatz,2022-04-26 13:16:00,2022-04-26 14:15:00
951,Wareneingang,Hochregallager,2022-04-26 07:57:00,2022-04-26 10:03:00
739,Hochregallager,Packplatz,2022-04-26 13:46:00,2022-04-26 14:24:00
739,Wareneingang,Hochregallager,2022-04-26 06:10:00,2022-04-26 09:56:00
674,Hochregallager,Packplatz,2022-04-26 08:11:00,2022-04-26 12:10:00
674,Wareneingang,Hochregallager,2022-04-26 00:22:00,2022-04-26 01:55:00
722,Hochregallager,Packplatz,2022-04-26 13:43:00,2022-04-26 15:45:00
722,Wareneingang,Hochregallager,2022-04-25 21:53:00,2022-04-26 00:33:00
924,Hochregallager,Packplatz,2022-04-26 11:00:00,2022-04-26 14:18:00
924,Wareneingang,Hochregallager,2022-04-26 06:47:00,2022-04-26 08:15:00
158,Hochregallager,Packplatz,2022-04-26 09:16:00,2022-04-26 12:28:00
158,Wareneingang,Hochregallager,2022-04-26 02:06:00,2022-04-26 02:35:00
320,Hochregallager,Packplatz,2022-04-26 14:20:00,2022-04-26 14:55:00
320,Wareneingang,Hochregallager,2022-04-26 13:25:00,2022-04-26 15:20:00
442,Hochregallager,Packplatz,2022-04-26 15:04:00,2022-04-26 15:38:00
442,Wareneingang,Hochregallager,2022-04-26 04:19:00,2022-04-26 05:34:00
271,Hochregallager,Packplatz,2022-04-26 06:03:00,2022-04-26 10:03:00
271,Wareneingang,Hochregallager,2022-04-26 12:24:00,2022-04-26 14:26:00
179,Hochregallager,Packplatz,2022-04-26 10:45:00,2022-04-26 14:18:00
179,Wareneingang,Hochregallager,2022-04-26 01:45:00,2022-04-26 04:20:00
379,Hochregallager,Packplatz,2022-04-26 15:10:00,2022-04-26 17:14:00
379,Wareneingang,Hochregallager,2022-04-26 05:21:00,2022-04-26 08:46:00
864,Hochregallager,Packplatz,2022-04-26 08:34:00,2022-04-26 12:11:00
864,Wareneingang,Hochregallager,2022-04-25 20:40:00,2022-04-25 21:46:00
949,Hochregallager,Packplatz,2022-04-26 15:45:00,2022-04-26 17:35:00
949,Wareneingang,Hochregallager,2022-04-26 03:46:00,2022-04-26 06:00:00
525,Hochregallager,Packplatz,2022-04-26 13:25:00,2022-04-26 14:48:00
525,Wareneingang,Hochregallager,2022-04-26 07:02:00,2022-04-26 08:27:00
613,Hochregallager,Packplatz,2022-04-26 12:01:00,2022-04-26 14:57:00
613,Wareneingang,Hochregallager,2022-04-26 00:44:00,2022-04-26 04:34:00
256,Hochregallager,Packplatz,2022-04-26 13:49:00,2022-04-26 14:12:00
256,Wareneingang,Hochregallager,2022-04-26 05:26:00,2022-04-26 07:16:00
809,Hochregallager,Packplatz,2022-04-26 18:12:00,2022-04-26 18:51:00
809,Wareneingang,Hochregallager,2022-04-26 11:07:00,2022-04-26 11:17:00
946,Hochregallager,Packplatz,2022-04-26 12:05:00,2022-04-26 14:06:00
946,Wareneingang,Hochregallager,2022-04-26 10:24:00,2022-04-26 11:33:00
382,Hochregallager,Packplatz,2022-04-26 10:14:00,2022-04-26 12:20:00
382,Wareneingang,Hochregallager,2022-04-26 07:12:00,2022-04-26 08:40:00
696,Hochregallager,Packplatz,2022-04-26 14:20:00,2022-04-26 16:12:00
696,Wareneingang,Hochregallager,2022-04-26 05:28:00,2022-04-26 09:01:00
184,Hochregallager,Packplatz,2022-04-26 13:01:00,2022-04-26 14:01:00
184,Wareneingang,Hochregallager,2022-04-26 05:54:00,2022-04-26 07:12:00
865,Hochregallager,Packplatz,2022-04-26 14:50:00,2022-04-26 16:44:00
865,Wareneingang,Hochregallager,2022-04-26 08:29:00,2022-04-26 09:48:00
173,Hochregallager,Packplatz,2022-04-26 12:24:00,2022-04-26 14:03:00
173,Wareneingang,Hochregallager,2022-04-25 20:44:00,2022-04-26 00:39:00
914,Hochregallager,Packplatz,2022-04-26 10:52:00,2022-04-26 12:24:00
914,Wareneingang,Hochregallager,2022-04-25 10:46:00,2022-04-25 12:57:00
485,Hochregallager,Packplatz,2022-04-26 10:33:00,2022-04-26 12:22:00
485,Wareneingang,Hochregallager,2022-04-26 09:09:00,2022-04-26 10:54:00
925,Hochregallager,Packplatz,2022-04-26 12:09:00,2022-04-26 14:15:00
925,Wareneingang,Hochregallager,2022-04-26 07:07:00,2022-04-26 07:49:00
806,Hochregallager,Packplatz,2022-04-26 09:00:00,2022-04-26 12:16:00
806,Wareneingang,Hochregallager,2022-04-25 23:38:00,2022-04-26 00:39:00
169,Hochregallager,Packplatz,2022-04-26 08:16:00,2022-04-26 12:13:00
169,Wareneingang,Hochregallager,2022-04-26 08:58:00,2022-04-26 12:54:00
405,Hochregallager,Packplatz,2022-04-26 17:53:00,2022-04-26 18:00:00
405,Wareneingang,Hochregallager,2022-04-25 21:55:00,2022-04-26 00:52:00
826,Hochregallager,Packplatz,2022-04-26 14:04:00,2022-04-26 16:03:00
826,Wareneingang,Hochregallager,2022-04-26 06:34:00,2022-04-26 10:17:00
373,Hochregallager,Packplatz,2022-04-26 12:21:00,2022-04-26 12:33:00
373,Wareneingang,Hochregallager,2022-04-26 02:55:00,2022-04-26 03:35:00
562,Hochregallager,Packplatz,2022-04-26 16:49:00,2022-04-26 17:50:00
562,Wareneingang,Hochregallager,2022-04-26 08:30:00,2022-04-26 10:12:00
542,Hochregallager,Packplatz,2022-04-26 16:38:00,2022-04-26 19:32:00
542,Wareneingang,Hochregallager,2022-04-25 16:26:00,2022-04-25 19:39:00
646,Hochregallager,Packplatz,2022-04-26 05:45:00,2022-04-26 09:44:00
646,Wareneingang,Hochregallager,2022-04-26 05:04:00,2022-04-26 07:29:00
982,Hochregallager,Packplatz,2022-04-26 11:01:00,2022-04-26 11:40:00
982,Wareneingang,Hochregallager,2022-04-26 05:50:00,2022-04-26 07:16:00
211,Hochregallager,Packplatz,2022-04-26 11:06:00,2022-04-26 12:50:00
211,Wareneingang,Hochregallager,2022-04-26 13:44:00,2022-04-26 13:58:00
905,Hochregallager,Packplatz,2022-04-26 13:04:00,2022-04-26 16:29:00
905,Wareneingang,Hochregallager,2022-04-26 02:45:00,2022-04-26 04:56:00
519,Hochregallager,Packplatz,2022-04-26 15:21:00,2022-04-26 15:50:00
519,Wareneingang,Hochregallager,2022-04-25 22:10:00,2022-04-26 01:02:00
620,Hochregallager,Packplatz,2022-04-26 14:42:00,2022-04-26 17:07:00
620,Wareneingang,Hochregallager,2022-04-26 06:50:00,2022-04-26 10:34:00
738,Hochregallager,Packplatz,2022-04-26 12:17:00,2022-04-26 16:02:00
738,Wareneingang,Hochregallager,2022-04-26 02:40:00,2022-04-26 05:07:00
163,Hochregallager,Packplatz,2022-04-26 08:51:00,2022-04-26 12:13:00
163,Wareneingang,Hochregallager,2022-04-26 04:32:00,2022-04-26 06:56:00
821,Hochregallager,Packplatz,2022-04-26 14:22:00,2022-04-26 15:40:00
821,Wareneingang,Hochregallager,2022-04-26 01:26:00,2022-04-26 03:29:00
223,Hochregallager,Packplatz,2022-04-26 11:41:00,2022-04-26 15:19:00
223,Wareneingang,Hochregallager,2022-04-26 01:42:00,2022-04-26 02:41:00
935,Hochregallager,Packplatz,2022-04-26 13:20:00,2022-04-26 16:27:00
935,Wareneingang,Hochregallager,2022-04-26 07:28:00,2022-04-26 09:49:00
684,Hochregallager,Packplatz,2022-04-26 11:04:00,2022-04-26 11:38:00
684,Wareneingang,Hochregallager,2022-04-26 04:24:00,2022-04-26 08:22:00
311,Hochregallager,Packplatz,2022-04-26 10:03:00,2022-04-26 11:40:00
311,Wareneingang,Hochregallager,2022-04-26 11:25:00,2022-04-26 11:41:00
291,Hochregallager,Packplatz,2022-04-26 10:56:00,2022-04-26 14:43:00
291,Wareneingang,Hochregallager,2022-04-26 07:12:00,2022-04-26 10:13:00
481,Hochregallager,Packplatz,2022-04-26 14:51:00,2022-04-26 18:09:00
481,Wareneingang,Hochregallager,2022-04-26 10:20:00,2022-04-26 12:17:00
816,Hochregallager,Packplatz,2022-04-26 13:32:00,2022-04-26 13:47:00
816,Wareneingang,Hochregallager,2022-04-26 11:15:00,2022-04-26 12:14:00
883,Hochregallager,Packplatz,2022-04-26 12:51:00,2022-04-26 15:50:00
883,Wareneingang,Hochregallager,2022-04-25 19:53:00,2022-04-25 23:42:00
548,Hochregallager,Packplatz,2022-04-26 11:38:00,2022-04-26 13:26:00
548,Wareneingang,Hochregallager,2022-04-26 09:36:00,2022-04-26 10:49:00
241,Hochregallager,Packplatz,2022-04-26 07:28:00,2022-04-26 09:46:00
241,Wareneingang,Hochregallager,2022-04-26 00:56:00,2022-04-26 02:22:00
987,Hochregallager,Packplatz,2022-04-26 12:11:00,2022-04-26 16:01:00
987,Wareneingang,Hochregallager,2022-04-26 04:16:00,2022-04-26 05:58:00
406,Hochregallager,Packplatz,2022-04-26 15:11:00,2022-04-26 18:09:00
406,Wareneingang,Hochregallager,2022-04-26 03:08:00,2022-04-26 06:53:00
213,Hochregallager,Packplatz,2022-04-26 14:01:00,2022-04-26 14:09:00
213,Wareneingang,Hochregallager,2022-04-26 04:07:00,2022-04-26 05:31:00
811,Hochregallager,Packplatz,2022-04-26 11:46:00,2022-04-26 14:05:00
811,Wareneingang,Hochregallager,2022-04-25 15:00:00,2022-04-25 16:34:00
518,Hochregallager,Packplatz,2022-04-26 10:56:00,2022-04-26 13:36:00
518,Wareneingang,Hochregallager,2022-04-26 06:48:00,2022-04-26 09:34:00
550,Hochregallager,Packplatz,2022-04-26 08:28:00,2022-04-26 11:46:00
550,Wareneingang,Hochregallager,2022-04-26 10:52:00,2022-04-26 14:46:00
991,Hochregallager,Packplatz,2022-04-26 13:54:00,2022-04-26 15:04:00
991,Wareneingang,Hochregallager,2022-04-26 01:47:00,2022-04-26 04:52:00
598,Hochregallager,Packplatz,2022-04-26 09:29:00,2022-04-26 12:38:00
598,Wareneingang,Hochregallager,2022-04-26 14:20:00,2022-04-26 14:24:00
588,Hochregallager,Packplatz,2022-04-26 12:43:00,2022-04-26 14:52:00
588,Wareneingang,Hochregallager,2022-04-25 18:58:00,2022-04-25 20:27:00
921,Hochregallager,Packplatz,2022-04-26 07:00:00,2022-04-26 10:52:00
921,Wareneingang,Hochregallager,2022-04-26 13:32:00,2022-04-26 15:46:00
523,Hochregallager,Packplatz,2022-04-26 14:01:00,2022-04-26 15:57:00
523,Wareneingang,Hochregallager,2022-04-26 06:50:00,2022-04-26 07:50:00
919,Hochregallager,Packplatz,2022-04-26 12:35:00,2022-04-26 16:05:00
919,Wareneingang,Hochregallager,2022-04-26 06:06:00,2022-04-26 07:15:00
563,Hochregallager,Packplatz,2022-04-26 15:04:00,2022-04-26 15:34:00
563,Wareneingang,Hochregallager,2022-04-26 03:14:00,2022-04-26 07:13:00
815,Hochregallager,Packplatz,2022-04-26 11:49:00,2022-04-26 12:45:00
