Auftragsnummer,Versand_ID,Verladestart,Verladeende,Versand_SOLL
9924,92,26.04.2022 20:06,26.04.2022 21:41,26.04.2022 20:36
3740,82,26.04.2022 22:44,27.04.2022 01:46,26.04.2022 23:14
2890,40,26.04.2022 17:10,26.04.2022 19:04,26.04.2022 17:40
3286,48,26.04.2022 16:23,26.04.2022 17:47,26.04.2022 16:53
4412,56,26.04.2022 19:06,26.04.2022 20:27,26.04.2022 19:36
5664,50,26.04.2022 19:10,26.04.2022 19:36,26.04.2022 19:40
7514,43,26.04.2022 18:38,26.04.2022 22:15,26.04.2022 19:08
9390,46,26.04.2022 19:00,26.04.2022 21:52,26.04.2022 19:30
4931,22,26.04.2022 19:33,26.04.2022 20:41,26.04.2022 20:03
9276,63,26.04.2022 21:31,26.04.2022 23:24,26.04.2022 22:01
2866,16,26.04.2022 19:15,26.04.2022 21:26,26.04.2022 19:45
2392,33,26.04.2022 17:14,26.04.2022 18:15,26.04.2022 17:44
6610,46,26.04.2022 19:17,26.04.2022 23:06,26.04.2022 19:47
7347,99,26.04.2022 19:50,26.04.2022 22:07,26.04.2022 20:20
5827,94,26.04.2022 19:56,26.04.2022 21:20,26.04.2022 20:26
7891,62,26.04.2022 16:30,26.04.2022 19:18,26.04.2022 17:00
8674,13,26.04.2022 17:48,26.04.2022 20:12,26.04.2022 18:18
6916,78,26.04.2022 14:07,26.04.2022 16:35,26.04.2022 14:37
6006,70,26.04.2022 16:05,26.04.2022 19:54,26.04.2022 16:35
8650,34,26.04.2022 18:59,26.04.2022 20:19,26.04.2022 19:29
6581,48,26.04.2022 17:51,26.04.2022 21:51,26.04.2022 18:21
1665,51,26.04.2022 15:29,26.04.2022 16:18,26.04.2022 15:59
4405,49,26.04.2022 20:19,26.04.2022 23:20,26.04.2022 20:49
2759,87,26.04.2022 18:04,26.04.2022 19:01,26.04.2022 18:34
4581,81,26.04.2022 18:10,26.04.2022 18:40,26.04.2022 18:40
9007,72,26.04.2022 19:12,26.04.2022 22:30,26.04.2022 19:42
2911,85,26.04.2022 19:02,26.04.2022 22:18,26.04.2022 19:32
2875,53,26.04.2022 14:25,26.04.2022 15:02,26.04.2022 14:55
4400,58,26.04.2022 20:49,27.04.2022 00:47,26.04.2022 21:19
7736,25,26.04.2022 15:46,26.04.2022 18:14,26.04.2022 16:16
7880,13,26.04.2022 18:39,26.04.2022 21:56,26.04.2022 19:09
8242,60,26.04.2022 20:01,26.04.2022 23:12,26.04.2022 20:31
4230,32,26.04.2022 17:41,26.04.2022 18:43,26.04.2022 18:11
8544,36,26.04.2022 15:48,26.04.2022 17:29,26.04.2022 16:18
6354,66,26.04.2022 15:16,26.04.2022 17:57,26.04.2022 15:46
5547,75,26.04.2022 19:19,26.04.2022 21:47,26.04.2022 19:49
6338,94,26.04.2022 17:36,26.04.2022 17:59,26.04.2022 18:06
7633,87,26.04.2022 18:03,26.04.2022 18:24,26.04.2022 18:33
7177,27,26.04.2022 20:32,26.04.2022 22:33,26.04.2022 21:02
9973,23,26.04.2022 20:05,26.04.2022 21:48,26.04.2022 20:35
2758,57,26.04.2022 18:00,26.04.2022 20:04,26.04.2022 18:30
4016,68,26.04.2022 19:04,26.04.2022 22:39,26.04.2022 19:34
1784,59,26.04.2022 18:00,26.04.2022 21:30,26.04.2022 18:30
8914,64,26.04.2022 19:15,26.04.2022 19:18,26.04.2022 19:45
2717,33,26.04.2022 18:22,26.04.2022 18:26,26.04.2022 18:52
1811,85,26.04.2022 15:31,26.04.2022 18:19,26.04.2022 16:01
3874,91,26.04.2022 20:23,26.04.2022 22:36,26.04.2022 20:53
6223,60,26.04.2022 18:32,26.04.2022 21:00,26.04.2022 19:02
5672,92,26.04.2022 17:00,26.04.2022 20:24,26.04.2022 17:30
2367,63,26.04.2022 14:50,26.04.2022 17:33,26.04.2022 15:20
1974,75,26.04.2022 12:55,26.04.2022 15:41,26.04.2022 13:25
3537,93,26.04.2022 17:54,26.04.2022 21:31,26.04.2022 18:24
9980,45,26.04.2022 21:54,27.04.2022 00:57,26.04.2022 22:24
1308,82,26.04.2022 20:33,26.04.2022 22:51,26.04.2022 21:03
2897,92,26.04.2022 18:37,26.04.2022 22:07,26.04.2022 19:07
7544,39,26.04.2022 18:14,26.04.2022 20:03,26.04.2022 18:44
1010,45,26.04.2022 18:43,26.04.2022 21:20,26.04.2022 19:13
2941,19,26.04.2022 19:38,26.04.2022 22:51,26.04.2022 20:08
3103,80,26.04.2022 13:58,26.04.2022 16:13,26.04.2022 14:28
8556,54,26.04.2022 15:19,26.04.2022 16:24,26.04.2022 15:49
5632,67,26.04.2022 21:06,27.04.2022 00:18,26.04.2022 21:36
9214,77,26.04.2022 18:31,26.04.2022 20:33,26.04.2022 19:01
7028,75,26.04.2022 17:00,26.04.2022 18:15,26.04.2022 17:30
5180,11,26.04.2022 13:53,26.04.2022 15:44,26.04.2022 14:23
3738,53,26.04.2022 21:51,27.04.2022 01:23,26.04.2022 22:21
4648,25,26.04.2022 18:59,26.04.2022 19:08,26.04.2022 19:29
3283,19,26.04.2022 19:09,26.04.2022 22:54,26.04.2022 19:39
9340,62,26.04.2022 19:04,26.04.2022 20:48,26.04.2022 19:34
6738,21,26.04.2022 16:29,26.04.2022 17:58,26.04.2022 16:59
1573,26,26.04.2022 19:22,26.04.2022 21:08,26.04.2022 19:52
3106,47,26.04.2022 15:22,26.04.2022 18:02,26.04.2022 15:52
3907,40,26.04.2022 15:48,26.04.2022 17:54,26.04.2022 16:18
3973,20,26.04.2022 14:59,26.04.2022 15:15,26.04.2022 15:29
2383,70,26.04.2022 16:15,26.04.2022 16:22,26.04.2022 16:45
1593,66,26.04.2022 15:46,26.04.2022 18:44,26.04.2022 16:16
1142,10,26.04.2022 21:42,27.04.2022 01:42,26.04.2022 22:12
9086,13,26.04.2022 17:19,26.04.2022 18:47,26.04.2022 17:49
1456,23,26.04.2022 18:46,26.04.2022 18:51,26.04.2022 19:16
5128,14,26.04.2022 17:37,26.04.2022 21:27,26.04.2022 18:07
3340,21,26.04.2022 20:29,26.04.2022 23:35,26.04.2022 20:59
9748,86,26.04.2022 15:21,26.04.2022 16:43,26.04.2022 15:51
2310,28,26.04.2022 18:41,26.04.2022 19:02,26.04.2022 19:11
4450,60,26.04.2022 19:24,26.04.2022 19:59,26.04.2022 19:54
9454,89,26.04.2022 16:01,26.04.2022 17:33,26.04.2022 16:31
3864,56,26.04.2022 20:36,26.04.2022 21:11,26.04.2022 21:06
5260,84,26.04.2022 18:29,26.04.2022 20:37,26.04.2022 18:59
4622,86,26.04.2022 16:21,26.04.2022 20:06,26.04.2022 16:51
6894,11,26.04.2022 16:14,26.04.2022 19:50,26.04.2022 16:44
8298,16,26.04.2022 15:18,26.04.2022 18:24,26.04.2022 15:48
6083,93,26.04.2022 17:30,26.04.2022 17:36,26.04.2022 18:00
7340,70,26.04.2022 19:40,26.04.2022 20:48,26.04.2022 20:10
1998,33,26.04.2022 19:41,26.04.2022 20:07,26.04.2022 20:11
2788,95,26.04.2022 21:25,26.04.2022 21:56,26.04.2022 21:55
8824,95,26.04.2022 17:50,26.04.2022 20:18,26.04.2022 18:20
9365,94,26.04.2022 16:25,26.04.2022 19:42,26.04.2022 16:55
2995,36,26.04.2022 18:19,26.04.2022 18:27,26.04.2022 18:49
2566,53,26.04.2022 20:00,26.04.2022 20:52,26.04.2022 20:30
6637,30,26.04.2022 20:01,26.04.2022 23:18,26.04.2022 20:31
6680,69,26.04.2022 18:15,26.04.2022 19:40,26.04.2022 18:45
8306,48,26.04.2022 15:58,26.04.2022 16:52,26.04.2022 16:28
3193,97,26.04.2022 17:57,26.04.2022 18:59,26.04.2022 18:27
6119,12,26.04.2022 15:56,26.04.2022 19:15,26.04.2022 16:26
7265,24,26.04.2022 18:12,26.04.2022 20:54,26.04.2022 18:42
4120,45,26.04.2022 17:39,26.04.2022 19:30,26.04.2022 18:09
3210,38,26.04.2022 18:20,26.04.2022 21:51,26.04.2022 18:50
3818,67,26.04.2022 19:34,26.04.2022 23:21,26.04.2022 20:04
1158,91,26.04.2022 19:07,26.04.2022 21:27,26.04.2022 19:37
9544,17,26.04.2022 18:33,26.04.2022 21:51,26.04.2022 19:03
7742,82,26.04.2022 22:51,27.04.2022 02:10,26.04.2022 23:21
4470,80,26.04.2022 19:27,26.04.2022 21:57,26.04.2022 19:57
8512,53,26.04.2022 16:56,26.04.2022 20:22,26.04.2022 17:26
5450,14,26.04.2022 16:51,26.04.2022 17:22,26.04.2022 17:21
7386,88,26.04.2022 18:25,26.04.2022 20:19,26.04.2022 18:55
2562,17,26.04.2022 17:51,26.04.2022 19:30,26.04.2022 18:21
7795,57,26.04.2022 17:36,26.04.2022 21:01,26.04.2022 18:06
4242,66,26.04.2022 19:36,26.04.2022 19:38,26.04.2022 20:06
5281,87,26.04.2022 18:11,26.04.2022 18:34,26.04.2022 18:41
7947,36,26.04.2022 17:11,26.04.2022 18:35,26.04.2022 17:41
2065,78,26.04.2022 20:44,26.04.2022 22:34,26.04.2022 21:14
3564,26,26.04.2022 18:44,26.04.2022 19:34,26.04.2022 19:14
1581,92,26.04.2022 19:46,26.04.2022 20:12,26.04.2022 20:16
1189,59,26.04.2022 20:13,27.04.2022 00:03,26.04.2022 20:43
3367,27,26.04.2022 18:40,26.04.2022 21:17,26.04.2022 19:10
3788,90,26.04.2022 21:14,26.04.2022 23:35,26.04.2022 21:44
6658,98,26.04.2022 19:18,26.04.2022 22:58,26.04.2022 19:48
6600,69,26.04.2022 16:54,26.04.2022 18:02,26.04.2022 17:24
2542,34,26.04.2022 18:44,26.04.2022 20:31,26.04.2022 19:14
9526,69,26.04.2022 21:06,26.04.2022 21:18,26.04.2022 21:36
7591,95,26.04.2022 17:00,26.04.2022 19:46,26.04.2022 17:30
2146,66,26.04.2022 17:39,26.04.2022 21:03,26.04.2022 18:09
1114,50,26.04.2022 21:37,27.04.2022 00:01,26.04.2022 22:07
9938,70,26.04.2022 18:35,26.04.2022 19:33,26.04.2022 19:05
8748,31,26.04.2022 19:28,26.04.2022 21:28,26.04.2022 19:58
1885,36,26.04.2022 18:00,26.04.2022 19:14,26.04.2022 18:30
3704,99,26.04.2022 18:31,26.04.2022 20:29,26.04.2022 19:01
8978,12,26.04.2022 17:35,26.04.2022 18:17,26.04.2022 18:05
1883,85,26.04.2022 21:22,26.04.2022 21:36,26.04.2022 21:52
8066,29,26.04.2022 21:16,26.04.2022 23:00,26.04.2022 21:46
7817,92,26.04.2022 19:05,26.04.2022 21:30,26.04.2022 19:35
7894,34,26.04.2022 20:47,26.04.2022 21:52,26.04.2022 21:17
7384,42,26.04.2022 16:24,26.04.2022 19:38,26.04.2022 16:54
8425,86,26.04.2022 18:06,26.04.2022 19:23,26.04.2022 18:36
9526,11,26.04.2022 15:44,26.04.2022 18:16,26.04.2022 16:14
6372,33,26.04.2022 18:59,26.04.2022 19:47,26.04.2022 19:29
8737,31,26.04.2022 19:55,26.04.2022 21:09,26.04.2022 20:25
2949,96,26.04.2022 17:27,26.04.2022 19:37,26.04.2022 17:57
4617,61,26.04.2022 16:27,26.04.2022 18:39,26.04.2022 16:57
6294,98,26.04.2022 19:51,26.04.2022 23:49,26.04.2022 20:21
1892,55,26.04.2022 19:48,26.04.2022 21:22,26.04.2022 20:18
3370,41,26.04.2022 20:02,26.04.2022 20:08,26.04.2022 20:32
2146,24,26.04.2022 20:15,26.04.2022 20:53,26.04.2022 20:45
6378,61,26.04.2022 17:46,26.04.2022 20:09,26.04.2022 18:16
4478,55,26.04.2022 16:22,26.04.2022 19:32,26.04.2022 16:52
3808,61,26.04.2022 21:47,27.04.2022 01:06,26.04.2022 22:17
8550,42,26.04.2022 19:36,26.04.2022 20:39,26.04.2022 20:06
5566,65,26.04.2022 16:17,26.04.2022 17:07,26.04.2022 16:47
1259,17,26.04.2022 17:18,26.04.2022 17:56,26.04.2022 17:48
1105,97,26.04.2022 18:10,26.04.2022 20:26,26.04.2022 18:40
7282,75,26.04.2022 20:12,26.04.2022 22:28,26.04.2022 20:42
3782,51,26.04.2022 15:21,26.04.2022 17:36,26.04.2022 15:51
3331,98,26.04.2022 19:11,26.04.2022 21:06,26.04.2022 19:41
6846,25,26.04.2022 16:32,26.04.2022 17:14,26.04.2022 17:02
8773,23,26.04.2022 16:10,26.04.2022 17:53,26.04.2022 16:40
8292,49,26.04.2022 15:39,26.04.2022 19:28,26.04.2022 16:09
7182,92,26.04.2022 16:04,26.04.2022 17:59,26.04.2022 16:34
4453,61,26.04.2022 16:31,26.04.2022 19:51,26.04.2022 17:01
5478,82,26.04.2022 16:41,26.04.2022 20:38,26.04.2022 17:11
7110,26,26.04.2022 18:41,26.04.2022 22:24,26.04.2022 19:11
2816,58,26.04.2022 15:53,26.04.2022 18:15,26.04.2022 16:23
1515,39,26.04.2022 14:04,26.04.2022 15:11,26.04.2022 14:34
5581,82,26.04.2022 19:02,26.04.2022 20:02,26.04.2022 19:32
9922,24,26.04.2022 20:10,26.04.2022 23:58,26.04.2022 20:40
5324,86,26.04.2022 15:48,26.04.2022 19:26,26.04.2022 16:18
9508,60,26.04.2022 18:12,26.04.2022 21:43,26.04.2022 18:42
2788,57,26.04.2022 15:43,26.04.2022 16:03,26.04.2022 16:13
2368,60,26.04.2022 18:12,26.04.2022 20:13,26.04.2022 18:42
5427,73,26.04.2022 17:51,26.04.2022 20:17,26.04.2022 18:21
9874,48,26.04.2022 15:05,26.04.2022 16:10,26.04.2022 15:35
3397,91,26.04.2022 19:35,26.04.2022 19:39,26.04.2022 20:05
3882,23,26.04.2022 17:13,26.04.2022 18:45,26.04.2022 17:43
2905,20,26.04.2022 17:33,26.04.2022 19:13,26.04.2022 18:03
1311,85,26.04.2022 23:18,27.04.2022 03:14,26.04.2022 23:48
8216,26,26.04.2022 19:44,26.04.2022 22:59,26.04.2022 20:14
8722,92,26.04.2022 18:39,26.04.2022 20:14,26.04.2022 19:09
2624,64,26.04.2022 23:18,27.04.2022 02:06,26.04.2022 23:48
5293,88,26.04.2022 18:38,26.04.2022 20:02,26.04.2022 19:08
2512,64,26.04.2022 20:22,26.04.2022 22:49,26.04.2022 20:52
2911,54,26.04.2022 20:39,26.04.2022 22:20,26.04.2022 21:09
4675,95,26.04.2022 19:18,26.04.2022 20:25,26.04.2022 19:48
1888,46,26.04.2022 21:14,26.04.2022 22:35,26.04.2022 21:44
9259,74,26.04.2022 21:23,26.04.2022 23:29,26.04.2022 21:53
6724,73,26.04.2022 19:53,26.04.2022 19:58,26.04.2022 20:23
8070,45,26.04.2022 17:29,26.04.2022 19:19,26.04.2022 17:59
4974,44,26.04.2022 22:10,27.04.2022 00:25,26.04.2022 22:40
4895,33,26.04.2022 18:07,26.04.2022 22:02,26.04.2022 18:37
8695,41,26.04.2022 15:52,26.04.2022 18:41,26.04.2022 16:22
5576,96,26.04.2022 20:34,26.04.2022 21:36,26.04.2022 21:04
7097,87,26.04.2022 21:26,27.04.2022 00:33,26.04.2022 21:56
8260,78,26.04.2022 17:38,26.04.2022 18:14,26.04.2022 18:08
9325,68,26.04.2022 16:36,26.04.2022 18:41,26.04.2022 17:06
7147,29,26.04.2022 21:41,26.04.2022 23:43,26.04.2022 22:11
4456,75,26.04.2022 18:14,26.04.2022 19:12,26.04.2022 18:44
4897,69,26.04.2022 18:15,26.04.2022 19:01,26.04.2022 18:45
5996,23,26.04.2022 22:03,26.04.2022 22:26,26.04.2022 22:33
6748,37,26.04.2022 19:21,26.04.2022 22:16,26.04.2022 19:51
2662,86,26.04.2022 20:39,26.04.2022 21:37,26.04.2022 21:09
7296,64,26.04.2022 16:47,26.04.2022 18:36,26.04.2022 17:17
2172,27,26.04.2022 16:36,26.04.2022 18:53,26.04.2022 17:06
1520,90,26.04.2022 18:24,26.04.2022 19:34,26.04.2022 18:54
3172,41,26.04.2022 22:18,27.04.2022 00:19,26.04.2022 22:48
7591,84,26.04.2022 20:08,26.04.2022 23:57,26.04.2022 20:38
4282,50,26.04.2022 20:51,26.04.2022 21:52,26.04.2022 21:21
9799,88,26.04.2022 17:25,26.04.2022 19:28,26.04.2022 17:55
8844,20,26.04.2022 17:36,26.04.2022 20:01,26.04.2022 18:06
3477,81,26.04.2022 20:03,26.04.2022 22:04,26.04.2022 20:33
7842,74,26.04.2022 19:55,26.04.2022 23:45,26.04.2022 20:25
5702,36,26.04.2022 20:05,26.04.2022 23:38,26.04.2022 20:35
7534,55,26.04.2022 21:35,26.04.2022 23:19,26.04.2022 22:05
4792,19,26.04.2022 22:05,26.04.2022 23:58,26.04.2022 22:35
3069,14,26.04.2022 20:04,26.04.2022 21:16,26.04.2022 20:34
4502,71,26.04.2022 20:18,26.04.2022 21:20,26.04.2022 20:48
3512,68,26.04.2022 15:54,26.04.2022 19:09,26.04.2022 16:24
7360,60,26.04.2022 21:33,26.04.2022 22:54,26.04.2022 22:03
1699,31,26.04.2022 16:43,26.04.2022 18:06,26.04.2022 17:13
8591,85,26.04.2022 21:16,26.04.2022 22:46,26.04.2022 21:46
3331,78,26.04.2022 19:35,26.04.2022 23:09,26.04.2022 20:05
1450,58,26.04.2022 20:53,27.04.2022 00:35,26.04.2022 21:23
2080,54,26.04.2022 19:26,26.04.2022 20:55,26.04.2022 19:56
1669,19,26.04.2022 19:21,26.04.2022 22:54,26.04.2022 19:51
1408,99,26.04.2022 17:13,26.04.2022 20:30,26.04.2022 17:43
3106,48,26.04.2022 18:44,26.04.2022 20:00,26.04.2022 19:14
3790,10,26.04.2022 17:21,26.04.2022 21:18,26.04.2022 17:51
3726,67,26.04.2022 21:28,26.04.2022 22:40,26.04.2022 21:58
8218,66,26.04.2022 19:19,26.04.2022 22:54,26.04.2022 19:49
1105,18,26.04.2022 18:48,26.04.2022 18:59,26.04.2022 19:18
1021,59,26.04.2022 16:22,26.04.2022 17:09,26.04.2022 16:52
8796,40,26.04.2022 17:16,26.04.2022 18:45,26.04.2022 17:46
4102,48,26.04.2022 21:29,26.04.2022 22:14,26.04.2022 21:59
3601,39,26.04.2022 21:11,26.04.2022 23:01,26.04.2022 21:41
1975,65,26.04.2022 15:45,26.04.2022 16:08,26.04.2022 16:15
2393,67,26.04.2022 18:15,26.04.2022 19:51,26.04.2022 18:45
9426,40,26.04.2022 14:38,26.04.2022 18:36,26.04.2022 15:08
8006,39,26.04.2022 18:34,26.04.2022 20:47,26.04.2022 19:04
1007,26,26.04.2022 18:33,26.04.2022 18:41,26.04.2022 19:03
6948,29,26.04.2022 19:27,26.04.2022 19:59,26.04.2022 19:57
5164,16,26.04.2022 18:13,26.04.2022 19:34,26.04.2022 18:43
1362,38,26.04.2022 20:03,26.04.2022 21:03,26.04.2022 20:33
6709,66,26.04.2022 18:22,26.04.2022 19:34,26.04.2022 18:52
7747,33,26.04.2022 21:28,26.04.2022 21:54,26.04.2022 21:58
8568,37,26.04.2022 18:32,26.04.2022 21:32,26.04.2022 19:02
7981,59,26.04.2022 16:39,26.04.2022 17:32,26.04.2022 17:09
6560,83,26.04.2022 19:46,26.04.2022 22:46,26.04.2022 20:16
4207,70,26.04.2022 18:38,26.04.2022 21:49,26.04.2022 19:08
5088,99,26.04.2022 18:59,26.04.2022 20:13,26.04.2022 19:29
4520,86,26.04.2022 22:20,26.04.2022 23:03,26.04.2022 22:50
2071,18,26.04.2022 19:25,26.04.2022 20:01,26.04.2022 19:55
8352,69,26.04.2022 18:55,26.04.2022 22:14,26.04.2022 19:25
6085,91,26.04.2022 18:08,26.04.2022 21:36,26.04.2022 18:38
3054,13,26.04.2022 18:44,26.04.2022 22:26,26.04.2022 19:14
2899,31,26.04.2022 15:27,26.04.2022 17:08,26.04.2022 15:57
1159,64,26.04.2022 14:26,26.04.2022 15:16,26.04.2022 14:56
8689,98,26.04.2022 16:48,26.04.2022 17:36,26.04.2022 17:18
6638,58,26.04.2022 16:04,26.04.2022 18:17,26.04.2022 16:34
9505,38,26.04.2022 19:09,26.04.2022 21:24,26.04.2022 19:39
1420,83,26.04.2022 14:48,26.04.2022 15:06,26.04.2022 15:18
6388,47,26.04.2022 16:34,26.04.2022 17:33,26.04.2022 17:04
4672,45,26.04.2022 17:30,26.04.2022 18:48,26.04.2022 18:00
2824,27,26.04.2022 22:06,26.04.2022 23:11,26.04.2022 22:36
2288,61,26.04.2022 17:44,26.04.2022 20:27,26.04.2022 18:14
1828,60,26.04.2022 19:53,26.04.2022 20:41,26.04.2022 20:23
7658,52,26.04.2022 21:25,26.04.2022 23:42,26.04.2022 21:55
4016,72,26.04.2022 20:11,26.04.2022 23:58,26.04.2022 20:41
2386,93,26.04.2022 19:39,26.04.2022 22:14,26.04.2022 20:09
1982,22,26.04.2022 20:36,26.04.2022 20:39,26.04.2022 21:06
3818,29,26.04.2022 17:37,26.04.2022 21:18,26.04.2022 18:07
6532,35,26.04.2022 16:51,26.04.2022 18:33,26.04.2022 17:21
3571,98,26.04.2022 19:45,26.04.2022 21:43,26.04.2022 20:15
7660,35,26.04.2022 16:18,26.04.2022 16:40,26.04.2022 16:48
6883,13,26.04.2022 19:56,26.04.2022 21:34,26.04.2022 20:26
5388,10,26.04.2022 21:15,26.04.2022 22:17,26.04.2022 21:45
6232,85,26.04.2022 17:41,26.04.2022 21:41,26.04.2022 18:11
8218,48,26.04.2022 19:26,26.04.2022 21:37,26.04.2022 19:56
6390,43,26.04.2022 15:28,26.04.2022 19:07,26.04.2022 15:58
8632,11,26.04.2022 18:19,26.04.2022 21:12,26.04.2022 18:49
3559,22,26.04.2022 21:07,26.04.2022 22:08,26.04.2022 21:37
5989,14,26.04.2022 17:49,26.04.2022 21:41,26.04.2022 18:19
6922,29,26.04.2022 16:22,26.04.2022 19:09,26.04.2022 16:52
8667,10,26.04.2022 18:11,26.04.2022 20:06,26.04.2022 18:41
1276,34,26.04.2022 16:24,26.04.2022 18:22,26.04.2022 16:54
9696,94,26.04.2022 16:54,26.04.2022 19:00,26.04.2022 17:24
8131,23,26.04.2022 19:04,26.04.2022 20:37,26.04.2022 19:34
3739,53,26.04.2022 18:45,26.04.2022 21:00,26.04.2022 19:15
4810,10,26.04.2022 19:24,26.04.2022 20:01,26.04.2022 19:54
3181,30,26.04.2022 18:41,26.04.2022 21:19,26.04.2022 19:11
2722,33,26.04.2022 19:47,26.04.2022 22:53,26.04.2022 20:17
8854,11,26.04.2022 19:17,26.04.2022 22:22,26.04.2022 19:47
3886,75,26.04.2022 19:54,26.04.2022 23:52,26.04.2022 20:24
3906,65,26.04.2022 17:19,26.04.2022 18:57,26.04.2022 17:49
4340,86,26.04.2022 19:30,26.04.2022 22:57,26.04.2022 20:00
9710,65,26.04.2022 17:58,26.04.2022 20:36,26.04.2022 18:28
3034,22,26.04.2022 18:22,26.04.2022 20:36,26.04.2022 18:52
3622,62,26.04.2022 16:27,26.04.2022 16:41,26.04.2022 16:57
5332,12,26.04.2022 19:19,26.04.2022 20:45,26.04.2022 19:49
1448,99,26.04.2022 18:39,26.04.2022 21:44,26.04.2022 19:09
8578,40,26.04.2022 18:07,26.04.2022 21:43,26.04.2022 18:37
7234,85,26.04.2022 16:21,26.04.2022 19:12,26.04.2022 16:51
4492,51,26.04.2022 18:27,26.04.2022 19:12,26.04.2022 18:57
2821,92,26.04.2022 16:36,26.04.2022 17:54,26.04.2022 17:06
4015,26,26.04.2022 22:34,26.04.2022 23:12,26.04.2022 23:04
4894,43,26.04.2022 17:29,26.04.2022 17:35,26.04.2022 17:59
1622,81,26.04.2022 20:01,26.04.2022 20:48,26.04.2022 20:31
2628,62,26.04.2022 16:35,26.04.2022 18:30,26.04.2022 17:05
1171,62,26.04.2022 18:34,26.04.2022 21:47,26.04.2022 19:04
4885,36,26.04.2022 19:24,26.04.2022 20:09,26.04.2022 19:54
7201,62,26.04.2022 21:11,26.04.2022 21:55,26.04.2022 21:41
3278,98,26.04.2022 15:04,26.04.2022 18:30,26.04.2022 15:34
2181,36,26.04.2022 15:49,26.04.2022 17:56,26.04.2022 16:19
4587,96,26.04.2022 18:41,26.04.2022 20:36,26.04.2022 19:11
4446,24,26.04.2022 19:16,26.04.2022 22:54,26.04.2022 19:46
4466,28,26.04.2022 19:53,26.04.2022 23:52,26.04.2022 20:23
2364,65,26.04.2022 16:23,26.04.2022 19:14,26.04.2022 16:53
2773,60,26.04.2022 20:07,26.04.2022 22:03,26.04.2022 20:37
9376,80,26.04.2022 22:28,27.04.2022 00:31,26.04.2022 22:58
5108,46,26.04.2022 20:42,27.04.2022 00:25,26.04.2022 21:12
7313,75,26.04.2022 20:56,27.04.2022 00:23,26.04.2022 21:26
3913,57,26.04.2022 20:48,26.04.2022 21:13,26.04.2022 21:18
8566,47,26.04.2022 21:04,26.04.2022 22:57,26.04.2022 21:34
5670,66,27.04.2022 00:03,27.04.2022 02:21,27.04.2022 00:33
2492,34,26.04.2022 18:48,26.04.2022 18:57,26.04.2022 19:18
9322,86,26.04.2022 17:19,26.04.2022 17:35,26.04.2022 17:49
5882,89,26.04.2022 16:50,26.04.2022 18:00,26.04.2022 17:20
1954,26,26.04.2022 20:31,27.04.2022 00:26,26.04.2022 21:01
5100,71,26.04.2022 19:28,26.04.2022 21:24,26.04.2022 19:58
9516,51,26.04.2022 18:07,26.04.2022 19:40,26.04.2022 18:37
8634,37,26.04.2022 21:36,26.04.2022 21:46,26.04.2022 22:06
4390,35,26.04.2022 17:41,26.04.2022 19:30,26.04.2022 18:11
3766,15,26.04.2022 18:56,26.04.2022 20:52,26.04.2022 19:26
5803,13,26.04.2022 18:21,26.04.2022 19:02,26.04.2022 18:51
5979,71,26.04.2022 15:29,26.04.2022 17:16,26.04.2022 15:59
4284,56,26.04.2022 17:08,26.04.2022 17:40,26.04.2022 17:38
5102,34,26.04.2022 18:10,26.04.2022 19:05,26.04.2022 18:40
9772,61,26.04.2022 20:32,26.04.2022 21:42,26.04.2022 21:02
8587,78,26.04.2022 18:06,26.04.2022 20:05,26.04.2022 18:36
8992,59,26.04.2022 17:57,26.04.2022 19:36,26.04.2022 18:27
8113,14,26.04.2022 19:26,26.04.2022 20:35,26.04.2022 19:56
9398,21,26.04.2022 18:02,26.04.2022 18:32,26.04.2022 18:32
2029,93,26.04.2022 16:17,26.04.2022 17:36,26.04.2022 16:47
4156,78,26.04.2022 22:00,27.04.2022 00:22,26.04.2022 22:30
8086,58,26.04.2022 19:44,26.04.2022 20:32,26.04.2022 20:14
3212,68,26.04.2022 16:28,26.04.2022 20:07,26.04.2022 16:58
6306,58,26.04.2022 17:41,26.04.2022 18:33,26.04.2022 18:11
1728,39,26.04.2022 17:38,26.04.2022 20:33,26.04.2022 18:08
5406,82,26.04.2022 21:24,26.04.2022 22:36,26.04.2022 21:54
3715,90,26.04.2022 18:12,26.04.2022 18:58,26.04.2022 18:42
2894,19,26.04.2022 16:42,26.04.2022 19:31,26.04.2022 17:12
7111,77,26.04.2022 15:07,26.04.2022 15:58,26.04.2022 15:37
5164,73,26.04.2022 17:36,26.04.2022 17:44,26.04.2022 18:06
3818,38,26.04.2022 19:21,26.04.2022 20:57,26.04.2022 19:51
2856,48,26.04.2022 19:44,26.04.2022 20:52,26.04.2022 20:14
5850,95,26.04.2022 14:04,26.04.2022 14:25,26.04.2022 14:34
7838,69,26.04.2022 21:27,26.04.2022 23:16,26.04.2022 21:57
6094,72,26.04.2022 21:19,27.04.2022 00:56,26.04.2022 21:49
6692,61,26.04.2022 15:01,26.04.2022 15:39,26.04.2022 15:31
5084,11,26.04.2022 19:07,26.04.2022 22:27,26.04.2022 19:37
9478,57,26.04.2022 19:37,26.04.2022 19:58,26.04.2022 20:07
3908,93,26.04.2022 21:35,26.04.2022 22:53,26.04.2022 22:05
9499,39,26.04.2022 16:31,26.04.2022 18:11,26.04.2022 17:01
