case_id,process_activity,Auftragsnummer,Menge,Lagerort_von,Lagerort_nach,Startzeitpunkt,Endzeitpunkt,Verspaetung,Lagerort
65,Waren verladen,3264,224,Warenausgang,Transportmittel,2022-07-18 20:25:00,2022-07-18 22:30:00,True,Transportmittel
24,Ware vereinnahmen,3268,491,Wareneingang,Hochregallager,2022-07-18 12:16:00,2022-07-18 14:34:00,False,Wareneingang
24,Waren lagern,3268,491,Hochregallager,Hochregallager,2022-07-18 14:34:00,2022-07-18 11:11:00,False,Hochregallager
24,Waren kommissionieren,3268,491,Hochregallager,Packplatz,2022-07-18 11:11:00,2022-07-18 13:10:00,False,Packplatz
24,Waren im Warenausgang,3268,491,Packplatz,Warenausgang,2022-07-18 13:10:00,2022-07-18 20:37:00,False,Warenausgang
24,Waren verladen,3268,491,Warenausgang,Transportmittel,2022-07-18 20:37:00,2022-07-18 20:50:00,False,Transportmittel
86,Ware vereinnahmen,3271,224,Wareneingang,Hochregallager,2022-07-18 14:57:00,2022-07-18 15:10:00,True,Wareneingang
86,Waren lagern,3271,224,Hochregallager,Hochregallager,2022-07-18 15:10:00,2022-07-18 22:44:00,True,Hochregallager
86,Waren kommissionieren,3271,224,Hochregallager,Packplatz,2022-07-18 22:44:00,2022-07-18 23:56:00,True,Packplatz
86,Waren im Warenausgang,3271,224,Packplatz,Warenausgang,2022-07-18 23:56:00,2022-07-18 23:42:00,True,Warenausgang
86,Waren verladen,3271,224,Warenausgang,Transportmittel,2022-07-18 23:42:00,2022-07-19 02:36:00,True,Transportmittel
61,Ware vereinnahmen,3271,224,Wareneingang,Hochregallager,2022-07-18 14:57:00,2022-07-18 15:10:00,True,Wareneingang
61,Waren lagern,3271,224,Hochregallager,Hochregallager,2022-07-18 15:10:00,2022-07-18 22:44:00,True,Hochregallager
61,Waren kommissionieren,3271,224,Hochregallager,Packplatz,2022-07-18 22:44:00,2022-07-18 23:56:00,True,Packplatz
61,Waren im Warenausgang,3271,224,Packplatz,Warenausgang,2022-07-18 23:56:00,2022-07-19 01:45:00,True,Warenausgang
61,Waren verladen,3271,224,Warenausgang,Transportmittel,2022-07-19 01:45:00,2022-07-19 04:57:00,True,Transportmittel
72,Ware vereinnahmen,3272,146,Wareneingang,Hochregallager,2022-07-18 14:56:00,2022-07-18 15:12:00,True,Wareneingang
72,Waren lagern,3272,146,Hochregallager,Hochregallager,2022-07-18 15:12:00,2022-07-18 13:02:00,True,Hochregallager
72,Waren kommissionieren,3272,146,Hochregallager,Packplatz,2022-07-18 13:02:00,2022-07-18 13:50:00,True,Packplatz
72,Waren im Warenausgang,3272,146,Packplatz,Warenausgang,2022-07-18 13:50:00,2022-07-18 19:23:00,True,Warenausgang
72,Waren verladen,3272,146,Warenausgang,Transportmittel,2022-07-18 19:23:00,2022-07-18 20:59:00,True,Transportmittel
45,Ware vereinnahmen,3284,462,Wareneingang,Hochregallager,2022-07-18 08:57:00,2022-07-18 11:13:00,True,Wareneingang
45,Waren lagern,3284,462,Hochregallager,Hochregallager,2022-07-18 11:13:00,2022-07-18 16:06:00,True,Hochregallager
45,Waren kommissionieren,3284,462,Hochregallager,Packplatz,2022-07-18 16:06:00,2022-07-18 17:31:00,True,Packplatz
45,Waren im Warenausgang,3284,462,Packplatz,Warenausgang,2022-07-18 17:31:00,2022-07-18 20:18:00,True,Warenausgang
45,Waren verladen,3284,462,Warenausgang,Transportmittel,2022-07-18 20:18:00,2022-07-18 23:15:00,True,Transportmittel
92,Ware vereinnahmen,3289,158,Wareneingang,Hochregallager,2022-07-18 13:01:00,2022-07-18 14:39:00,True,Wareneingang
92,Waren lagern,3289,158,Hochregallager,Hochregallager,2022-07-18 14:39:00,2022-07-18 17:27:00,True,Hochregallager
92,Waren kommissionieren,3289,158,Hochregallager,Packplatz,2022-07-18 17:27:00,2022-07-18 20:52:00,True,Packplatz
92,Waren im Warenausgang,3289,158,Packplatz,Warenausgang,2022-07-18 20:52:00,2022-07-19 01:05:00,True,Warenausgang
92,Waren verladen,3289,158,Warenausgang,Transportmittel,2022-07-19 01:05:00,2022-07-19 03:48:00,True,Transportmittel
63,Ware vereinnahmen,3296,10,Wareneingang,Hochregallager,2022-07-18 01:49:00,2022-07-18 03:08:00,True,Wareneingang
63,Waren lagern,3296,10,Hochregallager,Hochregallager,2022-07-18 03:08:00,2022-07-18 19:47:00,True,Hochregallager
63,Waren kommissionieren,3296,10,Hochregallager,Packplatz,2022-07-18 19:47:00,2022-07-18 20:30:00,True,Packplatz
63,Waren im Warenausgang,3296,10,Packplatz,Warenausgang,2022-07-18 20:30:00,2022-07-18 23:28:00,True,Warenausgang
63,Waren verladen,3296,10,Warenausgang,Transportmittel,2022-07-18 23:28:00,2022-07-19 02:38:00,True,Transportmittel
99,Ware vereinnahmen,3307,320,Wareneingang,Hochregallager,2022-07-18 06:44:00,2022-07-18 08:42:00,True,Wareneingang
99,Waren lagern,3307,320,Hochregallager,Hochregallager,2022-07-18 08:42:00,2022-07-18 19:34:00,True,Hochregallager
99,Waren kommissionieren,3307,320,Hochregallager,Packplatz,2022-07-18 19:34:00,2022-07-18 20:33:00,True,Packplatz
99,Waren im Warenausgang,3307,320,Packplatz,Warenausgang,2022-07-18 20:33:00,2022-07-19 00:11:00,True,Warenausgang
99,Waren verladen,3307,320,Warenausgang,Transportmittel,2022-07-19 00:11:00,2022-07-19 00:49:00,True,Transportmittel
97,Ware vereinnahmen,3326,8,Wareneingang,Hochregallager,2022-07-18 10:31:00,2022-07-18 14:00:00,True,Wareneingang
97,Waren lagern,3326,8,Hochregallager,Hochregallager,2022-07-18 14:00:00,2022-07-18 13:00:00,True,Hochregallager
97,Waren kommissionieren,3326,8,Hochregallager,Packplatz,2022-07-18 13:00:00,2022-07-18 14:49:00,True,Packplatz
97,Waren im Warenausgang,3326,8,Packplatz,Warenausgang,2022-07-18 14:49:00,2022-07-19 01:02:00,True,Warenausgang
97,Waren verladen,3326,8,Warenausgang,Transportmittel,2022-07-19 01:02:00,2022-07-19 04:06:00,True,Transportmittel
87,Ware vereinnahmen,3350,484,Wareneingang,Hochregallager,2022-07-18 15:39:00,2022-07-18 16:54:00,False,Wareneingang
87,Waren lagern,3350,484,Hochregallager,Hochregallager,2022-07-18 16:54:00,2022-07-18 15:42:00,False,Hochregallager
87,Waren kommissionieren,3350,484,Hochregallager,Packplatz,2022-07-18 15:42:00,2022-07-18 19:05:00,False,Packplatz
87,Waren im Warenausgang,3350,484,Packplatz,Warenausgang,2022-07-18 19:05:00,2022-07-18 22:07:00,False,Warenausgang
87,Waren verladen,3350,484,Warenausgang,Transportmittel,2022-07-18 22:07:00,2022-07-18 22:32:00,False,Transportmittel
62,Ware vereinnahmen,3376,54,Wareneingang,Hochregallager,2022-07-18 08:33:00,2022-07-18 09:26:00,True,Wareneingang
62,Waren lagern,3376,54,Hochregallager,Hochregallager,2022-07-18 09:26:00,2022-07-18 18:27:00,True,Hochregallager
62,Waren kommissionieren,3376,54,Hochregallager,Packplatz,2022-07-18 18:27:00,2022-07-18 18:36:00,True,Packplatz
62,Waren im Warenausgang,3376,54,Packplatz,Warenausgang,2022-07-18 18:36:00,2022-07-18 20:30:00,True,Warenausgang
62,Waren verladen,3376,54,Warenausgang,Transportmittel,2022-07-18 20:30:00,2022-07-18 23:28:00,True,Transportmittel
54,Ware vereinnahmen,3382,281,Wareneingang,Hochregallager,2022-07-18 09:28:00,2022-07-18 10:11:00,True,Wareneingang
54,Waren lagern,3382,281,Hochregallager,Hochregallager,2022-07-18 10:11:00,2022-07-18 15:48:00,True,Hochregallager
54,Waren kommissionieren,3382,281,Hochregallager,Packplatz,2022-07-18 15:48:00,2022-07-18 16:14:00,True,Packplatz
54,Waren im Warenausgang,3382,281,Packplatz,Warenausgang,2022-07-18 16:14:00,2022-07-18 19:44:00,True,Warenausgang
54,Waren verladen,3382,281,Warenausgang,Transportmittel,2022-07-18 19:44:00,2022-07-18 21:47:00,True,Transportmittel
78,Ware vereinnahmen,3383,195,Wareneingang,Hochregallager,2022-07-18 06:24:00,2022-07-18 08:28:00,True,Wareneingang
78,Waren lagern,3383,195,Hochregallager,Hochregallager,2022-07-18 08:28:00,2022-07-18 11:28:00,True,Hochregallager
78,Waren kommissionieren,3383,195,Hochregallager,Packplatz,2022-07-18 11:28:00,2022-07-18 15:23:00,True,Packplatz
78,Waren im Warenausgang,3383,195,Packplatz,Warenausgang,2022-07-18 15:23:00,2022-07-18 21:17:00,True,Warenausgang
78,Waren verladen,3383,195,Warenausgang,Transportmittel,2022-07-18 21:17:00,2022-07-18 23:32:00,True,Transportmittel
83,Ware vereinnahmen,3391,251,Wareneingang,Hochregallager,2022-07-18 01:37:00,2022-07-18 03:07:00,False,Wareneingang
83,Waren lagern,3391,251,Hochregallager,Hochregallager,2022-07-18 03:07:00,2022-07-18 16:08:00,False,Hochregallager
83,Waren kommissionieren,3391,251,Hochregallager,Packplatz,2022-07-18 16:08:00,2022-07-18 18:00:00,False,Packplatz
83,Waren im Warenausgang,3391,251,Packplatz,Warenausgang,2022-07-18 18:00:00,2022-07-18 21:32:00,False,Warenausgang
83,Waren verladen,3391,251,Warenausgang,Transportmittel,2022-07-18 21:32:00,2022-07-18 21:58:00,False,Transportmittel
14,Ware vereinnahmen,3402,263,Wareneingang,Hochregallager,2022-07-18 14:27:00,2022-07-18 16:22:00,False,Wareneingang
14,Waren lagern,3402,263,Hochregallager,Hochregallager,2022-07-18 16:22:00,2022-07-18 18:20:00,False,Hochregallager
14,Waren kommissionieren,3402,263,Hochregallager,Packplatz,2022-07-18 18:20:00,2022-07-18 19:32:00,False,Packplatz
14,Waren im Warenausgang,3402,263,Packplatz,Warenausgang,2022-07-18 19:32:00,2022-07-18 22:02:00,False,Warenausgang
14,Waren verladen,3402,263,Warenausgang,Transportmittel,2022-07-18 22:02:00,2022-07-18 22:28:00,False,Transportmittel
83,Ware vereinnahmen,3404,235,Wareneingang,Hochregallager,2022-07-18 07:57:00,2022-07-18 09:02:00,False,Wareneingang
83,Waren lagern,3404,235,Hochregallager,Hochregallager,2022-07-18 09:02:00,2022-07-18 20:03:00,False,Hochregallager
83,Waren kommissionieren,3404,235,Hochregallager,Packplatz,2022-07-18 20:03:00,2022-07-18 22:16:00,False,Packplatz
83,Waren im Warenausgang,3404,235,Packplatz,Warenausgang,2022-07-18 22:16:00,2022-07-19 01:20:00,False,Warenausgang
83,Waren verladen,3404,235,Warenausgang,Transportmittel,2022-07-19 01:20:00,2022-07-19 01:23:00,False,Transportmittel
83,Ware vereinnahmen,3421,289,Wareneingang,Hochregallager,2022-07-18 09:53:00,2022-07-18 12:50:00,True,Wareneingang
83,Waren lagern,3421,289,Hochregallager,Hochregallager,2022-07-18 12:50:00,2022-07-18 20:02:00,True,Hochregallager
83,Waren kommissionieren,3421,289,Hochregallager,Packplatz,2022-07-18 20:02:00,2022-07-18 23:13:00,True,Packplatz
83,Waren im Warenausgang,3421,289,Packplatz,Warenausgang,2022-07-18 23:13:00,2022-07-19 00:38:00,True,Warenausgang
83,Waren verladen,3421,289,Warenausgang,Transportmittel,2022-07-19 00:38:00,2022-07-19 03:11:00,True,Transportmittel
74,Ware vereinnahmen,3452,184,Wareneingang,Hochregallager,2022-07-18 08:16:00,2022-07-18 09:23:00,False,Wareneingang
74,Waren lagern,3452,184,Hochregallager,Hochregallager,2022-07-18 09:23:00,2022-07-18 12:58:00,False,Hochregallager
74,Waren kommissionieren,3452,184,Hochregallager,Packplatz,2022-07-18 12:58:00,2022-07-18 15:32:00,False,Packplatz
74,Waren im Warenausgang,3452,184,Packplatz,Warenausgang,2022-07-18 15:32:00,2022-07-19 00:49:00,False,Warenausgang
74,Waren verladen,3452,184,Warenausgang,Transportmittel,2022-07-19 00:49:00,2022-07-19 01:18:00,False,Transportmittel
32,Ware vereinnahmen,3463,311,Wareneingang,Hochregallager,2022-07-17 19:39:00,2022-07-17 22:34:00,True,Wareneingang
32,Waren lagern,3463,311,Hochregallager,Hochregallager,2022-07-17 22:34:00,2022-07-18 20:16:00,True,Hochregallager
32,Waren kommissionieren,3463,311,Hochregallager,Packplatz,2022-07-18 20:16:00,2022-07-18 22:51:00,True,Packplatz
32,Waren im Warenausgang,3463,311,Packplatz,Warenausgang,2022-07-18 22:51:00,2022-07-19 00:23:00,True,Warenausgang
32,Waren verladen,3463,311,Warenausgang,Transportmittel,2022-07-19 00:23:00,2022-07-19 01:20:00,True,Transportmittel
21,Ware vereinnahmen,3482,196,Wareneingang,Hochregallager,2022-07-18 02:31:00,2022-07-18 04:45:00,True,Wareneingang
21,Waren lagern,3482,196,Hochregallager,Hochregallager,2022-07-18 04:45:00,2022-07-18 17:24:00,True,Hochregallager
21,Waren kommissionieren,3482,196,Hochregallager,Packplatz,2022-07-18 17:24:00,2022-07-18 19:08:00,True,Packplatz
21,Waren im Warenausgang,3482,196,Packplatz,Warenausgang,2022-07-18 19:08:00,2022-07-18 20:36:00,True,Warenausgang
21,Waren verladen,3482,196,Warenausgang,Transportmittel,2022-07-18 20:36:00,2022-07-18 22:06:00,True,Transportmittel
26,Ware vereinnahmen,3484,199,Wareneingang,Hochregallager,2022-07-18 05:22:00,2022-07-18 09:17:00,True,Wareneingang
26,Waren lagern,3484,199,Hochregallager,Hochregallager,2022-07-18 09:17:00,2022-07-18 17:03:00,True,Hochregallager
26,Waren kommissionieren,3484,199,Hochregallager,Packplatz,2022-07-18 17:03:00,2022-07-18 17:59:00,True,Packplatz
26,Waren im Warenausgang,3484,199,Packplatz,Warenausgang,2022-07-18 17:59:00,2022-07-18 21:48:00,True,Warenausgang
26,Waren verladen,3484,199,Warenausgang,Transportmittel,2022-07-18 21:48:00,2022-07-19 01:00:00,True,Transportmittel
67,Ware vereinnahmen,3487,226,Wareneingang,Hochregallager,2022-07-18 07:09:00,2022-07-18 10:35:00,True,Wareneingang
67,Waren lagern,3487,226,Hochregallager,Hochregallager,2022-07-18 10:35:00,2022-07-18 14:34:00,True,Hochregallager
67,Waren kommissionieren,3487,226,Hochregallager,Packplatz,2022-07-18 14:34:00,2022-07-18 17:17:00,True,Packplatz
67,Waren im Warenausgang,3487,226,Packplatz,Warenausgang,2022-07-18 17:17:00,2022-07-18 23:53:00,True,Warenausgang
67,Waren verladen,3487,226,Warenausgang,Transportmittel,2022-07-18 23:53:00,2022-07-19 01:37:00,True,Transportmittel
27,Ware vereinnahmen,3490,216,Wareneingang,Hochregallager,2022-07-18 15:57:00,2022-07-18 17:16:00,True,Wareneingang
27,Waren lagern,3490,216,Hochregallager,Hochregallager,2022-07-18 17:16:00,2022-07-18 13:59:00,True,Hochregallager
27,Waren kommissionieren,3490,216,Hochregallager,Packplatz,2022-07-18 13:59:00,2022-07-18 14:17:00,True,Packplatz
27,Waren im Warenausgang,3490,216,Packplatz,Warenausgang,2022-07-18 14:17:00,2022-07-18 19:43:00,True,Warenausgang
27,Waren verladen,3490,216,Warenausgang,Transportmittel,2022-07-18 19:43:00,2022-07-18 21:31:00,True,Transportmittel
14,Ware vereinnahmen,3492,132,Wareneingang,Hochregallager,2022-07-18 13:58:00,2022-07-18 17:41:00,True,Wareneingang
14,Waren lagern,3492,132,Hochregallager,Hochregallager,2022-07-18 17:41:00,2022-07-18 13:48:00,True,Hochregallager
14,Waren kommissionieren,3492,132,Hochregallager,Packplatz,2022-07-18 13:48:00,2022-07-18 16:44:00,True,Packplatz
14,Waren im Warenausgang,3492,132,Packplatz,Warenausgang,2022-07-18 16:44:00,2022-07-18 23:57:00,True,Warenausgang
14,Waren verladen,3492,132,Warenausgang,Transportmittel,2022-07-18 23:57:00,2022-07-19 03:43:00,True,Transportmittel
89,Ware vereinnahmen,3499,365,Wareneingang,Hochregallager,2022-07-18 09:57:00,2022-07-18 11:03:00,True,Wareneingang
89,Waren lagern,3499,365,Hochregallager,Hochregallager,2022-07-18 11:03:00,2022-07-18 17:57:00,True,Hochregallager
89,Waren kommissionieren,3499,365,Hochregallager,Packplatz,2022-07-18 17:57:00,2022-07-18 19:15:00,True,Packplatz
89,Waren im Warenausgang,3499,365,Packplatz,Warenausgang,2022-07-18 19:15:00,2022-07-19 01:30:00,True,Warenausgang
89,Waren verladen,3499,365,Warenausgang,Transportmittel,2022-07-19 01:30:00,2022-07-19 04:59:00,True,Transportmittel
37,Ware vereinnahmen,3501,498,Wareneingang,Hochregallager,2022-07-18 12:29:00,2022-07-18 13:58:00,True,Wareneingang
37,Waren lagern,3501,498,Hochregallager,Hochregallager,2022-07-18 13:58:00,2022-07-18 16:13:00,True,Hochregallager
37,Waren kommissionieren,3501,498,Hochregallager,Packplatz,2022-07-18 16:13:00,2022-07-18 19:22:00,True,Packplatz
37,Waren im Warenausgang,3501,498,Packplatz,Warenausgang,2022-07-18 19:22:00,2022-07-18 22:34:00,True,Warenausgang
37,Waren verladen,3501,498,Warenausgang,Transportmittel,2022-07-18 22:34:00,2022-07-19 01:35:00,True,Transportmittel
29,Ware vereinnahmen,3535,266,Wareneingang,Hochregallager,2022-07-18 14:51:00,2022-07-18 16:17:00,True,Wareneingang
29,Waren lagern,3535,266,Hochregallager,Hochregallager,2022-07-18 16:17:00,2022-07-18 15:43:00,True,Hochregallager
29,Waren kommissionieren,3535,266,Hochregallager,Packplatz,2022-07-18 15:43:00,2022-07-18 16:52:00,True,Packplatz
29,Waren im Warenausgang,3535,266,Packplatz,Warenausgang,2022-07-18 16:52:00,2022-07-18 20:12:00,True,Warenausgang
29,Waren verladen,3535,266,Warenausgang,Transportmittel,2022-07-18 20:12:00,2022-07-18 21:41:00,True,Transportmittel
78,Ware vereinnahmen,3548,418,Wareneingang,Hochregallager,2022-07-18 00:33:00,2022-07-18 01:11:00,True,Wareneingang
78,Waren lagern,3548,418,Hochregallager,Hochregallager,2022-07-18 01:11:00,2022-07-18 19:22:00,True,Hochregallager
78,Waren kommissionieren,3548,418,Hochregallager,Packplatz,2022-07-18 19:22:00,2022-07-18 20:35:00,True,Packplatz
78,Waren im Warenausgang,3548,418,Packplatz,Warenausgang,2022-07-18 20:35:00,2022-07-18 18:39:00,True,Warenausgang
78,Waren verladen,3548,418,Warenausgang,Transportmittel,2022-07-18 18:39:00,2022-07-18 21:23:00,True,Transportmittel
69,Ware vereinnahmen,3553,385,Wareneingang,Hochregallager,2022-07-18 06:19:00,2022-07-18 09:30:00,True,Wareneingang
69,Waren lagern,3553,385,Hochregallager,Hochregallager,2022-07-18 09:30:00,2022-07-18 16:36:00,True,Hochregallager
69,Waren kommissionieren,3553,385,Hochregallager,Packplatz,2022-07-18 16:36:00,2022-07-18 17:52:00,True,Packplatz
69,Waren im Warenausgang,3553,385,Packplatz,Warenausgang,2022-07-18 17:52:00,2022-07-18 21:51:00,True,Warenausgang
69,Waren verladen,3553,385,Warenausgang,Transportmittel,2022-07-18 21:51:00,2022-07-19 00:47:00,True,Transportmittel
81,Ware vereinnahmen,3581,303,Wareneingang,Hochregallager,2022-07-18 07:39:00,2022-07-18 09:20:00,False,Wareneingang
81,Waren lagern,3581,303,Hochregallager,Hochregallager,2022-07-18 09:20:00,2022-07-18 15:55:00,False,Hochregallager
81,Waren kommissionieren,3581,303,Hochregallager,Packplatz,2022-07-18 15:55:00,2022-07-18 19:33:00,False,Packplatz
81,Waren im Warenausgang,3581,303,Packplatz,Warenausgang,2022-07-18 19:33:00,2022-07-18 23:34:00,False,Warenausgang
81,Waren verladen,3581,303,Warenausgang,Transportmittel,2022-07-18 23:34:00,2022-07-18 23:53:00,False,Transportmittel
71,Ware vereinnahmen,3595,75,Wareneingang,Hochregallager,2022-07-18 07:44:00,2022-07-18 10:32:00,True,Wareneingang
71,Waren lagern,3595,75,Hochregallager,Hochregallager,2022-07-18 10:32:00,2022-07-18 19:21:00,True,Hochregallager
71,Waren kommissionieren,3595,75,Hochregallager,Packplatz,2022-07-18 19:21:00,2022-07-18 19:40:00,True,Packplatz
71,Waren im Warenausgang,3595,75,Packplatz,Warenausgang,2022-07-18 19:40:00,2022-07-18 22:23:00,True,Warenausgang
71,Waren verladen,3595,75,Warenausgang,Transportmittel,2022-07-18 22:23:00,2022-07-19 00:22:00,True,Transportmittel
70,Ware vereinnahmen,3645,168,Wareneingang,Hochregallager,2022-07-18 13:33:00,2022-07-18 14:47:00,True,Wareneingang
70,Waren lagern,3645,168,Hochregallager,Hochregallager,2022-07-18 14:47:00,2022-07-18 14:49:00,True,Hochregallager
70,Waren kommissionieren,3645,168,Hochregallager,Packplatz,2022-07-18 14:49:00,2022-07-18 16:33:00,True,Packplatz
70,Waren im Warenausgang,3645,168,Packplatz,Warenausgang,2022-07-18 16:33:00,2022-07-18 20:43:00,True,Warenausgang
70,Waren verladen,3645,168,Warenausgang,Transportmittel,2022-07-18 20:43:00,2022-07-18 22:57:00,True,Transportmittel
12,Ware vereinnahmen,3679,209,Wareneingang,Hochregallager,2022-07-18 06:23:00,2022-07-18 08:39:00,True,Wareneingang
12,Waren lagern,3679,209,Hochregallager,Hochregallager,2022-07-18 08:39:00,2022-07-18 18:51:00,True,Hochregallager
12,Waren kommissionieren,3679,209,Hochregallager,Packplatz,2022-07-18 18:51:00,2022-07-18 20:52:00,True,Packplatz
12,Waren im Warenausgang,3679,209,Packplatz,Warenausgang,2022-07-18 20:52:00,2022-07-18 22:39:00,True,Warenausgang
12,Waren verladen,3679,209,Warenausgang,Transportmittel,2022-07-18 22:39:00,2022-07-18 23:49:00,True,Transportmittel
80,Ware vereinnahmen,3682,45,Wareneingang,Hochregallager,2022-07-18 11:43:00,2022-07-18 14:16:00,False,Wareneingang
80,Waren lagern,3682,45,Hochregallager,Hochregallager,2022-07-18 14:16:00,2022-07-18 13:20:00,False,Hochregallager
80,Waren kommissionieren,3682,45,Hochregallager,Packplatz,2022-07-18 13:20:00,2022-07-18 16:04:00,False,Packplatz
80,Waren im Warenausgang,3682,45,Packplatz,Warenausgang,2022-07-18 16:04:00,2022-07-18 21:21:00,False,Warenausgang
80,Waren verladen,3682,45,Warenausgang,Transportmittel,2022-07-18 21:21:00,2022-07-18 21:30:00,False,Transportmittel
57,Ware vereinnahmen,3687,111,Wareneingang,Hochregallager,2022-07-18 06:07:00,2022-07-18 09:08:00,True,Wareneingang
57,Waren lagern,3687,111,Hochregallager,Hochregallager,2022-07-18 09:08:00,2022-07-18 21:29:00,True,Hochregallager
57,Waren kommissionieren,3687,111,Hochregallager,Packplatz,2022-07-18 21:29:00,2022-07-18 23:30:00,True,Packplatz
57,Waren im Warenausgang,3687,111,Packplatz,Warenausgang,2022-07-18 23:30:00,2022-07-18 18:44:00,True,Warenausgang
57,Waren verladen,3687,111,Warenausgang,Transportmittel,2022-07-18 18:44:00,2022-07-18 21:13:00,True,Transportmittel
53,Ware vereinnahmen,3694,386,Wareneingang,Hochregallager,2022-07-18 08:45:00,2022-07-18 10:12:00,True,Wareneingang
53,Waren lagern,3694,386,Hochregallager,Hochregallager,2022-07-18 10:12:00,2022-07-18 17:46:00,True,Hochregallager
53,Waren kommissionieren,3694,386,Hochregallager,Packplatz,2022-07-18 17:46:00,2022-07-18 20:24:00,True,Packplatz
53,Waren im Warenausgang,3694,386,Packplatz,Warenausgang,2022-07-18 20:24:00,2022-07-18 21:24:00,True,Warenausgang
53,Waren verladen,3694,386,Warenausgang,Transportmittel,2022-07-18 21:24:00,2022-07-18 23:37:00,True,Transportmittel
90,Ware vereinnahmen,3696,16,Wareneingang,Hochregallager,2022-07-18 01:11:00,2022-07-18 05:01:00,True,Wareneingang
90,Waren lagern,3696,16,Hochregallager,Hochregallager,2022-07-18 05:01:00,2022-07-18 15:49:00,True,Hochregallager
90,Waren kommissionieren,3696,16,Hochregallager,Packplatz,2022-07-18 15:49:00,2022-07-18 19:25:00,True,Packplatz
90,Waren im Warenausgang,3696,16,Packplatz,Warenausgang,2022-07-18 19:25:00,2022-07-19 01:44:00,True,Warenausgang
90,Waren verladen,3696,16,Warenausgang,Transportmittel,2022-07-19 01:44:00,2022-07-19 03:53:00,True,Transportmittel
34,Ware vereinnahmen,3698,110,Wareneingang,Hochregallager,2022-07-18 07:15:00,2022-07-18 08:59:00,True,Wareneingang
34,Waren lagern,3698,110,Hochregallager,Hochregallager,2022-07-18 08:59:00,2022-07-18 15:51:00,True,Hochregallager
34,Waren kommissionieren,3698,110,Hochregallager,Packplatz,2022-07-18 15:51:00,2022-07-18 18:00:00,True,Packplatz
34,Waren im Warenausgang,3698,110,Packplatz,Warenausgang,2022-07-18 18:00:00,2022-07-18 20:20:00,True,Warenausgang
34,Waren verladen,3698,110,Warenausgang,Transportmittel,2022-07-18 20:20:00,2022-07-18 22:41:00,True,Transportmittel
85,Ware vereinnahmen,3701,468,Wareneingang,Hochregallager,2022-07-18 01:40:00,2022-07-18 03:22:00,False,Wareneingang
85,Waren lagern,3701,468,Hochregallager,Hochregallager,2022-07-18 03:22:00,2022-07-18 15:50:00,False,Hochregallager
85,Waren kommissionieren,3701,468,Hochregallager,Packplatz,2022-07-18 15:50:00,2022-07-18 19:12:00,False,Packplatz
85,Waren im Warenausgang,3701,468,Packplatz,Warenausgang,2022-07-18 19:12:00,2022-07-18 22:34:00,False,Warenausgang
85,Waren verladen,3701,468,Warenausgang,Transportmittel,2022-07-18 22:34:00,2022-07-18 22:48:00,False,Transportmittel
53,Ware vereinnahmen,3711,82,Wareneingang,Hochregallager,2022-07-17 02:08:00,2022-07-17 04:49:00,True,Wareneingang
53,Waren lagern,3711,82,Hochregallager,Hochregallager,2022-07-17 04:49:00,2022-07-18 18:21:00,True,Hochregallager
53,Waren kommissionieren,3711,82,Hochregallager,Packplatz,2022-07-18 18:21:00,2022-07-18 19:54:00,True,Packplatz
53,Waren im Warenausgang,3711,82,Packplatz,Warenausgang,2022-07-18 19:54:00,2022-07-19 00:40:00,True,Warenausgang
53,Waren verladen,3711,82,Warenausgang,Transportmittel,2022-07-19 00:40:00,2022-07-19 02:18:00,True,Transportmittel
49,Ware vereinnahmen,3712,430,Wareneingang,Hochregallager,2022-07-18 11:54:00,2022-07-18 15:25:00,True,Wareneingang
49,Waren lagern,3712,430,Hochregallager,Hochregallager,2022-07-18 15:25:00,2022-07-18 15:44:00,True,Hochregallager
49,Waren kommissionieren,3712,430,Hochregallager,Packplatz,2022-07-18 15:44:00,2022-07-18 19:33:00,True,Packplatz
49,Waren im Warenausgang,3712,430,Packplatz,Warenausgang,2022-07-18 19:33:00,2022-07-18 23:25:00,True,Warenausgang
49,Waren verladen,3712,430,Warenausgang,Transportmittel,2022-07-18 23:25:00,2022-07-19 02:24:00,True,Transportmittel
70,Ware vereinnahmen,3720,206,Wareneingang,Hochregallager,2022-07-18 03:12:00,2022-07-18 04:36:00,True,Wareneingang
70,Waren lagern,3720,206,Hochregallager,Hochregallager,2022-07-18 04:36:00,2022-07-18 13:40:00,True,Hochregallager
70,Waren kommissionieren,3720,206,Hochregallager,Packplatz,2022-07-18 13:40:00,2022-07-18 15:29:00,True,Packplatz
70,Waren im Warenausgang,3720,206,Packplatz,Warenausgang,2022-07-18 15:29:00,2022-07-18 21:53:00,True,Warenausgang
70,Waren verladen,3720,206,Warenausgang,Transportmittel,2022-07-18 21:53:00,2022-07-18 23:20:00,True,Transportmittel
45,Ware vereinnahmen,3725,256,Wareneingang,Hochregallager,2022-07-18 07:42:00,2022-07-18 10:48:00,True,Wareneingang
45,Waren lagern,3725,256,Hochregallager,Hochregallager,2022-07-18 10:48:00,2022-07-18 15:50:00,True,Hochregallager
45,Waren kommissionieren,3725,141,Hochregallager,Packplatz,2022-07-18 15:50:00,2022-07-18 19:12:00,True,Packplatz
45,Waren im Warenausgang,3725,256,Packplatz,Warenausgang,2022-07-18 19:12:00,2022-07-18 22:00:00,True,Warenausgang
